,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,Team_df1,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
897,Detroit Lions,Aidan Hutchinson,https://en.wikipedia.org/wiki/Aidan_Hutchinson,872507.0,1113,Aidan Hutchinson,2024,39,39,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,28.5,82,40,30,65,4,0,10,0,4,0,4,0,,0,31,0,LDE,DET,0,0,0,0,0,0,0,,Aidan Hutchinson,Aidan Hutchinson,100.0,Detroit Lions,791,1112
1200,Detroit Lions,Brodric Martin,https://en.wikipedia.org/wiki/Brodric_Martin,24833.0,1493,Brodric Martin,2024,5,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,DL,DET,0,0,0,0,0,0,0,,Brodric Martin,Brodric Martin,100.0,Detroit Lions,792,1492
1278,Detroit Lions,Alim McNeill,https://en.wikipedia.org/wiki/Alim_McNeill,67029.0,1590,Alim McNeill,2024,61,50,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,11.5,66,71,22,27,0,0,3,0,0,0,2,0,,0,0,0,DL,DET,0,0,0,0,0,0,0,,Alim McNeill,Alim McNeill,100.0,Detroit Lions,793,1589
1486,Detroit Lions,Josh Paschal,https://en.wikipedia.org/wiki/Josh_Paschal,34866.0,1836,Josh Paschal,2024,36,18,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,5.0,42,20,12,15,0,0,1,0,2,0,0,0,,0,0,0,DL,DET,0,0,0,0,0,0,0,,Josh Paschal,Josh Paschal,100.0,Detroit Lions,794,1835
1580,Detroit Lions,D. J. Reader,https://en.wikipedia.org/wiki/D._J._Reader,98404.0,1955,D.J. Reader,2024,120,111,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,12.5,160,140,27,52,0,0,9,0,3,0,1,0,,0,0,0,RDE,"CIN,DET,HOU",0,0,0,0,0,0,0,,D.J. Reader,D. J. Reader,95.65217391304348,Detroit Lions,795,1954
1760,Detroit Lions,Chris Smith,https://en.wikipedia.org/wiki/Chris_Smith_(defensive_tackle),4094.0,2174,Chris Smith,2024,5,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,,0,0,0,DL,DET,0,0,0,0,0,0,0,,Chris Smith,Chris Smith,100.0,Detroit Lions,796,2173
1961,Detroit Lions,Isaac Ukwu,https://en.wikipedia.org/wiki/Isaac_Ukwu,6097.0,2429,Isaac Ukwu,2024,2,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,DL,DET,0,0,0,0,0,0,0,,Isaac Ukwu,Isaac Ukwu,100.0,Detroit Lions,797,2428
2130,Detroit Lions,Mekhi Wingo,https://en.wikipedia.org/wiki/Mekhi_Wingo,35646.0,2634,Mekhi Wingo,2024,11,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,8,0,1,0,0,0,0,0,0,0,0,,0,0,0,DL,DET,0,0,0,0,0,0,0,,Mekhi Wingo,Mekhi Wingo,100.0,Detroit Lions,798,2633
66,Detroit Lions,Alex Anzalone,https://en.wikipedia.org/wiki/Alex_Anzalone,206172.0,81,Alex Anzalone,2024,95,77,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,10.5,339,179,30,34,3,0,27,0,2,0,4,0,,0,6,0,LB,"DET,NOR",0,0,0,0,0,0,0,,Alex Anzalone,Alex Anzalone,100.0,Detroit Lions,799,80
111,Detroit Lions,Derrick Barnes,https://en.wikipedia.org/wiki/Derrick_Barnes_(American_football),59909.0,134,Derrick Barnes,2024,51,26,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,4.0,119,86,12,8,0,0,4,0,0,0,1,0,,0,0,0,LB,DET,0,0,0,0,0,0,0,,Derrick Barnes,Derrick Barnes,100.0,Detroit Lions,800,133
137,Detroit Lions,Abraham Beauplan,https://en.wikipedia.org/wiki/Abraham_Beauplan,7044.0,166,Abraham Beauplan,2024,3,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,DET,0,0,0,0,0,0,0,,Abraham Beauplan,Abraham Beauplan,100.0,Detroit Lions,801,165
305,Detroit Lions,Jack Campbell,https://en.wikipedia.org/wiki/Jack_Campbell_(American_football),150540.0,363,Jack Campbell,2024,34,29,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,3.5,121,105,10,8,0,0,6,0,0,0,1,0,,0,0,0,LB,DET,0,0,0,0,0,0,0,,Jack Campbell,Jack Campbell,100.0,Detroit Lions,802,362
1408,Detroit Lions,Trevor Nowaske,https://en.wikipedia.org/wiki/Trevor_Nowaske,30871.0,1746,Trevor Nowaske,2024,16,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,16,8,2,4,1,0,1,0,0,0,0,0,,0,8,0,LB,DET,0,0,0,0,0,0,0,,Trevor Nowaske,Trevor Nowaske,100.0,Detroit Lions,805,1745
1536,Detroit Lions,Anthony Pittman,https://en.wikipedia.org/wiki/Anthony_Pittman,19646.0,1901,Anthony Pittman,2024,56,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,15,16,0,3,0,0,1,0,0,0,2,0,,0,0,0,LB,"DET,JAX",0,0,0,0,0,0,0,,Anthony Pittman,Anthony Pittman,100.0,Detroit Lions,806,1900
1591,Detroit Lions,Jalen Reeves-Maybin,https://en.wikipedia.org/wiki/Jalen_Reeves-Maybin,63639.0,1969,Jalen Reeves-Maybin,2024,114,14,1,1,100.0,31,0,0,118.7,0,,0,3,4,1.3,0,0.0,0,0,0,,0,0.0,0,,0,0,0,1.6,1.5,155,66,9,5,0,0,8,0,3,0,5,0,,0,4,0,LB,"DET,HOU",0,0,0,0,0,0,0,,Jalen Reeves-Maybin,Jalen Reeves-Maybin,100.0,Detroit Lions,807,1968
1955,Detroit Lions,Ezekiel Turner,https://en.wikipedia.org/wiki/Ezekiel_Turner,21143.0,2423,Zeke Turner,2024,90,3,0,0,,0,0,0,,0,,0,1,2,2.0,0,0.0,1,1,26,26.0,0,0.3,0,,0,0,0,2.8,0.5,52,43,3,3,0,0,0,0,0,0,1,0,,0,28,0,DB,"ARI,DET,HOU",0,0,0,0,0,0,0,,Zeke Turner,Ezekiel Turner,80.0,Detroit Lions,808,2422
1649,Detroit Lions,Malcolm Rodriguez,https://en.wikipedia.org/wiki/Malcolm_Rodriguez,102783.0,2037,Malcolm Rodriguez,2024,43,24,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,6,6.0,0,0.1,0,,0,0,0,0.6,3.0,102,49,10,5,0,0,3,0,2,0,2,0,,0,8,0,LB,DET,0,0,0,0,0,0,0,,Malcolm Rodriguez,Malcolm Rodriguez,100.0,Detroit Lions,809,2036
74,Detroit Lions,Terrion Arnold,https://en.wikipedia.org/wiki/Terrion_Arnold,247509.0,91,Terrion Arnold,2024,16,15,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,47,13,0,0,0,0,10,0,1,0,0,0,,0,-1,0,CB,DET,0,0,0,0,0,0,0,,Terrion Arnold,Terrion Arnold,100.0,Detroit Lions,810,90
214,Detroit Lions,Brian Branch,https://en.wikipedia.org/wiki/Brian_Branch,149950.0,260,Brian Branch,2024,31,25,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,2.0,129,54,15,9,7,1,29,0,0,0,2,0,,0,111,0,DB,DET,0,0,0,0,0,0,0,,Brian Branch,Brian Branch,100.0,Detroit Lions,811,259
1042,Detroit Lions,Kerby Joseph,https://en.wikipedia.org/wiki/Kerby_Joseph,154502.0,1302,Kerby Joseph,2024,49,46,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.0,182,65,2,2,17,1,31,0,1,0,2,0,,0,212,0,S,DET,0,0,0,0,0,0,0,,Kerby Joseph,Kerby Joseph,100.0,Detroit Lions,813,1301
1404,Detroit Lions,Morice Norris,https://en.wikipedia.org/wiki/Morice_Norris,370.0,1742,Morice Norris,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,S,DET,0,0,0,0,0,0,0,,Morice Norris,Morice Norris,100.0,Detroit Lions,814,1741
1571,Detroit Lions,Ennis Rakestraw Jr.,https://en.wikipedia.org/wiki/Ennis_Rakestraw_Jr.,56781.0,1945,Ennis Rakestraw,2024,8,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,4,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,CB,DET,0,0,0,0,0,0,0,,Ennis Rakestraw,Ennis Rakestraw Jr.,88.23529411764706,Detroit Lions,815,1944
1624,Detroit Lions,Amik Robertson,https://en.wikipedia.org/wiki/Amik_Robertson,45412.0,2008,Amik Robertson,2024,69,25,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,2.0,124,37,8,1,4,0,23,0,1,1,5,0,,0,115,0,CB,"DET,LVR",0,0,0,0,0,0,0,,Amik Robertson,Amik Robertson,100.0,Detroit Lions,816,2007
1831,Detroit Lions,Loren Strickland,https://en.wikipedia.org/wiki/Loren_Strickland,6873.0,2266,Loren Strickland,2024,7,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,S,DET,0,0,0,0,0,0,0,,Loren Strickland,Loren Strickland,100.0,Detroit Lions,817,2265
1897,Detroit Lions,Stantley Thomas-Oliver,https://en.wikipedia.org/wiki/Stantley_Thomas-Oliver,6672.0,2349,Stantley Thomas-Oliver,2024,26,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,12,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,CB,"CAR,DET",0,0,0,0,0,0,0,,Stantley Thomas-Oliver,Stantley Thomas-Oliver,100.0,Detroit Lions,818,2348
127,Detroit Lions,Jake Bates,https://en.wikipedia.org/wiki/Jake_Bates,403567.0,154,Jake Bates,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,26,89.7,0,0,142,154.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,K,DET,0,0,0,0,0,0,0,,Jake Bates,Jake Bates,100.0,Detroit Lions,819,153
618,Detroit Lions,Jack Fox,https://en.wikipedia.org/wiki/Jack_Fox_(American_football),34112.0,760,Jack Fox,2024,84,0,4,5,80.0,61,0,0,117.5,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,2.4,0.0,2,1,0,0,0,0,0,0,2,0,0,13561,48.8,0,0,0,P,DET,0,0,0,0,0,0,0,,Jack Fox,Jack Fox,100.0,Detroit Lions,820,759
783,Detroit Lions,Hogan Hatten,https://en.wikipedia.org/wiki/Hogan_Hatten,8755.0,971,Hogan Hatten,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,LS,DET,0,0,0,0,0,0,0,,Hogan Hatten,Hogan Hatten,100.0,Detroit Lions,821,970
90,Detroit Lions,Michael Badgley,https://en.wikipedia.org/wiki/Michael_Badgley,65248.0,109,Michael Badgley,2023,64,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,98,82.4,0,0,462,472.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,K,"CHI,DET,IND,LAC,TEN",0,0,0,0,0,0,0,,Michael Badgley,Michael Badgley,100.0,Detroit Lions,822,108
226,Detroit Lions,Teddy Bridgewater,https://en.wikipedia.org/wiki/Teddy_Bridgewater,631160.0,273,Teddy Bridgewater,2024,79,65,1372,2067,66.4,15120,75,47,90.5,166,33.0,7,221,844,3.8,11,10.7,0,0,0,,0,0.0,0,,1,0,68,959.7,0.0,0,0,0,0,0,0,0,19,3,0,0,0,,0,835,0,QB,"CAR,DEN,DET,MIA,MIN,NOR",0,0,0,0,0,0,0,,Teddy Bridgewater,Teddy Bridgewater,100.0,Detroit Lions,823,272
372,Detroit Lions,John Cominsky,https://en.wikipedia.org/wiki/John_Cominsky,27971.0,454,John Cominsky,2023,57,20,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,7.5,51,56,11,25,0,0,6,0,1,0,1,0,,0,3,0,DL,"ATL,DET",0,0,0,0,0,0,0,,John Cominsky,John Cominsky,100.0,Detroit Lions,824,453
491,Detroit Lions,Khalil Dorsey,https://en.wikipedia.org/wiki/Khalil_Dorsey,20751.0,600,Khalil Dorsey,2024,33,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,31,31.0,0,0.9,0,,0,0,0,3.1,0.0,17,10,1,0,0,0,3,0,0,0,0,0,,0,434,403,CB,"BAL,DET",0,0,0,0,0,0,0,,Khalil Dorsey,Khalil Dorsey,100.0,Detroit Lions,825,599
1349,Detroit Lions,Emmanuel Moseley,https://en.wikipedia.org/wiki/Emmanuel_Moseley,38340.0,1670,Emmanuel Moseley,2024,48,33,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.0,128,34,5,1,4,1,33,0,1,0,0,0,,0,95,0,CB,"DET,SFO",0,0,0,0,0,0,0,,Emmanuel Moseley,Emmanuel Moseley,100.0,Detroit Lions,826,1669
1356,Detroit Lions,Al-Quadin Muhammad,https://en.wikipedia.org/wiki/Al-Quadin_Muhammad,35561.0,1678,Al-Quadin Muhammad,2024,93,36,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,15.0,111,57,27,38,0,0,2,0,1,0,4,0,,0,0,0,DL,"CHI,DET,IND,NOR",0,0,0,0,0,0,0,,Al-Quadin Muhammad,Al-Quadin Muhammad,100.0,Detroit Lions,827,1677
1396,Detroit Lions,Ben Niemann,https://en.wikipedia.org/wiki/Ben_Niemann,30830.0,1732,Ben Niemann,2024,103,25,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,160,104,8,6,0,0,4,0,7,0,1,0,,0,0,0,LB,"ARI,DEN,DET,KAN",0,0,0,0,0,0,1,,Ben Niemann,Ben Niemann,100.0,Detroit Lions,828,1731
1415,Detroit Lions,Pat O'Connor,https://en.wikipedia.org/wiki/Pat_O%27Connor_(American_football),33098.0,1754,Pat O'Connor,2024,80,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,2,0.0,2.5,19,23,7,6,0,0,0,0,0,0,0,0,,0,0,0,DL,"DET,TAM",0,0,0,0,0,0,1,,Pat O'Connor,Pat O'Connor,100.0,Detroit Lions,829,1753
1456,Detroit Lions,Levi Onwuzurike,https://en.wikipedia.org/wiki/Levi_Onwuzurike,31655.0,1801,Levi Onwuzurike,2024,42,10,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,3.5,35,33,4,16,0,0,2,0,0,0,1,0,,0,0,0,DT,DET,0,0,0,0,0,0,0,,Levi Onwuzurike,Levi Onwuzurike,100.0,Detroit Lions,830,1800
1488,Detroit Lions,Tim Patrick,https://en.wikipedia.org/wiki/Tim_Patrick,166292.0,1839,Tim Patrick,2024,71,46,0,0,,0,0,0,,0,,0,3,17,5.7,0,0.2,280,176,2403,13.7,15,33.8,0,,1,0,92,332.0,0.0,6,3,0,0,0,0,0,2,1,0,0,0,,0,2408,-14,WR,"DEN,DET",0,0,0,0,0,0,0,,Tim Patrick,Tim Patrick,100.0,Detroit Lions,831,1838
1502,Detroit Lions,Kyle Peko,https://en.wikipedia.org/wiki/Kyle_Peko,25816.0,1855,Kyle Peko,2024,47,14,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,32,26,5,7,0,0,2,0,0,0,1,0,,0,0,0,DT,"BUF,DEN,DET,LVR,TEN",0,0,0,0,0,0,0,,Kyle Peko,Kyle Peko,100.0,Detroit Lions,832,1854
1627,Detroit Lions,Allen Robinson,https://en.wikipedia.org/wiki/Allen_Robinson,178599.0,2011,Allen Robinson,2024,139,122,0,0,,0,0,0,,0,,0,3,10,3.3,0,0.1,957,565,7058,12.5,43,50.8,0,,3,0,264,968.8,0.0,2,0,0,0,0,0,0,2,1,0,0,0,,0,7068,0,WR,"CHI,DET,JAX,LAR,PIT",0,0,0,0,0,0,0,,Allen Robinson,Allen Robinson,100.0,Detroit Lions,833,2010
1987,Detroit Lions,Kindle Vildor,https://en.wikipedia.org/wiki/Kindle_Vildor,40887.0,2461,Kindle Vildor,2024,68,26,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,87,37,5,2,1,0,15,0,0,0,1,0,,0,18,0,RLB,"CHI,DET,TEN",0,0,0,0,0,0,0,,Kindle Vildor,Kindle Vildor,100.0,Detroit Lions,834,2460
2094,Detroit Lions,Jonah Williams,https://en.wikipedia.org/wiki/Jonah_Williams_(defensive_lineman),24962.0,2590,Jonah Williams,2024,50,23,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.5,33,47,5,10,0,0,1,0,0,0,0,0,,0,0,0,DT,"DET,LAR,MIN",0,0,0,0,0,0,1,,Jonah Williams,Jonah Williams,100.0,Detroit Lions,835,2589
2186,Detroit Lions,Kevin Zeitler,https://en.wikipedia.org/wiki/Kevin_Zeitler,103661.0,2695,Kevin Zeitler,2024,198,197,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,-4,-4.0,0,0.0,0,,0,0,0,0.0,0.0,1,2,0,0,0,0,0,0,5,0,0,0,,0,-4,0,G,"BAL,CIN,CLE,DET,NYG",0,0,0,0,0,0,0,,Kevin Zeitler,Kevin Zeitler,100.0,Detroit Lions,836,2694
85,Detroit Lions,Kayode Awosika,https://en.wikipedia.org/wiki/Kayode_Awosika,30266.0,104,Kayode Awosika,2024,37,7,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,"DET,PHI",0,0,0,0,0,0,0,,Kayode Awosika,Kayode Awosika,100.0,Detroit Lions,837,103
1598,Detroit Lions,Craig Reynolds,https://en.wikipedia.org/wiki/Craig_Reynolds_(American_football),59728.0,1978,Craig Reynolds,2024,53,2,0,0,,0,0,0,,0,,0,151,654,4.3,1,12.3,29,25,258,10.3,0,4.9,0,,0,0,6,93.2,0.0,5,3,0,0,0,0,0,3,1,0,0,0,,0,1073,161,RB,"DET,JAX,WAS",0,0,0,0,0,0,0,,Craig Reynolds,Craig Reynolds,100.0,Detroit Lions,838,1977
2189,Detroit Lions,Shane Zylstra,https://en.wikipedia.org/wiki/Shane_Zylstra,26568.0,2700,Shane Zylstra,2024,29,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,23,15,116,7.7,4,4.0,0,,0,0,24,35.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,162,46,TE,DET,0,0,0,0,0,0,0,,Shane Zylstra,Shane Zylstra,100.0,Detroit Lions,839,2699
21,Detroit Lions,Mitchell Agude,https://en.wikipedia.org/wiki/Mitchell_Agude,11603.0,26,Mitchell Agude,2024,4,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,LB,DET,0,0,0,0,0,0,0,,Mitchell Agude,Mitchell Agude,100.0,Detroit Lions,840,25
644,Detroit Lions,Connor Galvin,https://en.wikipedia.org/wiki/Connor_Galvin,7492.0,793,Connor Galvin,2023,1,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,DET,0,0,0,0,0,0,0,,Connor Galvin,Connor Galvin,100.0,Detroit Lions,841,792
354,Green Bay Packers,Sean Clifford,https://en.wikipedia.org/wiki/Sean_Clifford,130115.0,426,Sean Clifford,2023,2,0,1,1,100.0,37,0,0,118.7,0,,0,3,-2,-0.7,0,-1.0,0,0,0,,0,0.0,0,,0,0,0,1.3,0.0,0,0,0,0,0,0,0,1,1,0,0,0,,0,-3,0,QB,GNB,0,0,0,0,0,0,0,,Sean Clifford,Sean Clifford,100.0,Green Bay Packers,842,425
1169,Green Bay Packers,Jordan Love,https://en.wikipedia.org/wiki/Jordan_Love,2093051.0,1456,Jordan Love,2024,42,33,690,1087,63.5,8154,60,25,95.1,47,18.0,5,88,356,4.0,5,8.5,0,0,0,,0,0.0,0,,1,0,32,585.8,0.0,0,0,0,0,0,0,0,16,7,0,0,0,,0,343,0,QB,GNB,0,0,0,0,0,0,0,,Jordan Love,Jordan Love,100.0,Green Bay Packers,843,1455
2107,Green Bay Packers,Malik Willis,https://en.wikipedia.org/wiki/Malik_Willis,486688.0,2608,Malik Willis,2024,18,5,75,120,62.5,900,3,3,83.3,22,3.0,1,52,282,5.4,2,15.7,0,0,0,,0,0.0,0,,0,0,12,74.2,0.0,1,0,0,0,0,0,0,5,1,0,0,0,,0,274,0,QB,"GNB,TEN",0,0,0,0,0,0,0,,Malik Willis,Malik Willis,100.0,Green Bay Packers,844,2607
234,Green Bay Packers,Chris Brooks,https://en.wikipedia.org/wiki/Chris_Brooks_(running_back),37420.0,281,Chris Brooks,2024,24,0,0,0,,0,0,0,,0,,0,55,289,5.3,1,12.0,13,11,69,6.3,0,2.9,0,,0,0,6,41.8,0.0,0,2,0,0,0,0,0,0,0,0,0,0,,0,358,0,RB,"GNB,MIA",0,0,0,0,0,0,0,,Chris Brooks,Chris Brooks,100.0,Green Bay Packers,845,280
937,Green Bay Packers,Josh Jacobs,https://en.wikipedia.org/wiki/Josh_Jacobs,568636.0,1172,Josh Jacobs,2024,90,89,0,0,,0,0,0,,1,,0,1606,6874,4.3,61,76.4,297,233,1790,7.7,1,19.9,0,,0,0,372,1218.4,0.0,3,1,0,0,0,0,0,15,2,0,0,0,,0,8664,0,RB,"GNB,LVR,OAK",0,0,0,0,0,0,0,,Josh Jacobs,Josh Jacobs,100.0,Green Bay Packers,846,1171
1158,Green Bay Packers,MarShawn Lloyd,https://en.wikipedia.org/wiki/MarShawn_Lloyd,95727.0,1443,MarShawn Lloyd,2024,1,0,0,0,,0,0,0,,0,,0,6,15,2.5,0,15.0,1,1,3,3.0,0,3.0,0,,0,0,0,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18,0,RB,GNB,0,0,0,0,0,0,0,,MarShawn Lloyd,MarShawn Lloyd,100.0,Green Bay Packers,847,1442
2112,Green Bay Packers,Emanuel Wilson,https://en.wikipedia.org/wiki/Emanuel_Wilson_(American_football),62212.0,2613,Emanuel Wilson,2024,24,0,0,0,,0,0,0,,0,,0,117,587,5.0,4,24.5,19,15,71,4.7,1,3.0,0,,0,0,30,95.8,0.0,0,0,0,0,0,0,0,1,1,0,0,0,,0,658,0,RB,GNB,0,0,0,0,0,0,0,,Emanuel Wilson,Emanuel Wilson,100.0,Green Bay Packers,848,2612
496,Green Bay Packers,Romeo Doubs,https://en.wikipedia.org/wiki/Romeo_Doubs,155784.0,606,Romeo Doubs,2024,43,35,0,0,,0,0,0,,0,,0,1,11,11.0,0,0.3,235,147,1700,11.6,15,39.5,0,,1,0,92,261.1,0.0,0,0,0,0,0,0,0,3,1,0,0,0,,0,1750,39,WR,GNB,0,0,0,0,0,0,0,,Romeo Doubs,Romeo Doubs,100.0,Green Bay Packers,849,605
793,Green Bay Packers,Malik Heath,https://en.wikipedia.org/wiki/Malik_Heath,27719.0,984,Malik Heath,2024,26,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,37,25,222,8.9,3,8.5,0,,0,0,18,40.2,0.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,223,1,WR,GNB,0,0,0,0,0,0,0,,Malik Heath,Malik Heath,100.0,Green Bay Packers,851,983
1284,Green Bay Packers,Bo Melton,https://en.wikipedia.org/wiki/Bo_Melton,123592.0,1598,Bo Melton,2024,22,1,0,0,,0,0,0,,0,,0,11,75,6.8,0,3.4,41,24,309,12.9,1,14.0,0,,0,0,6,44.4,0.0,2,2,0,0,0,0,0,0,2,0,0,0,,0,399,15,WR,GNB,0,0,0,0,0,0,0,,Bo Melton,Bo Melton,100.0,Green Bay Packers,854,1597
1587,Green Bay Packers,Jayden Reed,https://en.wikipedia.org/wiki/Jayden_Reed,254821.0,1964,Jayden Reed,2024,33,23,0,0,,0,0,0,,0,,0,31,282,9.1,3,8.5,169,119,1650,13.9,14,50.0,0,,1,0,104,295.2,0.0,0,0,0,0,0,0,0,5,2,0,0,0,,0,2136,204,WR,GNB,0,0,0,0,0,0,0,,Jayden Reed,Jayden Reed,100.0,Green Bay Packers,855,1963
2031,Green Bay Packers,Christian Watson,https://en.wikipedia.org/wiki/Christian_Watson,135617.0,2516,Christian Watson,2024,38,35,0,0,,0,0,0,,0,,0,15,114,7.6,2,3.0,172,98,1653,16.9,14,43.5,0,,1,0,98,272.7,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1802,35,WR,GNB,0,0,0,0,0,0,0,,Christian Watson,Christian Watson,100.0,Green Bay Packers,856,2515
2072,Green Bay Packers,Dontayvion Wicks,https://en.wikipedia.org/wiki/Dontayvion_Wicks,111424.0,2562,Dontayvion Wicks,2024,32,11,1,1,100.0,14,0,0,118.7,0,,0,1,1,1.0,0,0.0,134,78,996,12.8,9,31.1,0,,0,0,54,152.3,0.0,0,0,0,0,0,0,0,3,1,0,0,0,,0,997,0,WR,GNB,0,0,0,0,0,0,0,,Dontayvion Wicks,Dontayvion Wicks,100.0,Green Bay Packers,857,2561
