,ID,Player,Until,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,Team,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,IG
0,1,Israel Abanikanda,2023,6,0,0,0,,0,0,0,,0,,0,22,70,3.2,0,11.7,11,7,43,6.1,0,7.2,0,,0,0,0,9.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,144,31,RB,NYJ,0,0,0,0,0,0,0,
1,2,Ameer Abdullah,2024,141,26,0,0,,0,0,0,,0,,0,494,1994,4.0,8,14.1,268,203,1468,7.2,11,10.4,0,,0,0,114,448.2,0.0,25,9,0,0,0,0,0,11,3,0,0,0,,0,7336,3874,RB,"CAR,DET,LVR,MIN",0,0,0,0,0,0,0,
2,3,Yasir Abdullah,2024,19,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,15,4,0,2,0,0,0,0,0,0,0,0,,0,0,0,LB,JAX,0,0,0,0,0,0,0,
3,4,Micah Abernathy,2024,20,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,S,"ATL,GNB",0,0,0,0,0,0,0,
4,5,Johnathan Abram,2024,55,39,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,191,120,9,9,5,0,17,0,2,0,1,0,,0,65,0,S,"GNB,LVR,NOR,OAK,SEA",0,0,0,0,0,0,0,
5,6,Kris Abrams-Draine,2024,5,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,4,0,0,1,0,2,0,0,0,0,0,,0,17,0,CB,DEN,0,0,0,0,0,0,0,
6,7,De'Von Achane,2024,28,20,0,0,,0,0,0,,1,,0,306,1707,5.6,14,61.0,124,105,789,7.5,9,28.2,0,,0,0,138,385.6,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,2528,32,RB,MIA,0,0,0,0,0,0,0,
7,8,Andrew Adams,2023,103,46,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.0,196,56,6,5,8,1,26,0,0,0,2,0,,0,167,0,S,"BAL,NYG,TAM,TEN",0,0,0,0,0,0,1,
8,9,Davante Adams,2024,164,157,0,0,,0,0,0,,1,,0,3,-1,-0.3,0,0.0,1508,957,11844,12.4,103,72.2,0,,5,0,628,1806.3,0.0,2,1,0,0,0,0,0,6,1,0,0,0,,0,11843,0,WR,"GNB,LVR,NYJ",0,0,0,0,0,3,0,
9,10,Isaiah Adams,2024,15,5,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,ARI,0,0,0,0,0,0,0,
10,11,Jamal Adams,2024,85,83,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,12,0.0,21.5,366,135,50,42,4,1,36,0,4,1,7,0,,0,129,0,SS,"DET,NYJ,SEA,TEN",0,0,0,0,0,0,0,
11,12,Matthew Adams,2024,98,13,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,71,31,8,2,0,0,0,0,2,0,2,0,,0,0,0,LB,"CHI,CLE,IND,NYG",0,0,0,0,0,0,0,
12,13,Montravius Adams,2024,96,25,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.5,61,62,11,10,0,0,7,0,1,0,2,0,,0,0,0,DT,"GNB,NOR,PIT",0,0,0,0,0,0,0,
13,14,Myles Adams,2024,30,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,12,22,3,5,0,0,1,0,0,0,0,0,,0,0,0,DT,"DET,SEA",0,0,0,0,0,0,0,
14,15,Tony Adams,2024,41,27,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,106,77,8,2,4,0,11,0,0,0,0,0,,0,50,0,S,NYJ,0,0,0,0,0,0,0,
15,16,Tucker Addington,2024,10,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,LS,"MIA,NWE,WAS",0,0,0,0,0,0,0,
16,17,Jordan Addison,2024,32,29,0,0,,0,0,0,,0,,0,4,22,5.5,1,0.7,207,133,1786,13.4,19,55.8,0,,0,0,120,300.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1802,0,WR,MIN,0,0,0,0,0,0,0,
17,18,Adetomiwa Adebawore,2024,26,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.5,9,3,4,6,0,0,0,0,0,0,0,0,,0,0,0,DE,IND,0,0,0,0,0,0,0,
18,19,Paulson Adebo,2024,52,51,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,209,45,7,1,10,0,43,0,2,0,2,0,,0,150,0,CB,NOR,0,0,0,0,0,0,0,
19,20,Hakeem Adeniji,2023,43,15,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,T,"CIN,MIN",0,0,0,0,0,0,0,
20,21,Nate Adkins,2024,27,11,0,0,,0,0,0,,0,,0,0,0,,0,0.0,20,18,137,7.6,3,5.1,0,,0,0,18,31.7,0.0,2,4,0,0,0,0,0,0,0,0,0,0,,0,137,0,TE,DEN,0,0,0,0,0,0,0,
21,22,Cal Adomitis,2024,49,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,LS,CIN,0,0,0,0,0,0,0,
22,23,Nelson Agholor,2024,149,105,1,1,100.0,15,0,0,118.7,0,,0,14,71,5.1,0,0.5,647,389,4858,12.5,37,32.6,0,,2,0,232,717.5,0.0,1,0,0,0,0,0,0,8,3,1,0,0,,0,5028,99,WR,"BAL,LVR,NWE,PHI",0,0,0,0,0,0,1,
23,24,McTelvin Agim,2023,18,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.5,4,10,1,4,0,0,2,0,0,0,0,0,,0,0,0,DT,"DEN,IND",0,0,0,0,0,0,0,
24,25,Jamal Agnew,2023,82,5,0,1,0.0,0,0,0,39.6,0,,0,33,263,8.0,1,3.2,114,77,746,9.7,5,9.1,0,,1,0,80,168.9,0.0,29,2,1,0,0,0,1,9,5,0,1,0,,0,5401,4392,WR,"DET,JAX",0,0,0,0,0,0,0,
25,26,Mitchell Agude,2024,4,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,LB,DET,0,0,0,0,0,0,0,
26,27,Salvon Ahmed,2023,38,4,0,0,,0,0,0,,0,,0,163,593,3.6,5,15.6,57,40,274,6.9,1,7.2,0,,1,0,38,124.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,867,0,RB,MIA,0,0,0,0,0,0,0,
27,28,Brandon Aiyuk,2024,69,67,0,0,,0,0,0,,0,,0,13,117,9.0,2,1.7,446,294,4305,14.6,25,62.4,0,,1,0,164,600.2,0.0,3,0,0,0,0,0,0,4,3,0,0,0,,0,4657,234,WR,SFO,0,0,0,0,0,0,0,
28,29,Cam Akers,2024,53,17,0,0,,0,0,0,,1,,0,502,2025,4.0,13,38.2,65,52,388,7.5,4,7.3,0,,0,0,102,335.3,0.0,0,0,0,0,0,0,0,4,0,0,0,0,,0,2489,76,RB,"HOU,LAR,MIN",0,0,0,0,0,0,1,
29,30,Alex Akingbulu,2023,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,T,WAS,0,0,0,0,0,0,0,
30,31,Jordan Akins,2024,107,36,0,0,,0,0,0,,0,,0,2,7,3.5,0,0.1,297,206,2277,11.1,10,21.3,0,,1,0,62,284.4,0.0,1,0,0,0,0,0,0,4,2,0,0,0,,0,2282,0,TE,"CLE,HOU",0,0,0,0,0,0,0,
31,32,Azeez Al-Shaair,2024,84,59,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,6.0,240,192,27,17,2,0,15,0,4,0,4,0,,0,41,0,LB,"HOU,SFO,TEN",0,0,0,0,0,0,0,
32,33,Jaire Alexander,2024,78,76,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,8,0.0,1.5,241,46,12,2,12,1,70,2,4,0,3,0,,0,226,25,LCB,GNB,0,0,0,0,0,0,0,
33,34,Kwon Alexander,2024,109,92,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,13.5,449,194,54,31,9,1,34,1,6,0,13,0,,0,175,0,LB,"DEN,DET,NOR,NYJ,PIT,SFO,TAM",0,0,0,0,0,0,0,
34,35,Maurice Alexander,2024,7,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,7,7.0,0,1.0,0,,0,0,0,0.7,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,195,188,WR,DET,0,0,0,0,0,0,0,
35,36,DeAundre Alford,2024,48,16,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,2,0.0,1.5,104,45,4,2,1,0,24,2,2,0,1,0,,0,173,173,CB,ATL,0,0,0,0,0,0,0,
36,37,Rasheen Ali,2024,6,0,0,0,,0,0,0,,0,,0,10,31,3.1,0,5.2,2,0,0,,0,0.0,0,,0,0,0,3.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,,0,138,107,RB,BAL,0,0,0,0,0,0,0,
37,38,Mo Alie-Cox,2024,108,47,0,0,,0,0,0,,0,,0,0,0,,0,0.0,180,114,1433,12.6,15,13.3,0,,1,0,92,231.3,0.0,2,3,0,0,0,0,0,3,0,0,0,0,,0,1433,0,TE,IND,0,0,0,0,0,0,0,
38,39,Erick All,2024,9,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,22,20,158,7.9,0,17.6,0,,0,0,0,15.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,158,0,TE,CIN,0,0,0,0,0,0,0,
39,40,Nick Allegretti,2024,91,30,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,G,"KAN,WAS",0,0,0,0,0,0,3,
40,41,Braelon Allen,2024,17,2,0,0,,0,0,0,,0,,0,92,334,3.6,2,19.6,27,19,148,7.8,1,8.7,0,,0,0,18,66.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,482,0,RB,NYJ,0,0,0,0,0,0,0,
41,42,Brandon Allen,2024,18,10,166,293,56.7,1810,11,8,76.2,23,2.0,2,36,68,1.9,0,3.8,1,0,0,,0,0.0,0,,0,0,0,103.3,0.0,0,0,0,0,0,0,0,4,2,0,0,0,,0,68,0,QB,"CIN,DEN,SFO",0,0,0,0,0,0,0,
42,43,Brevin Allen,2023,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OLB,LAC,0,0,0,0,0,0,0,
43,44,Brian Allen,2023,50,32,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,C,LAR,0,0,0,0,0,0,1,
44,45,Davis Allen,2024,30,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,24,16,134,8.4,1,4.5,0,,0,0,6,19.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,134,0,TE,LAR,0,0,0,0,0,0,0,
45,46,Devon Allen,2023,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,17,WR,PHI,0,0,0,0,0,0,0,
46,47,Jonathan Allen,2024,109,108,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,2,0.0,42.0,241,160,60,118,1,0,5,0,2,0,2,0,,0,1,0,DT,WAS,0,0,0,0,0,0,0,
47,48,Josh Allen,2024,111,110,2296,3628,63.3,26434,195,84,93.4,189,76.0,21,759,4142,5.5,65,37.3,2,1,19,19.0,2,0.2,0,,4,0,410,2461.5,0.0,4,0,0,0,0,0,0,64,16,0,0,0,,0,4134,0,QB,BUF,1,0,0,0,0,0,0,
48,49,Keenan Allen,2024,154,149,1,5,20.0,49,1,1,67.9,1,,0,18,113,6.3,0,0.7,1430,974,11274,11.6,66,73.2,0,,2,0,406,1530.7,0.0,4,0,0,0,1,0,1,17,4,1,0,0,,0,11681,254,WR,"CHI,LAC,SDG",0,0,0,0,0,0,0,
49,50,Kyle Allen,2024,31,19,442,705,62.7,4753,26,21,82.3,60,7.0,1,65,162,2.5,4,5.2,0,0,0,,0,0.0,0,,0,0,24,273.6,0.0,0,0,0,0,0,0,0,19,4,0,0,0,,0,154,0,QB,"BUF,CAR,HOU,PIT,WAS",0,0,0,0,0,0,0,
50,51,Zach Allen,2024,78,68,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,8,0.0,25.0,138,121,44,107,1,0,17,0,3,1,1,0,,0,52,0,DT,"ARI,DEN",0,0,0,0,0,0,0,
51,52,Tyler Allgeier,2024,50,10,0,0,,0,0,0,,0,,0,533,2362,4.4,10,47.2,53,47,420,8.9,2,8.4,0,,3,0,78,356.2,0.0,4,2,0,0,0,0,0,0,1,0,0,0,,0,2782,0,RB,ATL,0,0,0,0,0,0,0,
52,53,Joe Alt,2024,16,16,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OT,LAC,0,0,0,0,0,0,0,
53,54,Tyson Alualu,2023,193,114,0,0,,0,0,0,,0,,0,1,0,0.0,0,0.0,3,2,19,9.5,0,0.1,0,,0,0,0,1.9,25.0,262,158,46,70,0,0,15,0,3,0,4,0,,0,38,12,RDE,"DET,JAX,PIT",0,0,0,0,0,0,0,
54,55,Ugo Amadi,2024,78,17,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,164,44,12,2,1,0,22,1,1,0,2,0,,0,12,0,DB,"KAN,NOR,SEA,TEN",0,0,0,0,0,0,1,
55,56,Kiran Amegadjie,2024,6,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,CHI,0,0,0,0,0,0,0,
56,57,Matt Ammendola,2023,20,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,24,68.6,0,0,101,101.0,0.0,1,0,0,0,0,0,0,0,0,0,0,291,48.5,0,0,0,K,"ARI,HOU,KAN,NYJ",0,0,0,0,0,0,1,
57,58,Adrian Amos,2024,143,125,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,6.0,539,125,28,9,10,1,49,0,5,0,3,0,,0,241,0,SS,"CHI,GNB,HOU,NYJ,SFO",0,0,0,0,0,0,0,
58,59,Tremayne Anchrum,2023,31,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,T,LAR,0,0,0,0,0,0,0,
59,60,Troy Andersen,2024,26,11,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.5,75,60,5,5,1,1,2,0,0,0,1,0,,0,47,0,LB,ATL,0,0,0,0,0,0,0,
60,61,Abdullah Anderson,2024,37,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.5,24,30,4,3,0,0,1,0,1,0,0,0,,0,0,0,DL,"ATL,CHI,GNB,MIN,TEN,WAS",0,0,0,0,0,0,0,
61,62,Alec Anderson,2024,17,4,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,T,BUF,0,0,0,0,0,0,0,
62,63,Calvin Anderson,2024,50,14,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,"DEN,NWE,PIT",0,0,0,0,0,0,0,
63,64,Evan Anderson,2024,12,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,13,11,2,2,0,0,0,0,1,0,1,0,,0,0,0,DL,SFO,0,0,0,0,0,0,0,
64,65,Jack Anderson,2023,15,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,"IND,NYG,PHI",0,0,0,0,0,0,0,
65,66,Liam Anderson,2024,4,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,IND,0,0,0,0,0,0,0,
66,67,Spencer Anderson,2024,25,4,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,PIT,0,0,0,0,0,0,0,
67,68,Stephen Anderson,2023,81,12,0,0,,0,0,0,,0,,0,0,0,,0,0.0,105,63,715,11.3,3,8.8,0,,0,0,18,89.5,0.0,15,6,0,0,0,0,0,0,0,0,0,0,,0,715,0,TE,"ARI,HOU,LAC",0,0,0,0,0,0,0,
68,69,Tycen Anderson,2024,24,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,15,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,S,CIN,0,0,0,0,0,0,0,
69,70,Will Anderson,2024,29,27,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,18.0,56,26,26,41,0,0,3,0,1,0,1,0,,0,0,0,DE,HOU,0,0,0,0,1,0,0,
70,71,Zayne Anderson,2024,33,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,17,4,0,0,1,0,2,0,0,0,0,0,,0,18,0,S,"GNB,KAN",0,0,0,0,0,0,1,
71,72,Joe Andreessen,2024,13,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,12,14,1,1,0,0,0,0,0,0,0,0,,0,0,0,LB,BUF,0,0,0,0,0,0,0,
72,73,David Andrews,2024,124,121,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,7,0,0,0,,0,0,0,C,NWE,0,0,0,0,0,0,2,
73,74,Jake Andrews,2023,16,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,C,NWE,0,0,0,0,0,0,0,
74,75,Mark Andrews,2024,104,55,0,0,,0,0,0,,0,,0,9,13,1.4,0,0.1,632,436,5530,12.7,51,53.2,0,,3,0,312,864.3,0.0,5,1,0,0,0,0,0,7,3,0,0,0,,0,5543,0,TE,BAL,0,0,0,0,0,0,0,
75,76,Bryan Anger,2024,210,0,2,4,50.0,23,0,0,67.7,0,,0,3,-5,-1.7,0,0.0,0,0,0,,0,0.0,0,,0,0,0,1.0,0.0,15,0,0,0,0,0,0,2,3,0,0,41794,47.0,5,-19,0,P,"DAL,HOU,JAX,TAM",0,0,0,0,0,0,0,
76,77,Eli Ankou,2024,36,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.5,22,27,3,3,0,0,0,0,0,0,0,0,,0,0,0,DT,"ATL,BUF,CLE,DAL,JAX,TEN",0,0,0,0,0,0,0,
77,78,Daijahn Anthony,2024,13,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,S,CIN,0,0,0,0,0,0,0,
78,79,Felix Anudike-Uzomah,2024,34,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,3.0,24,17,8,14,0,0,0,0,1,0,2,0,,0,0,0,DE,KAN,0,0,0,0,0,0,1,
79,80,Chigozie Anusiem,2024,1,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,CB,CLE,0,0,0,0,0,0,0,
80,81,Alex Anzalone,2024,95,77,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,10.5,339,179,30,34,3,0,27,0,2,0,4,0,,0,6,0,LB,"DET,NOR",0,0,0,0,0,0,0,
81,82,Eli Apple,2024,102,82,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.5,312,71,7,3,6,0,61,1,7,0,3,0,,0,89,0,LCB,"CAR,CIN,LAC,MIA,NOR,NYG",0,0,0,0,0,0,0,
82,83,Matt Araiza,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,3027,48.8,0,0,0,P,KAN,0,0,0,0,0,0,0,
83,84,AJ Arcuri,2024,10,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,LAR,0,0,0,0,0,0,0,
84,85,Alex Armah,2023,78,6,0,0,,0,0,0,,0,,0,26,56,2.2,3,0.7,16,12,43,3.6,1,0.6,0,,0,0,24,33.9,0.0,5,5,0,0,0,0,0,0,0,0,0,0,,0,127,28,FB,"CAR,NOR,WAS",0,0,0,0,0,0,0,
85,86,Jalyn Armour-Davis,2024,19,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,12,8,1,0,0,0,2,0,0,0,0,0,,0,0,0,CB,BAL,0,0,0,0,0,0,0,
86,87,Arik Armstead,2024,133,98,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,35.5,198,133,46,95,0,0,9,0,1,0,3,0,,0,0,0,RDT,"JAX,SFO",0,0,0,0,0,0,0,
87,88,Terron Armstead,2024,135,131,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,T,"MIA,NOR",0,0,0,0,0,0,0,
88,89,Dorance Armstrong Jr.,2024,109,29,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,28.5,121,87,30,62,0,0,5,1,4,1,5,0,,0,38,0,RDE,"DAL,WAS",0,0,0,0,0,0,0,
89,90,Grayland Arnold,2023,26,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,20,13,2,0,0,0,1,0,0,0,1,0,,0,0,0,CB,"HOU,PHI",0,0,0,0,0,0,0,
90,91,Terrion Arnold,2024,16,15,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,47,13,0,0,0,0,10,0,1,0,0,0,,0,-1,0,CB,DET,0,0,0,0,0,0,0,
91,92,Brian Asamoah,2024,46,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,17,13,0,0,0,0,0,0,1,0,2,0,,0,12,0,LB,MIN,0,0,0,0,0,0,0,
92,93,Marcell Ateman,2021,19,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,41,20,270,13.5,1,14.2,0,,0,0,6,31.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,270,0,WR,"LVR,OAK",0,0,0,0,0,0,0,
93,94,Tutu Atwell,2024,54,23,0,1,0.0,0,0,0,39.6,0,,0,16,72,4.5,1,1.3,164,99,1343,13.6,4,24.9,0,,1,0,32,175.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1556,141,WR,LAR,0,0,0,0,0,0,1,
94,95,Brandon Aubrey,2024,34,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,76,89.4,0,0,307,355.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,K,DAL,0,0,0,0,0,0,0,
95,96,Malaesala Aumavae-Laulu,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,BAL,0,0,0,0,0,0,0,
96,97,Alex Austin,2024,17,4,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,15,3,1,0,1,0,7,0,0,0,0,0,,0,0,0,CB,"HOU,NWE",0,0,0,0,0,0,0,
97,98,Calvin Austin III,2024,34,9,0,0,,0,0,0,,0,,0,11,57,5.2,1,1.7,88,53,728,13.7,5,21.4,0,,0,0,42,118.5,0.0,0,0,0,0,0,0,0,3,2,0,0,0,,0,1323,538,WR,PIT,0,0,0,0,0,0,0,
98,99,Kevin Austin,2024,8,2,0,0,,0,0,0,,0,,0,1,9,9.0,0,1.1,22,11,151,13.7,0,18.9,0,,0,0,0,16.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,160,0,WR,NOR,0,0,0,0,0,0,0,
