,ID,Player,Until,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,Team,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,IG
587,588,Victor Dimukeje,2024,55,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,4.0,42,25,7,16,0,0,1,0,0,0,2,0,,0,0,0,OLB,ARI,0,0,0,0,0,0,0,
588,589,Ben DiNucci,2020,3,1,23,43,53.5,219,0,0,67.9,7,0.0,0,6,22,3.7,0,7.3,0,0,0,,0,0.0,0,,0,0,0,7.0,0.0,0,0,0,0,0,0,0,4,0,0,0,0,,0,13,0,QB,DAL,0,0,0,0,0,0,0,
589,590,J.D. DiRenzo,2023,3,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,CAR,0,0,0,0,0,0,0,
590,591,Will Dissly,2024,87,73,0,0,,0,0,0,,0,,0,1,7,7.0,0,0.1,220,177,1902,10.7,15,21.9,0,,0,0,90,280.9,0.0,7,2,0,0,0,0,0,2,4,0,1,0,,0,1918,9,TE,"LAC,SEA",0,0,0,0,0,0,0,
591,592,Riley Dixon,2024,148,0,4,6,66.7,37,0,0,83.3,0,,0,1,14,14.0,0,0.1,0,0,0,,0,0.0,0,,0,0,0,2.8,0.0,16,2,0,0,0,0,0,0,1,0,0,30687,45.9,7,14,0,P,"DEN,LAR,NYG",0,0,0,0,0,0,0,
592,593,J.K. Dobbins,2024,37,21,0,0,,0,0,0,,0,,0,429,2252,5.2,21,60.9,73,59,330,5.6,1,8.9,0,,2,0,136,394.2,0.0,0,0,0,0,0,0,0,2,2,0,0,0,,0,2582,0,RB,"BAL,LAC",0,0,0,0,0,0,0,
593,594,Joshua Dobbs,2024,23,15,344,549,62.7,3281,17,15,78.1,38,3.0,1,100,520,5.2,8,22.6,0,0,0,,0,0.0,0,,2,0,52,255.2,0.0,0,0,0,0,0,0,0,20,9,0,0,0,,0,516,0,QB,"ARI,MIN,PIT,SFO,TEN",0,0,0,0,0,0,0,
594,595,Tyrel Dodson,2024,76,27,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,6.5,161,89,16,11,3,0,10,0,2,0,2,0,,0,7,0,LB,"BUF,MIA,SEA",0,0,0,0,0,0,0,
595,596,Michael Dogbe,2023,41,5,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,32,30,4,4,0,0,0,0,1,0,0,0,,0,0,0,DE,"ARI,HOU",0,0,0,0,0,0,0,
596,597,JoJo Domann,2023,21,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.0,5,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,"IND,TEN",0,0,0,0,0,0,0,
597,598,Brandon Dorlus,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,DT,ATL,0,0,0,0,0,0,0,
598,599,Phillip Dorsett,2023,94,20,0,1,0.0,0,0,0,39.6,0,,0,14,84,6.0,0,0.9,269,151,2001,13.3,12,21.3,0,,0,0,72,278.5,0.0,0,1,0,0,0,0,0,3,2,0,0,0,,0,2094,13,WR,"DEN,HOU,IND,JAX,NWE,SEA",0,0,0,0,0,0,1,
599,600,Khalil Dorsey,2024,33,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,31,31.0,0,0.9,0,,0,0,0,3.1,0.0,17,10,1,0,0,0,3,0,0,0,0,0,,0,434,403,CB,"BAL,DET",0,0,0,0,0,0,0,
600,601,Greg Dortch,2024,56,14,0,0,,0,0,0,,0,,0,14,104,7.4,0,1.9,158,116,1104,9.5,7,19.7,0,,0,0,42,158.8,0.0,3,1,0,0,0,0,0,5,2,0,0,0,,0,2868,1663,WR,"ARI,CAR",0,0,0,0,0,0,0,
601,602,Keelan Doss,2023,14,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,27,17,166,9.8,0,11.9,0,,0,0,0,16.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,166,0,WR,"LAC,LVR,OAK",0,0,0,0,0,0,0,
602,603,Elijah Dotson,2023,4,0,0,0,,0,0,0,,0,,0,4,6,1.5,0,1.5,2,2,13,6.5,0,3.3,0,,0,0,0,1.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19,0,RB,LAC,0,0,0,0,0,0,0,
603,604,Jahan Dotson,2024,46,32,0,0,,0,0,0,,0,,0,3,6,2.0,0,0.1,177,103,1257,12.2,11,27.3,0,,1,0,68,194.3,0.0,2,0,0,0,0,0,0,0,0,0,0,0,,0,1263,0,WR,"PHI,WAS",0,0,0,0,0,0,1,
604,605,Kevin Dotson,2024,69,60,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,OL,"LAR,PIT",0,0,0,0,0,0,0,
605,606,Romeo Doubs,2024,43,35,0,0,,0,0,0,,0,,0,1,11,11.0,0,0.3,235,147,1700,11.6,15,39.5,0,,1,0,92,261.1,0.0,0,0,0,0,0,0,0,3,1,0,0,0,,0,1750,39,WR,GNB,0,0,0,0,0,0,0,
606,607,Demario Douglas,2024,31,14,0,0,,0,0,0,,0,,0,11,57,5.2,0,1.8,166,115,1182,10.3,3,38.1,0,,0,0,18,139.9,0.0,0,0,0,0,0,0,0,4,1,0,0,0,,0,1295,56,WR,NWE,0,0,0,0,0,0,0,
607,608,Rasul Douglas,2024,120,80,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,18,0.0,2.0,356,85,23,3,19,3,79,1,3,0,3,0,,0,210,0,DB,"BUF,CAR,GNB,PHI",0,0,0,0,0,0,1,
608,609,Rico Dowdle,2024,52,15,0,0,,0,0,0,,0,,0,331,1464,4.4,4,28.2,71,56,393,7.0,5,7.6,0,,0,0,54,235.7,0.0,2,4,0,0,0,0,0,3,0,0,0,0,,0,2095,238,RB,DAL,0,0,0,0,0,0,0,
609,610,Colton Dowell,2023,10,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,2,1,3,3.0,0,0.3,0,,0,0,0,0.3,0.0,2,1,0,0,0,0,0,0,0,0,0,0,,0,3,0,WR,TEN,0,0,0,0,0,0,0,
610,611,Josh Downs,2024,31,17,0,0,,0,0,0,,0,,0,1,12,12.0,0,0.4,205,140,1574,11.2,7,50.8,0,,0,0,42,200.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1834,248,WR,IND,0,0,0,0,0,0,0,
611,612,Kenyan Drake,2023,104,44,0,0,,0,0,0,,0,,0,869,3866,4.4,33,37.2,299,218,1655,7.6,8,15.9,0,,2,0,256,796.1,0.0,6,3,0,0,0,0,0,13,3,0,0,0,,0,6485,964,RB,"ARI,BAL,GNB,LVR,MIA",0,0,0,0,0,0,0,
612,613,Jack Driscoll,2024,67,18,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,PHI,0,0,0,0,0,0,1,
613,614,Jeff Driskel,2024,25,12,229,391,58.6,2394,16,10,79.4,43,1.0,0,80,417,5.2,3,16.7,2,2,10,5.0,0,0.4,0,,0,0,18,202.4,0.0,0,0,0,0,0,0,0,5,2,0,0,0,,0,427,0,QB,"CIN,CLE,DEN,DET,HOU,WAS",0,0,0,0,0,0,0,
614,615,Ethan Driskell,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OT,KAN,0,0,0,0,0,0,0,
615,616,Dylan Drummond,2023,1,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,WR,DET,0,0,0,0,0,0,0,
616,617,Grant Dubose,2024,3,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,4,2,11,5.5,0,3.7,0,,0,0,0,1.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,0,WR,MIA,0,0,0,0,0,0,0,
617,618,Storm Duck,2024,14,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,24,11,1,0,0,0,4,0,0,0,0,0,,0,0,0,CB,MIA,0,0,0,0,0,0,0,
618,619,Kyle Dugger,2024,74,65,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,18,0.0,3.5,289,135,25,10,9,2,24,0,2,1,3,0,,0,333,84,S,NWE,0,0,0,0,0,0,0,
619,620,Khalid Duke,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,OLB,TEN,0,0,0,0,0,0,0,
620,621,Greg Dulcich,2024,21,10,0,0,,0,0,0,,0,,0,0,0,,0,0.0,71,41,464,11.3,2,22.1,0,,0,0,12,58.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,464,0,TE,"DEN,NYG",0,0,0,0,0,0,0,
621,622,Ashton Dulin,2024,70,5,0,0,,0,0,0,,0,,0,12,96,8.0,0,1.4,60,35,517,14.8,4,7.4,0,,0,0,30,91.3,0.0,36,10,0,0,0,0,0,1,3,1,0,0,,0,1200,587,WR,IND,0,0,0,0,0,0,0,
622,623,Jaelyn Duncan,2024,15,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OT,TEN,0,0,0,0,0,0,0,
623,624,Michael Dunn,2024,53,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,CLE,0,0,0,0,0,0,0,
624,625,Bud Dupree,2024,136,99,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,59.0,231,102,76,100,2,1,17,0,4,0,13,0,,0,12,0,OLB,"ATL,LAC,PIT,TEN",0,0,0,0,0,0,0,
625,626,Cobie Durant,2024,44,24,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,2.0,66,35,5,5,4,1,19,0,0,0,1,0,,0,151,0,DB,LAR,0,0,0,0,0,0,0,
626,627,Cory Durden,2024,8,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,8,1,0,0,0,0,0,0,0,0,0,,0,0,0,DT,"LAR,NYG",0,0,0,0,0,0,0,
627,628,Payne Durham,2024,29,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,21,16,173,10.8,2,6.0,0,,0,0,12,29.3,0.0,0,2,0,0,0,0,0,1,0,0,0,0,,0,173,0,TE,TAM,0,0,0,0,0,0,0,
628,629,Devin Duvernay,2024,72,25,0,0,,0,0,0,,0,,0,31,222,7.2,1,3.1,147,105,977,9.3,5,13.6,0,,0,0,54,173.9,0.0,2,0,0,0,0,0,0,3,7,1,0,0,,0,4416,3215,WR,"BAL,JAX",0,0,0,0,0,0,0,
629,630,Ross Dwelley,2024,101,17,0,0,,0,0,0,,0,,0,0,0,,0,0.0,61,45,523,11.6,5,5.2,0,,0,0,30,82.3,0.0,4,4,0,0,0,0,0,0,2,0,1,0,,0,543,20,TE,"ATL,SFO",0,0,0,0,0,0,0,
630,631,Michael Dwumfour,2024,13,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.5,10,3,2,6,0,0,0,0,1,0,0,0,,0,0,0,DT,"CLE,HOU,SFO",0,0,0,0,0,0,0,
631,632,Troy Dye,2024,77,13,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.5,78,59,3,5,0,0,2,0,1,0,1,0,,0,0,0,LB,"LAC,MIN",0,0,0,0,0,0,0,
632,633,Kenny Dyson,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,OLB,CAR,0,0,0,0,0,0,0,
633,634,Arnold Ebiketie,2024,50,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,14.5,63,30,12,35,0,0,5,0,1,0,4,0,,0,0,0,OLB,ATL,0,0,0,0,0,0,0,
634,635,Justin Eboigbe,2024,5,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,DL,LAC,0,0,0,0,0,0,0,
635,636,Samson Ebukam,2023,113,78,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,12,0.0,33.0,176,105,38,69,1,1,9,0,5,1,11,0,,0,36,0,LDE/RDE,"IND,LAR,SFO",0,0,0,0,0,0,0,
636,637,Brandin Echols,2024,57,19,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,18,18.0,0,0.3,0,,0,0,12,1.8,0.0,92,30,3,0,5,2,16,0,1,0,0,0,,0,98,0,CB,NYJ,0,0,0,0,0,0,0,
637,638,Chase Edmonds,2023,83,18,0,0,,0,0,0,,0,,0,450,1972,4.4,11,23.8,205,158,1159,7.3,6,14.0,0,,0,0,102,413.1,0.0,16,4,0,0,0,0,0,4,2,0,0,0,,0,3596,465,RB,"ARI,DEN,MIA,TAM",0,0,0,0,0,0,0,
638,639,Chris Edmonds,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,DB,CLE,0,0,0,0,0,0,0,
639,640,Terrell Edmunds,2024,101,79,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,7.5,315,150,17,11,6,0,28,0,1,0,1,0,,0,63,0,S,"JAX,PHI,PIT,TEN",0,0,0,0,0,0,0,
640,641,Tremaine Edmunds,2024,106,106,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,8,0.0,7.5,488,300,40,21,10,1,50,0,1,0,4,0,,0,88,0,LB,"BUF,CHI",0,0,0,0,0,0,0,
641,642,Chuma Edoga,2024,48,23,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,T,"ATL,DAL,NYJ",0,0,0,0,0,0,0,
642,643,David Edwards,2024,86,61,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,G,"BUF,LAR",0,0,0,0,0,0,1,
643,644,Gus Edwards,2024,80,32,0,0,,0,0,0,,0,,0,800,3760,4.7,30,47.0,42,33,380,11.5,0,4.8,0,,2,0,184,588.0,0.0,2,0,0,0,0,0,0,7,4,0,1,0,,0,4140,0,RB,"BAL,LAC",0,0,0,0,0,0,0,
644,645,Mario Edwards,2024,127,45,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,24.5,122,65,31,60,0,0,8,0,2,0,4,0,,0,0,0,DE,"CHI,HOU,NOR,NYG,OAK,SEA,TEN",0,0,0,0,0,0,0,
645,646,Mike Edwards,2024,83,30,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,24,0.0,3.0,164,83,9,5,8,3,27,1,5,1,1,0,,0,326,0,DB,"BUF,KAN,TAM",0,0,0,0,0,0,2,
646,647,T.J. Edwards,2024,95,81,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,11.5,385,288,40,23,6,0,23,0,6,0,4,0,,0,18,0,LB,"CHI,PHI",0,0,0,0,0,0,0,
647,648,Clyde Edwards-Helaire,2024,50,32,0,0,,0,0,0,,0,,0,454,1891,4.2,12,37.8,127,92,789,8.6,7,15.8,0,,1,0,116,380.0,0.0,0,0,0,0,0,0,0,2,2,0,0,0,,0,2684,0,RB,"KAN,NOR",0,0,0,0,0,0,2,
648,649,Samuel Eguavoen,2024,98,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,4.0,48,41,8,16,0,0,2,0,3,1,0,0,,0,0,0,LB,"MIA,NYJ",0,0,0,0,0,0,0,
649,650,Sam Ehlinger,2023,8,3,64,101,63.4,573,3,3,76.1,14,0.0,0,20,96,4.8,0,12.0,0,0,0,,0,0.0,0,,0,0,0,36.5,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,94,0,QB,IND,0,0,0,0,0,0,0,
650,651,Liam Eichenberg,2024,60,52,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,4,0,0,0,,0,0,0,OL,MIA,0,0,0,0,0,0,0,
651,652,Tommy Eichenberg,2024,14,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,8,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,LVR,0,0,0,0,0,0,0,
652,653,Milo Eifler,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,LB,"ARI,ATL,WAS",0,0,0,0,0,0,0,
653,654,Dieter Eiselen,2023,24,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,"CHI,HOU",0,0,0,0,0,0,0,
654,655,Austin Ekeler,2024,115,74,0,0,,0,0,0,,0,,0,1067,4722,4.4,43,41.1,597,475,4250,8.9,30,37.0,0,,2,0,442,1309.2,0.0,26,4,0,0,0,0,0,24,6,0,0,0,,0,9650,679,RB,"LAC,WAS",0,0,0,0,0,0,0,
655,656,Daniel Ekuale,2024,57,21,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,6.0,49,42,8,9,0,0,1,0,0,0,1,0,,0,0,0,DT,"CLE,JAX,NWE",0,0,0,0,0,0,0,
656,657,Ikem Ekwonu,2024,49,49,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,2,0,0,0,,0,-1,0,LT,CAR,0,0,0,0,0,0,0,
657,658,Kaiir Elam,2024,29,12,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,56,25,3,0,2,0,6,0,1,0,0,0,,0,0,0,CB,BUF,0,0,0,0,0,0,0,
658,659,DeShon Elliott,2024,72,64,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,3.5,274,121,16,13,4,0,23,0,5,0,5,0,,0,10,0,S,"BAL,DET,MIA,PIT",0,0,0,0,0,0,0,
659,660,Ezekiel Elliott,2024,135,109,1,1,100.0,4,0,0,83.3,0,,0,2139,9130,4.3,74,67.6,482,368,2718,7.4,14,20.1,0,,4,0,536,1695.0,0.0,2,0,0,0,0,0,0,25,10,0,0,0,,0,11841,0,RB,"DAL,NWE",0,0,0,0,0,0,0,
660,661,Jake Elliott,2024,130,0,0,1,0.0,0,0,1,0.0,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,196,84.8,0,0,906,958.0,0.0,2,1,0,0,0,0,0,0,0,0,0,112,37.3,0,0,0,K,PHI,0,0,0,0,0,0,2,
661,662,Jalen Elliott,2024,10,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,7,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,S,"DET,PIT",0,0,0,0,0,0,0,
662,663,Jordan Elliott,2024,81,48,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,5.0,61,56,10,12,0,0,4,0,0,0,0,0,,0,0,0,DL,"CLE,SFO",0,0,0,0,0,0,0,
663,664,Christian Elliss,2024,39,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.5,68,49,3,5,1,0,5,0,1,0,1,0,,0,6,0,LB,"NWE,PHI",0,0,0,0,0,0,0,
664,665,Jonah Elliss,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,5.0,24,14,7,6,0,0,2,0,0,0,0,0,,0,0,0,OLB,DEN,0,0,0,0,0,0,0,
665,666,Kaden Elliss,2024,82,46,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,17.0,223,151,27,35,1,0,8,0,2,0,3,0,,0,12,0,LB,"ATL,NOR",0,0,0,0,0,0,0,
666,667,Jermaine Eluemunor,2024,102,60,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,RT,"BAL,LVR,NWE,NYG",0,0,0,0,0,0,0,
667,668,Martin Emerson,2024,50,33,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,158,44,5,1,4,0,34,0,1,0,1,0,,0,26,0,CB,CLE,0,0,0,0,0,0,0,
668,669,Kingsley Enagbare,2024,51,18,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,9.5,63,44,19,22,0,0,4,0,1,0,3,0,,0,0,0,DL,GNB,0,0,0,0,0,0,0,
669,670,Evan Engram,2024,108,89,0,0,,0,0,0,,0,,0,16,93,5.8,1,0.9,734,496,4922,9.9,25,45.6,0,,3,0,162,653.5,0.0,2,0,0,0,0,0,0,6,1,0,0,0,,0,5015,0,TE,"JAX,NYG",0,0,0,0,0,0,0,
670,671,A.J. Epenesa,2024,75,17,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,8,0.0,21.5,64,39,27,44,2,1,17,0,2,0,5,0,,0,38,0,DE,BUF,0,0,0,0,0,0,0,
671,672,Marcus Epps,2024,82,45,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,206,88,10,0,3,0,18,0,1,0,2,0,,0,1,0,DB,"LVR,MIN,PHI",0,0,0,0,0,0,0,
672,673,Alex Erickson,2024,110,17,1,2,50.0,26,0,0,95.8,0,,0,18,78,4.3,0,0.7,181,112,1373,12.3,2,12.5,0,,0,0,12,146.1,0.0,6,0,0,0,0,0,0,17,9,0,0,0,,0,5630,4179,WR,"CAR,CIN,LAC,NWE,WAS",0,0,0,0,0,0,0,
673,674,Zach Ertz,2024,168,130,0,0,,0,0,0,,0,,0,1,4,4.0,0,0.0,1152,775,8088,10.4,53,48.1,0,,6,0,330,1131.2,0.0,0,0,0,0,0,0,0,6,1,0,1,0,,0,8118,17,TE,"ARI,PHI,WAS",0,0,0,0,0,0,1,
674,675,Cameron Erving,2023,98,58,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0,0,,0,-15,0,LT,"CAR,CLE,DAL,KAN,NOR",0,0,0,0,0,0,1,
675,676,D'Wayne Eskridge,2024,30,0,0,0,,0,0,0,,0,,0,8,74,9.3,0,2.5,37,20,166,8.3,1,5.5,0,,0,0,6,30.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,,0,814,574,WR,"MIA,SEA",0,0,0,0,0,0,0,
676,677,Audric Estime,2024,13,1,0,0,,0,0,0,,0,,0,76,310,4.1,2,23.8,5,5,27,5.4,0,2.1,0,,0,0,12,43.7,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,337,0,RB,DEN,0,0,0,0,0,0,0,
677,678,Travis Etienne,2024,49,44,0,0,,0,0,0,,0,,0,637,2691,4.2,18,54.9,170,132,1046,7.9,1,21.3,0,,3,0,120,485.7,0.0,0,0,0,0,0,0,0,6,2,0,0,0,,0,3737,0,RB,JAX,0,0,0,0,0,0,0,
678,679,Akayleb Evans,2024,34,18,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,72,21,3,0,1,0,10,0,0,0,4,0,,0,1,0,CB,"CAR,MIN",0,0,0,0,0,0,0,
679,680,Chris Evans,2023,34,1,0,0,,0,0,0,,0,,0,19,89,4.7,0,2.6,22,19,188,9.9,3,5.5,0,,0,0,18,45.7,0.0,6,1,0,0,0,0,0,0,0,0,0,0,,0,591,314,RB,CIN,0,0,0,0,0,0,0,
680,681,Darrynton Evans,2024,24,0,0,0,,0,0,0,,0,,0,65,249,3.8,1,10.4,19,12,120,10.0,1,5.0,0,,0,0,12,48.9,0.0,2,1,0,0,0,0,0,0,0,0,0,0,,0,592,223,RB,"CHI,MIA,TEN",0,0,0,0,0,0,0,
681,682,Ethan Evans,2024,33,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5631,47.7,1,0,0,P,LAR,0,0,0,0,0,0,0,
682,683,Justin Evans,2023,43,29,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.0,119,50,5,0,4,0,12,0,2,1,2,0,,0,62,0,S,"NOR,PHI,TAM",0,0,0,0,0,0,0,
683,684,Mike Evans,2024,168,167,0,0,,0,0,0,,0,,0,1,10,10.0,0,0.1,1431,836,12684,15.2,105,75.5,0,,4,0,644,1909.4,0.0,5,0,0,0,0,0,0,4,5,1,0,0,,0,12691,0,WR,TAM,0,0,0,0,0,0,1,
684,685,Rashaan Evans,2024,87,68,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,5.0,286,199,21,16,2,0,12,0,5,1,2,0,,0,82,0,LLB,"ATL,DAL,TEN",0,0,0,0,0,0,0,
