,Team,Pageviews,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,Player,Obscurity_Score,Obscurity_Score_Scaled
1105,Las Vegas Raiders,104876.0,25,20,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,72,48,460,9.6,2,18.4,0,0.0,1,0,14,60.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,460,0,TE,0,0,0,0,0,0,0,Michael Mayer,98.11418633469177,138.40529132075534
1106,Las Vegas Raiders,44614.0,10,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,TE,0,0,0,0,0,0,0,Justin Shorter,99.05415960318952,152.91861082829328
1107,Las Vegas Raiders,25120.0,102,96,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,1,Alex Cappa,99.11458256433069,153.89904259658388
1108,Las Vegas Raiders,21803.0,17,14,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,OT,0,0,0,0,0,0,0,Delmar Glaze,99.32508301303935,157.36129544046227
1109,Las Vegas Raiders,19110.0,89,60,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0,-12,0,C,0,0,0,0,0,0,0,Andre James,99.26402080101839,156.34944586411962
1110,Las Vegas Raiders,8173.0,32,9,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Jordan Meredith,99.49660425489601,160.23681594110863
1111,Las Vegas Raiders,39700.0,109,107,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Kolton Miller,98.93230273411214,150.95927330539251
1112,Las Vegas Raiders,16196.0,46,18,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Thayer Munford,99.38406491536226,158.3445565827921
1113,Las Vegas Raiders,14310.0,49,48,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,LG,0,0,0,0,0,0,0,Dylan Parham,99.35346085839645,157.83364604575945
1114,Las Vegas Raiders,112898.0,15,14,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,OG,0,0,0,0,0,0,0,Jackson Powers-Johnson,98.14951818379116,138.9265027558202
1115,Las Vegas Raiders,9132.0,15,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,5,10,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Matthew Butler,99.51000264190327,160.46352102607528
1116,Las Vegas Raiders,26801.0,15,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,0,3,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Andre Carter II,99.28295776525523,156.66258578128745
1117,Las Vegas Raiders,801163.0,95,89,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,59.5,233,133,105,144,0,0,23,0,3,0,9,0,0.0,0,-3,0,RDE,0,0,0,0,0,0,0,Maxx Crosby,89.39573527772558,52.72729027327011
1118,Las Vegas Raiders,26570.0,39,11,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,10.0,40,15,11,19,0,0,0,0,0,0,3,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Malcolm Koonce,99.27234309779051,156.48698957112958
1119,Las Vegas Raiders,15949.0,17,7,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,15,20,3,2,0,0,3,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Jonah Laulu,99.41384964345508,158.8432926939445
1120,Las Vegas Raiders,23942.0,18,9,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.5,18,21,3,7,0,0,4,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Charles Snowden,99.30797738362233,157.07721825028239
1121,Las Vegas Raiders,187916.0,86,82,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,2,2,2,1.0,2,0.0,0,0.0,0,0,12,12.2,22.5,215,157,45,56,1,0,19,2,6,0,4,0,0.0,0,21,0,DT,0,0,0,0,0,0,0,Christian Wilkins,97.10113050250914,124.21795152635242
1122,Las Vegas Raiders,72481.0,33,4,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,8.0,32,24,8,18,0,0,0,0,1,0,2,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Tyree Wilson,98.68132635645861,146.99827344443923
1123,Las Vegas Raiders,7877.0,24,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,20,12,3,1,0,0,0,0,0,0,1,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Amari Burney,99.52517488202015,160.7206072841238
1124,Las Vegas Raiders,49354.0,14,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,8,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Tommy Eichenberg,98.99072250141712,151.89562602108583
1125,Las Vegas Raiders,6344.0,17,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Amari Gainer,99.54651880908249,161.08293075099596
1126,Las Vegas Raiders,7945.0,17,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Kana'i Mauga,99.52587156308743,160.73242157643287
1127,Las Vegas Raiders,21240.0,14,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,6,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Brandon Smith,99.35353432865702,157.83487070229742
1128,Las Vegas Raiders,18952.0,24,11,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,39,19,0,0,0,0,11,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Jakorian Bennett,99.36904926264086,158.0936867486587
1129,Las Vegas Raiders,4441.0,15,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,13,13,0,1,1,0,2,0,1,0,0,0,0.0,0,14,0,S,0,0,0,0,0,0,0,Thomas Harper,99.55722293298274,161.26492979861146
1130,Las Vegas Raiders,73725.0,42,21,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,24,0.0,0.0,105,31,7,1,7,4,27,0,1,0,1,0,0.0,0,142,0,CB,0,0,0,0,0,0,0,Jack Jones,98.78094872406305,148.5586615327792
1131,Las Vegas Raiders,16596.0,12,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,6,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Kyu Blu Kelly,99.41560559266496,158.87274191838637
1132,Las Vegas Raiders,23621.0,44,14,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,3.0,85,44,5,4,1,0,6,0,0,0,2,0,0.0,0,0,0,S,0,0,0,0,0,0,0,Isaiah Pola-Mao,99.30539972689239,157.03445261606572
1133,Las Vegas Raiders,14184.0,12,7,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,27,19,1,0,0,0,3,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Decamerion Richardson,99.43789179714884,159.2469560475114
1134,Las Vegas Raiders,40724.0,9,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,S,0,0,0,0,0,0,0,Trey Taylor,99.10465969761282,153.73762589043585
1135,Las Vegas Raiders,6613.0,29,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,26,11,0,0,0,0,3,0,0,0,1,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Sam Webb,99.53723710220036,160.9252742639592
1136,Las Vegas Raiders,5704.0,80,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,10,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,LS,0,0,0,0,0,0,0,Jacob Bobenmoyer,99.53188908177334,160.83450070513763
1137,Las Vegas Raiders,119852.0,112,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,203,87.5,0,0,832,896.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,K,0,0,0,0,0,0,0,Daniel Carlson,98.09782087022565,138.1644931776738
1138,Las Vegas Raiders,118158.0,141,26,0,0,0.0,0,0,0,0.0,0,0.0,0,494,1994,4.0,8,14.1,268,203,1468,7.2,11,10.4,0,0.0,0,0,114,448.2,0.0,25,9,0,0,0,0,0,11,3,0,0,0,0.0,0,7336,3874,RB,0,0,0,0,0,0,0,Ameer Abdullah,97.66674825917754,131.96162130116159
1139,Las Vegas Raiders,39055.0,78,33,0,0,0.0,0,0,0,0.0,0,0.0,0,6,16,2.7,0,0.2,140,98,877,8.9,10,11.2,0,0.0,0,0,60,143.3,0.0,6,3,0,0,0,0,0,3,0,0,0,0,0.0,0,893,0,TE,0,0,0,0,0,0,0,Harrison Bryant,98.90082108466464,150.456948635388
1140,Las Vegas Raiders,18168.0,114,29,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,27.0,115,91,38,46,0,0,18,0,0,0,3,0,0.0,0,0,0,DT,0,0,0,0,0,0,1,Adam Butler,99.3411471334748,157.62851886284543
1141,Las Vegas Raiders,78358.0,72,15,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,10.0,67,38,18,31,1,0,4,0,0,0,1,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,K'Lavon Chaisson,98.59610930141127,145.6757966193726
1142,Las Vegas Raiders,23500.0,54,42,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1,34,34.0,0,0.6,0,0.0,0,0,0,3.4,2.0,166,122,10,6,0,0,6,0,2,0,0,0,0.0,0,34,0,LB,0,0,0,0,0,0,0,Divine Deablo,99.23652708626578,155.89586644716204
1143,Las Vegas Raiders,22137.0,82,45,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,206,88,10,0,3,0,18,0,1,0,2,0,0.0,0,1,0,DB,0,0,0,0,0,0,0,Marcus Epps,99.2843840259732,156.6861943202785
1144,Las Vegas Raiders,19296.0,51,38,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,3.0,200,81,14,8,3,0,19,0,1,0,3,0,0.0,0,61,0,CB,0,0,0,0,0,0,0,Nate Hobbs,99.33873840615875,157.58842280410633
1145,Las Vegas Raiders,23320.0,70,12,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.5,103,42,5,5,4,0,21,0,1,0,2,0,0.0,0,147,97,CB,0,0,0,0,0,0,0,Darnay Holmes,99.30443674736593,157.0184787512545
1146,Las Vegas Raiders,18387.0,150,64,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,4.5,149,170,15,15,0,0,10,0,2,1,1,0,0.0,0,44,0,LDE,0,0,0,0,0,0,0,John Jenkins,99.29502970846556,156.86251605863333
1147,Las Vegas Raiders,108686.0,43,17,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,116,67,808,12.1,1,18.8,0,0.0,1,0,8,88.8,0.0,1,0,0,0,0,0,0,3,2,0,0,0,0.0,0,807,0,WR,0,0,0,0,0,0,0,Terrace Marshall Jr.,98.0151503137244,136.9541004447483
1148,Las Vegas Raiders,82060.0,89,26,0,0,0.0,0,0,0,0.0,0,0.0,0,716,2790,3.9,15,31.3,176,136,1012,7.4,7,11.4,0,0.0,1,0,134,504.2,0.0,0,0,0,0,0,0,0,6,4,0,0,0,0.0,0,3820,18,RB,0,0,0,0,0,0,0,Alexander Mattison,98.00271813345735,136.77294290801495
1149,Las Vegas Raiders,24059.0,66,64,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,3.0,202,95,8,5,6,0,29,0,2,0,0,0,0.0,0,104,0,S,0,0,0,0,0,0,0,Tre'von Moehrig,99.23919361652872,155.93980312157194
1150,Las Vegas Raiders,50757.0,126,103,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,OL,0,0,0,0,0,0,0,Andrus Peat,98.79842861998245,148.83405631814136
1151,Las Vegas Raiders,19355.0,16,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.5,7,6,1,4,0,0,1,0,0,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Janarius Robinson,99.37486134708708,158.19074584762595
1152,Las Vegas Raiders,47364.0,86,50,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,8.5,301,196,27,12,6,1,19,0,2,0,1,0,0.0,0,86,0,LB,0,0,0,0,0,0,0,Robert Spillane,98.99810207895078,152.01429558831217
1153,Las Vegas Raiders,44454.0,136,121,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,4,1,0,0,0,0.0,0,-12,0,LG,0,0,0,0,0,0,0,Cody Whitehair,98.85297717731589,149.6965674331631
1154,Las Vegas Raiders,14637.0,45,16,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,2.0,28,40,2,5,0,0,3,0,0,0,1,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Zachary Carter,99.41280007584594,158.82569274491746
1155,Las Vegas Raiders,8401.0,37,10,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,57,46,4,1,0,0,1,0,0,0,2,0,0.0,0,0,0,RLB,0,0,0,0,0,0,0,Luke Masterson,99.50611866570326,160.39777161360146
1156,Las Vegas Raiders,461707.0,25,18,374,588,63.6,4002,16,14,82.6,50,8.0,5,78,293,3.8,5,11.7,1,1,-6,-6.0,0,-0.2,0,0.0,0,0,30,236.7,0.0,0,0,0,0,0,0,0,18,6,0,0,0,0.0,0,265,0,QB,0,0,0,0,0,0,0,Desmond Ridder,93.05942717683912,79.9758656959922
1157,Los Angeles Chargers,819186.0,79,79,1945,2926,66.5,21093,137,45,96.7,171,41.0,16,293,1217,4.2,13,15.4,3,3,0,0.0,0,0.0,0,0.0,1,0,80,1511.5,0.0,2,0,0,0,0,0,0,27,14,0,0,0,0.0,0,1195,0,QB,0,0,0,1,0,0,0,Justin Herbert,87.4147103648709,41.66041404178944
1158,Los Angeles Chargers,64998.0,32,1,0,0,0.0,0,0,0,0.0,0,0.0,0,59,182,3.1,2,5.7,15,14,106,7.6,1,3.3,0,0.0,0,0,18,44.8,0.0,11,8,0,0,0,0,0,1,0,0,0,0,0.0,0,737,449,RB,0,0,0,0,0,0,0,Hassan Haskins,98.69829150978316,147.26290213877732
1159,Los Angeles Chargers,52759.0,29,11,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,5,4,28,7.0,0,1.0,0,0.0,0,0,0,2.8,1.0,8,14,2,2,0,0,1,0,0,0,0,0,0.0,0,28,0,DL,0,0,0,0,0,0,0,Scott Matlock,98.91374122695002,150.66291254082492
1160,Los Angeles Chargers,29442.0,21,1,0,0,0.0,0,0,0,0.0,0,0.0,0,85,344,4.0,2,16.4,12,10,73,7.3,0,3.5,0,0.0,0,0,12,53.7,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,514,97,RB,0,0,0,0,0,0,0,Jaret Patterson,99.14311817497872,154.36412910173
1161,Los Angeles Chargers,73515.0,10,0,0,0,0.0,0,0,0,0.0,0,0.0,0,43,155,3.6,0,15.5,9,5,62,12.4,1,6.2,0,0.0,0,0,6,27.7,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,217,0,RB,0,0,0,0,0,0,0,Kimani Vidal,98.58524820083343,145.50805231589672
1162,Los Angeles Chargers,35643.0,32,4,0,0,0.0,0,0,0,0.0,0,0.0,0,26,140,5.4,0,4.4,34,28,178,6.4,2,5.6,0,0.0,0,0,18,47.8,0.0,0,0,0,0,0,0,0,6,5,0,0,0,0.0,0,1836,1518,WR,0,0,0,0,0,0,0,Derius Davis,99.00142761249889,152.0678014844971
1163,Los Angeles Chargers,29165.0,7,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,8,5,49,9.8,1,7.0,0,0.0,0,0,6,10.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,49,0,WR,0,0,0,0,0,0,0,Dez Fitzpatrick,99.2247808196629,155.70246150286152
1164,Los Angeles Chargers,906.0,86,25,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,7.5,76,73,11,13,0,0,0,0,2,0,1,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Jaleel Johnson,99.56055746733944,161.32166570681724
1165,Los Angeles Chargers,154518.0,32,21,0,0,0.0,0,0,0,0.0,0,0.0,0,6,15,2.5,0,0.5,158,93,1142,12.3,10,35.7,0,0.0,0,0,60,175.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1157,0,WR,0,0,0,0,0,0,0,Quentin Johnston,97.4122851679751,128.42361133148626
1166,Los Angeles Chargers,673574.0,16,14,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,112,82,1149,14.0,7,71.8,0,0.0,1,0,44,158.9,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,1177,28,WR,0,0,0,0,0,0,0,Ladd McConkey,90.69602826409694,61.27845429052793
1167,Los Angeles Chargers,331660.0,3,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,WR,0,0,0,0,0,0,0,Brenden Rice,95.35137344354553,102.85703855850161
1168,Los Angeles Chargers,64323.0,87,73,0,0,0.0,0,0,0,0.0,0,0.0,0,1,7,7.0,0,0.1,220,177,1902,10.7,15,21.9,0,0.0,0,0,90,280.9,0.0,7,2,0,0,0,0,0,2,4,0,1,0,0.0,0,1918,9,TE,0,0,0,0,0,0,0,Will Dissly,98.38572633643764,142.45873083047255
1169,Los Angeles Chargers,12232.0,15,7,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,9,8,48,6.0,0,3.2,0,0.0,0,0,0,4.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,48,0,TE,0,0,0,0,0,0,0,Tucker Fisk,99.44188240799153,159.31405163424714
1170,Los Angeles Chargers,430662.0,16,16,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,OT,0,0,0,0,0,0,0,Joe Alt,94.04516086265946,89.17813775569425
1171,Los Angeles Chargers,54894.0,113,94,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,2,1,0,0,0,0.0,0,-5,0,C,0,0,0,0,0,0,0,Bradley Bozeman,98.75681806857177,148.17927450428354
1172,Los Angeles Chargers,27347.0,49,49,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,RG,0,0,0,0,0,0,0,Zion Johnson,99.1956640272538,155.22402528646157
1173,Los Angeles Chargers,18071.0,84,56,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Trey Pipkins,99.25090114243633,156.1328478491032
1174,Los Angeles Chargers,15417.0,51,35,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,OL,0,0,0,0,0,0,0,Jamaree Salyer,99.36031664702361,157.94796215352608
1175,Los Angeles Chargers,65859.0,51,51,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Rashawn Slater,98.68713664188765,147.08885386686873
1176,Los Angeles Chargers,18630.0,5,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,DL,0,0,0,0,0,0,0,Justin Eboigbe,99.39110177040493,158.46225257223304
1177,Los Angeles Chargers,9457.0,7,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,5,8,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,DL,0,0,0,0,0,0,0,Christopher Hinton,99.50945875332991,160.4543123376792
1178,Los Angeles Chargers,9088.0,32,20,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,37,35,1,5,0,0,0,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Otito Ogbonnia,99.48011527088927,159.95823355055288
1179,Los Angeles Chargers,36968.0,64,36,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,3.5,64,44,21,19,2,0,9,1,2,0,1,0,0.0,0,5,0,DT,0,0,0,0,0,0,0,Teair Tart,99.08341010228712,153.39249395319356
1180,Los Angeles Chargers,72609.0,11,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,15,14,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Junior Colson,98.69218515403699,147.16760123977932
1181,Los Angeles Chargers,71909.0,136,99,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,59.0,231,102,76,100,2,1,17,0,4,0,13,0,0.0,0,12,0,OLB,0,0,0,0,0,0,0,Bud Dupree,98.74492909358075,147.99269001591938
1182,Los Angeles Chargers,44818.0,32,17,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,93,70,7,3,1,0,8,0,0,0,0,0,0.0,0,4,0,LB,0,0,0,0,0,0,0,Daiyan Henley,99.03168280072406,152.55540803139493
