,Team,Pageviews,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,Player,Obscurity_Score,Obscurity_Score_Scaled
460,Cincinnati Bengals,12726.0,71,11,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,122,82,7,3,2,0,11,0,2,0,2,0,0.0,0,15,0,LB,0,0,0,0,0,0,0,Akeem Davis-Gaither,99.43635915840399,159.22119435223874
461,Cincinnati Bengals,25933.0,34,1,0,0,0.0,0,0,0,0.0,0,0.0,0,19,89,4.7,0,2.6,22,19,188,9.9,3,5.5,0,0.0,0,0,18,45.7,0.0,6,1,0,0,0,0,0,0,0,0,0,0,0.0,0,591,314,RB,0,0,0,0,0,0,0,Chris Evans,99.20368729518813,155.35572160379522
462,Cincinnati Bengals,211209.0,82,42,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Cody Ford,96.80781480913306,120.37145571277826
463,Cincinnati Bengals,163423.0,115,44,0,1,0.0,0,0,0,39.6,0,0.0,0,0,0,0.0,0,0.0,498,325,3526,10.8,22,30.7,0,0.0,1,0,134,480.6,0.0,1,0,0,0,0,0,0,3,0,0,1,0,0.0,0,3526,0,TE,0,0,0,0,0,0,0,Mike Gesicki,96.99616833337817,122.82851333664074
464,Cincinnati Bengals,73474.0,56,13,0,0,0.0,0,0,0,0.0,0,0.0,0,400,1905,4.8,9,34.0,70,53,312,5.9,2,5.6,0,0.0,1,0,68,287.7,0.0,6,3,0,0,0,0,0,3,6,0,0,0,0.0,0,3137,920,RB,0,0,0,0,0,0,0,Khalil Herbert,98.26985480193083,140.71557576141475
465,Cincinnati Bengals,418968.0,70,62,0,0,0.0,0,0,0,0.0,0,0.0,0,5,28,5.6,0,0.4,512,330,4595,13.9,34,65.6,0,0.0,2,0,208,664.3,0.0,1,0,0,0,0,0,0,3,0,0,0,0,0.0,0,4623,0,WR,0,0,0,0,0,0,0,Tee Higgins,93.55290476086287,84.46933671627745
466,Cincinnati Bengals,31822.0,112,67,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,23.5,172,169,29,66,2,0,16,0,4,0,1,0,0.0,0,0,0,LDE,0,0,0,0,0,0,0,B.J. Hill,99.14647483531914,154.4189247856062
467,Cincinnati Bengals,34968.0,123,56,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,11.5,396,124,66,32,13,1,56,0,6,0,4,0,0.0,0,155,0,CB,0,0,0,0,0,0,0,Mike Hilton,99.20195032581064,155.32720150724893
468,Cincinnati Bengals,28589.0,47,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,9.5,38,35,7,32,0,0,3,0,2,1,2,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Joseph Ossai,99.23817401015494,155.9230015863009
469,Cincinnati Bengals,10270.0,47,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,5.0,44,24,6,20,0,0,1,0,0,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Cameron Sample,99.48893385367607,160.10716690270038
470,Cincinnati Bengals,10058.0,34,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,16,28,3,4,0,0,1,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Jay Tufele,99.48884921040072,160.10573677351448
471,Cincinnati Bengals,25226.0,68,0,0,0,0.0,0,0,0,0.0,0,0.0,0,62,307,5.0,0,4.5,19,15,74,4.9,0,1.1,0,0.0,0,0,0,36.1,0.0,10,4,0,0,0,0,0,1,0,0,0,0,0.0,0,1140,743,RB,0,0,0,0,0,0,0,Trayveon Williams,99.20661609538122,155.40382213701676
472,Cincinnati Bengals,36617.0,60,37,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,0.0,135,41,3,1,3,1,20,0,0,0,3,0,0.0,0,77,0,RCB,0,0,0,0,0,0,0,Marco Wilson,99.12201152520578,154.01999546614985
473,Cincinnati Bengals,153107.0,23,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,33,73.3,0,0,150,160.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,K,0,0,0,0,0,0,0,Cade York,97.66419981711557,131.9257400515621
474,Cleveland Browns,148934.0,15,5,121,230,52.6,880,1,10,45.2,14,1.0,1,35,187,5.3,0,12.5,0,0,0,0.0,0,0.0,0,0.0,1,0,2,37.9,0.0,0,0,0,0,0,0,0,5,1,0,0,0,0.0,0,186,0,QB,0,0,0,0,0,0,0,Dorian Thompson-Robinson,97.38585569161765,128.061275138445
475,Cleveland Browns,1046778.0,73,72,1527,2305,66.2,17904,123,48,98.8,244,37.0,11,400,2142,5.4,20,29.3,1,1,6,6.0,1,0.1,0,0.0,4,0,134,1439.0,0.0,1,0,0,0,0,0,0,41,12,0,0,0,0.0,0,2099,0,QB,0,0,0,0,0,0,0,Deshaun Watson,84.20332034741973,27.78547794083758
476,Cleveland Browns,59122.0,44,18,0,0,0.0,0,0,0,0.0,0,0.0,0,316,1390,4.4,7,31.6,106,81,544,6.7,5,12.4,0,0.0,1,0,74,265.4,0.0,1,1,0,0,0,0,0,1,2,0,0,0,0.0,0,3045,1111,RB,0,0,0,0,0,0,0,Jerome Ford,98.4855471516034,143.97670174501914
477,Cleveland Browns,6615.0,18,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,8,5,19,3.8,0,1.1,0,0.0,0,0,0,1.9,0.0,6,1,0,0,0,0,0,0,0,0,0,0,0.0,0,19,0,TE,0,0,0,0,0,0,0,Troy Hairston,99.52437547490051,160.7070519811725
478,Cleveland Browns,25997.0,46,1,0,0,0.0,0,0,0,0.0,0,0.0,0,99,499,5.0,2,10.8,37,26,193,7.4,0,4.2,0,0.0,0,0,12,79.2,0.0,14,3,0,0,0,0,0,1,0,0,1,0,0.0,0,1262,570,RB,0,0,0,0,0,0,0,Pierre Strong,99.15805880971905,154.60816829679243
479,Cleveland Browns,36964.0,32,6,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,61,41,408,10.0,3,12.8,0,0.0,0,0,18,58.8,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0,420,12,WR,0,0,0,0,0,0,0,David Bell,99.06563879204347,153.10441828278402
480,Cleveland Browns,19506.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,107,107,WR,0,0,0,0,0,0,0,Kaden Davis,99.37884354300343,158.2572792356302
481,Cleveland Browns,355778.0,74,60,0,0,0.0,0,0,0,0.0,0,0.0,0,6,43,7.2,0,0.6,501,301,4282,14.2,15,57.9,0,0.0,3,0,96,528.5,0.0,1,0,0,0,0,0,0,4,1,0,0,0,0.0,0,4325,0,WR,0,0,0,0,0,0,0,Jerry Jeudy,94.38173126083119,92.53373275497732
482,Cleveland Browns,54204.0,9,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,7,3,22,7.3,0,2.4,0,0.0,0,0,0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22,0,WR,0,0,0,0,0,0,0,Jamari Thrash,98.91427400994958,150.67141151044376
483,Cleveland Browns,88966.0,25,9,0,0,0.0,0,0,0,0.0,0,0.0,0,2,3,1.5,0,0.1,93,50,563,11.3,3,22.5,0,0.0,1,0,20,74.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,566,0,WR,0,0,0,0,0,0,0,Cedric Tillman,98.30763157539798,141.2816666294759
484,Cleveland Browns,17783.0,15,2,0,0,0.0,0,0,0,0.0,0,0.0,0,1,-5,-5.0,0,-0.3,27,12,110,9.2,0,7.3,0,0.0,0,0,0,10.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,105,0,WR,0,0,0,0,0,0,0,Michael Woods II,99.39698682865496,158.56074762527388
485,Cleveland Browns,17303.0,7,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,TE,0,0,0,0,0,0,0,Brenden Bates,99.40744791487954,158.7359723554412
486,Cleveland Browns,16064.0,34,12,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,26,16,117,7.3,0,3.4,0,0.0,0,0,0,11.7,0.0,2,0,0,0,0,0,0,1,1,0,0,0,0.0,0,117,0,TE,0,0,0,0,0,0,0,Tre' McKitty,99.35888562438824,157.92409424842586
487,Cleveland Browns,222793.0,106,77,0,0,0.0,0,0,0,0.0,0,0.0,0,4,-6,-1.5,0,-0.1,540,351,3769,10.7,30,35.6,0,0.0,2,0,184,554.3,0.0,2,0,0,0,0,0,0,3,1,0,0,0,0.0,0,3763,0,TE,0,0,0,0,0,0,0,David Njoku,96.13801578033672,111.99951164052139
488,Cleveland Browns,11935.0,13,2,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,9,6,51,8.5,1,3.9,0,0.0,0,0,6,11.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,51,0,TE,0,0,0,0,0,0,0,Blake Whiteheart,99.44704493232014,159.40089076106088
489,Cleveland Browns,54012.0,161,161,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,1,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,G,0,0,0,0,0,2,0,Joel Bitonio,98.58783679470017,145.54801532737008
490,Cleveland Browns,11555.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Javion Cohen,99.48351331759636,160.0156061853378
491,Cleveland Browns,62241.0,106,106,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,RT,0,0,0,0,0,2,0,Jack Conklin,98.55900649087367,145.10351321746438
492,Cleveland Browns,44651.0,21,17,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Dawand Jones,99.01636066646152,152.3082850831773
493,Cleveland Browns,25571.0,101,84,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,4,0,0,0,0.0,0,13,13,C,0,0,0,0,0,0,0,Ethan Pocic,99.12965259247963,154.14449547164546
494,Cleveland Browns,52298.0,96,88,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1,-5,-5.0,0,-0.1,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,0,-5,0,RG,0,0,0,0,0,0,0,Wyatt Teller,98.80971371940764,149.01210831619554
495,Cleveland Browns,13347.0,5,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,C,0,0,0,0,0,0,0,Luke Wypler,99.4576565714178,159.5795306149806
496,Cleveland Browns,90207.0,17,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Zak Zinter,98.45889928648761,143.56998503543483
497,Cleveland Browns,11403.0,6,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,10,1,2,0,0,0,0,1,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Jowon Briggs,99.47665142696677,159.89977005724353
498,Cleveland Browns,564724.0,117,114,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,102.5,250,102,116,200,0,0,17,0,6,1,20,0,0.0,0,16,0,DE,0,0,1,0,0,4,0,Myles Garrett,93.15617946714147,80.8394775954997
499,Cleveland Browns,71704.0,8,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,8,6,3,6,0,0,0,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Michael Hall,98.70136642444479,147.31091386561027
500,Cleveland Browns,32887.0,129,84,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,27.5,186,140,51,60,1,0,36,0,0,0,5,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Shelby Harris,99.17221286573128,154.83969613902497
501,Cleveland Browns,9271.0,22,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,21,11,3,0,0,0,1,0,0,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Sam Kamara,99.50717250408012,160.41560886232202
502,Cleveland Browns,9580.0,20,4,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,3.5,23,19,10,11,0,0,0,0,0,0,3,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Isaiah McGuire,99.50422007213189,160.36564079772612
503,Cleveland Browns,4836.0,80,13,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,17.0,89,43,31,38,0,0,4,0,1,0,4,0,0.0,0,0,0,LB,0,0,0,0,0,0,1,Ogbonnia Okoronkwo,99.51103425863938,160.4809889154871
504,Cleveland Browns,25253.0,41,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,4.0,26,25,10,8,0,0,2,0,1,1,0,0,0.0,0,2,0,DE,0,0,0,0,0,0,0,Cameron Thomas,99.28304127858289,156.66396806382542
505,Cleveland Browns,26697.0,125,125,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,19.0,168,174,36,67,0,0,7,0,2,0,2,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Dalvin Tomlinson,99.16722754009652,154.75811027632528
506,Cleveland Browns,8962.0,37,6,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,1,2,0.0,6.0,34,27,9,6,0,0,7,0,2,0,2,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Alex Wright,99.5347308080695,160.8827281356527
507,Cleveland Browns,12882.0,29,12,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,38,40,5,0,0,0,3,0,1,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Mohamoud Diabate,99.43688067287296,159.22995989966668
508,Cleveland Browns,18077.0,134,131,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,12,0.0,16.5,614,338,51,38,13,1,53,0,11,1,6,0,0.0,0,272,0,LB,0,0,0,0,0,0,1,Jordan Hicks,99.38615481687633,158.3795029028573
509,Cleveland Browns,149181.0,49,41,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,8.0,205,103,40,14,3,0,17,0,0,0,6,0,0.0,0,8,0,LB,0,0,0,0,0,0,0,Jeremiah Owusu-Koramoah,97.68993885374566,132.28855801304994
510,Cleveland Browns,9319.0,15,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,4,9,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Elerson Smith,99.50959637379403,160.45664237050195
511,Cleveland Browns,15271.0,14,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,10,4,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Nathaniel Watson,99.43088862475757,159.1292738761466
512,Cleveland Browns,2864.0,16,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,15,8,1,1,0,0,2,0,1,0,0,0,0.0,0,0,0,OLB,0,0,0,0,0,0,0,Winston Reid,99.57992262003462,161.65153107616777
513,Cleveland Browns,1149.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Chigozie Anusiem,99.6178634515428,162.29966867968872
514,Cleveland Browns,59215.0,61,52,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,3.5,246,116,21,10,6,0,17,1,2,0,1,0,0.0,0,55,0,S,0,0,0,0,0,0,0,Grant Delpit,98.80435388305071,148.92751780689008
515,Cleveland Browns,800.0,2,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,DB,0,0,0,0,0,0,0,Chris Edmonds,99.62208293134377,162.3719014928072
516,Cleveland Browns,23264.0,50,33,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,158,44,5,1,4,0,34,0,1,0,1,0,0.0,0,26,0,CB,0,0,0,0,0,0,0,Martin Emerson,99.2903386345567,156.7847958583195
517,Cleveland Browns,9659.0,4,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Myles Harden,99.50730417551453,160.4178376626746
518,Cleveland Browns,16953.0,24,9,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,0.0,43,27,1,1,1,1,4,0,1,0,0,0,0.0,0,30,0,S,0,0,0,0,0,0,0,Ronnie Hickman,99.39958680839331,158.60428055154773
519,Cleveland Browns,5944.0,16,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Anthony Kendall,99.55207860178074,161.17743794393732
520,Cleveland Browns,8373.0,30,4,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,32,10,2,1,0,0,4,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Cameron Mitchell,99.51276359353264,160.51027498660608
521,Cleveland Browns,72271.0,54,42,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,1.0,122,33,4,2,3,1,34,0,0,0,0,0,0.0,0,32,0,CB,0,0,0,0,0,0,0,Greg Newsome II,98.65905142172439,146.6515018340676
522,Cleveland Browns,134275.0,95,92,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,24,0.0,0.5,264,58,11,6,17,2,95,0,6,2,4,0,0.0,0,243,0,LCB,0,0,0,0,0,0,0,Denzel Ward,97.93510121855454,135.79158592963498
523,Cleveland Browns,30410.0,107,0,0,1,0.0,0,0,0,39.6,0,0.0,0,1,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,0,0,0,0,0,0,2,2,0,0,21530,47.3,2,-25,0,P,0,0,0,0,0,0,0,Corey Bojorquez,99.33778343238593,157.57252883189255
524,Cleveland Browns,51894.0,140,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,241,84.0,0,0,985,1039.0,0.0,8,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,K,0,0,0,0,0,0,0,Dustin Hopkins,98.98668063579291,151.83066666533966
525,Cleveland Browns,14386.0,12,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LS,0,0,0,0,0,0,0,Rex Sunahara,99.44393442392982,159.34856334742125
526,Cleveland Browns,10866.0,62,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,35,17,1,0,0,0,1,0,2,0,2,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Andre Smith,99.46274193999665,159.66520661052056
527,Cleveland Browns,21807.0,43,15,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Hakeem Adeniji,99.31682637720183,157.2241148879407
528,Cleveland Browns,20224.0,107,36,0,0,0.0,0,0,0,0.0,0,0.0,0,2,7,3.5,0,0.1,297,206,2277,11.1,10,21.3,0,0.0,1,0,62,284.4,0.0,1,0,0,0,0,0,0,4,2,0,0,0,0.0,0,2282,0,TE,0,0,0,0,0,0,0,Jordan Akins,98.96297233066075,151.45016386470542
529,Cleveland Browns,16737.0,67,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,56,24,4,1,1,0,7,0,0,0,4,0,0.0,0,34,0,DB,0,0,0,0,0,0,0,Tony Brown,99.40158762561873,158.6377890695107
530,Cleveland Browns,125727.0,81,61,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,5.0,236,163,26,11,2,0,16,0,5,1,2,0,0.0,0,25,0,RILB,0,0,0,0,0,0,0,Devin Bush Jr.,97.91752521131777,135.5375815681898
531,Cleveland Browns,16280.0,63,25,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,1,Geron Christian,99.31443580195248,157.18441761953954
532,Cleveland Browns,321497.0,85,78,0,0,0.0,0,0,0,0.0,0,0.0,0,1340,6843,5.1,51,80.5,173,128,1042,8.1,5,12.3,0,0.0,1,0,338,1112.5,0.0,2,3,0,0,0,0,0,8,1,0,0,0,0.0,0,7885,0,RB,0,0,0,0,0,0,0,Nick Chubb,94.69314643183962,95.74074978583913
533,Cleveland Browns,12561.0,72,35,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,20.5,88,81,22,47,0,0,5,0,0,0,6,0,0.0,0,0,0,DE,0,0,0,0,0,0,2,Michael Danna,99.36934560110203,158.0986340980473
534,Cleveland Browns,14962.0,94,10,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,90,21,2,1,1,0,6,0,1,0,0,0,0.0,0,10,0,CB,0,0,0,0,0,0,0,Mike Ford,99.39974646773844,158.60695418683784
535,Cleveland Browns,91398.0,63,24,0,0,0.0,0,0,0,0.0,0,0.0,0,623,2558,4.1,14,40.6,55,40,396,9.9,3,6.3,0,0.0,1,0,104,393.4,0.0,0,0,0,0,0,0,0,9,2,0,0,0,0.0,0,3085,128,RB,0,0,0,0,0,0,0,D'Onta Foreman,97.973393027887,136.34651848356665
536,Cleveland Browns,25219.0,94,43,0,0,0.0,0,0,0,0.0,0,0.0,0,1,4,4.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,12,0.4,0.5,202,65,7,4,5,2,28,0,0,0,1,0,0.0,0,171,0,S,0,0,0,0,0,0,0,Erik Harris,99.27026932575072,156.45270535578186
537,Cleveland Browns,9631.0,49,17,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,James Hudson,99.46960387817127,159.78088253027857
538,Cleveland Browns,17636.0,75,12,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,66,51,7,6,0,0,2,0,0,0,0,0,0.0,0,0,0,S,0,0,0,0,0,0,0,Khaleke Hudson,99.3754159172603,158.20000985925643
