,ID,Player,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG
522,523,Manolo Gabbiadini,2018-2019,51,2281,25,26,10,0,9,1,70,28,40.0,20.5,1,241,67.9,12,0,17,251,1057,17,18,10,20,8,40.0,9,7,1,6,2,0,10,12,0,22,25.6,3,0,32,25,21,0,49,0,0,,0,,FW,Southampton,0,0,0,0,0,0,0,0,0,
523,524,Cody Gakpo,2024-2025,78,4340,48,30,23,10,23,0,146,52,35.6,15.2,0,1063,76.3,76,12,170,1333,7921,115,112,81,143,78,54.5,74,43,16,36,22,6,24,21,1,70,52.2,5,0,68,87,20,0,187,0,0,,0,,"FW,MF",Liverpool,0,0,0,0,0,0,0,0,0,
524,525,Conor Gallagher,2023-2024,136,10125,116,20,18,13,18,0,157,57,36.3,19.3,4,4134,82.1,131,19,468,3655,18462,176,229,161,250,134,53.6,281,164,119,109,53,38,122,109,1,89,40.8,41,2,226,227,5,0,686,0,0,,0,,MF,"Chelsea,Crystal Palace,West Brom",0,0,0,0,0,0,0,0,0,
525,526,Sam Gallagher,2018-2019,22,424,3,19,1,0,1,0,0,4,,,0,1,16.7,0,0,0,5,26,0,1,2,0,0,,0,0,0,0,0,0,0,1,0,2,16.7,0,0,11,1,0,0,1,0,0,,0,,"FW,MF",Southampton,0,0,0,0,0,0,0,0,0,
526,527,Jesús Gámez,2017-2018,2,98,1,1,0,0,0,0,1,0,0.0,19.6,0,47,77.0,4,1,10,40,170,2,1,0,1,1,100.0,4,2,1,0,3,0,2,5,0,1,100.0,0,0,0,1,0,0,6,0,0,,0,,DF,Newcastle Utd,0,0,0,0,0,0,0,0,0,
527,528,Idrissa Gana Gueye,2024-2025,213,17453,206,7,7,8,7,0,127,37,26.0,24.2,2,5266,84.1,73,9,610,4112,20535,137,140,122,141,82,58.2,501,429,251,195,55,40,324,162,5,118,52.7,53,2,332,251,1,0,1083,0,0,,0,,MF,"Aston Villa,Everton",0,0,0,0,0,0,0,0,0,
528,529,Eric García,2020-2021,19,1176,11,8,0,0,0,0,4,1,25.0,14.8,0,1005,93.7,3,1,75,893,4189,15,5,0,8,6,75.0,14,8,9,5,0,1,22,43,0,14,34.1,1,0,13,4,0,0,57,0,0,,0,,DF,Manchester City,0,0,0,0,0,0,0,0,1,
529,530,Alejandro Garnacho,2024-2025,79,4378,47,32,13,7,13,0,172,55,32.0,16.0,0,1184,76.6,67,5,97,1623,13081,287,131,91,228,74,32.5,42,27,14,10,18,2,30,30,2,10,15.9,8,0,35,86,23,0,206,0,0,,0,,"FW,MF",Manchester Utd,0,0,0,0,0,0,0,0,0,
530,531,James Garner,2024-2025,60,4084,43,17,1,3,1,0,52,13,25.0,22.4,7,1297,75.6,52,9,136,1017,5290,45,46,14,61,29,47.5,109,65,42,50,17,17,61,70,1,36,49.3,11,0,59,56,4,0,257,0,0,,0,,MF,"Everton,Manchester Utd",0,0,0,0,0,0,0,0,0,
531,532,Dwight Gayle,2021-2022,145,6119,64,81,26,7,24,2,98,66,37.8,13.0,6,531,72.8,35,1,37,535,2259,33,83,36,23,12,52.2,27,20,7,16,4,3,10,28,0,100,38.9,10,1,84,49,27,0,73,0,0,,0,,FW,"Crystal Palace,Newcastle Utd",0,0,0,0,0,0,0,0,0,
532,533,Paulo Gazzaniga,2019-2020,43,3806,41,2,0,0,0,0,0,0,,,0,428,65.3,1,0,0,370,1684,0,1,0,0,0,,0,0,0,0,0,0,1,5,1,5,83.3,1,0,1,2,0,0,20,61,127,69.1,6,14.6,GK,"Southampton,Tottenham",0,0,0,0,0,0,0,0,0,
533,534,Jean-Philippe Gbamin,2022-2023,6,215,2,4,0,0,0,0,0,0,,,0,72,71.3,0,0,9,78,358,1,4,7,7,4,57.1,6,4,2,2,2,0,2,6,0,4,66.7,0,0,2,3,0,0,14,0,0,,0,,MF,Everton,0,0,0,0,0,0,0,0,0,
534,535,David de Gea,2022-2023,415,37288,415,0,0,0,0,0,0,0,,,0,4148,70.6,2,0,0,2944,16712,0,2,0,2,2,100.0,0,0,0,0,0,0,1,61,19,28,90.3,6,0,1,25,0,0,207,446,1144,73.3,148,35.7,GK,Manchester Utd,0,0,2,0,5,0,0,0,1,
535,536,Joe Gelhardt,2022-2023,35,958,6,29,2,4,2,0,33,11,33.3,17.9,1,149,64.8,11,2,21,226,1058,19,39,26,38,18,47.4,10,5,2,3,5,0,0,7,0,16,33.3,5,0,23,32,5,0,39,0,0,,0,,FW,Leeds United,0,0,0,0,0,0,0,0,0,
536,537,Tyrique George,2024-2025,1,7,0,1,0,0,0,0,0,0,,,0,4,100.0,0,0,0,3,29,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,0,0,
537,538,Anwar El Ghazi,2021-2022,73,4063,47,26,15,5,9,6,118,47,39.8,20.5,11,913,67.0,61,25,99,1120,6884,130,125,77,112,59,52.7,41,29,21,14,6,1,20,29,1,69,36.5,7,0,46,50,19,0,164,0,0,,0,,"FW,MF","Aston Villa,Everton",0,0,0,0,0,0,0,0,0,
538,539,Rachid Ghezzal,2018-2019,19,743,8,11,1,0,1,0,19,5,26.3,20.1,1,353,74.9,16,6,40,376,2209,36,22,21,29,19,65.5,14,5,3,7,4,1,7,4,1,10,58.8,3,0,13,8,0,0,50,0,0,,0,,"FW,MF",Leicester City,0,0,0,0,0,0,0,0,0,
539,540,Saman Ghoddos,2023-2024,51,1414,11,40,2,1,2,0,18,6,33.3,21.4,1,527,70.9,19,7,69,471,2144,30,27,9,22,8,36.4,47,30,27,14,6,3,12,30,0,20,39.2,7,0,28,22,2,0,99,0,0,,0,,"MF,DF",Brentford,0,0,0,0,0,0,0,0,0,
540,541,Dimitris Giannoulis,2021-2022,18,1169,14,4,0,1,0,0,2,1,50.0,16.2,0,530,74.2,9,2,40,479,2788,33,24,11,46,29,63.0,36,21,17,17,2,6,19,41,1,8,53.3,2,0,16,22,0,0,105,0,0,,0,,DF,Norwich City,0,0,0,0,0,0,0,0,0,
541,542,Kieran Gibbs,2020-2021,180,12948,145,35,2,9,2,0,15,17,13.3,18.0,0,1222,71.7,26,19,116,892,5350,70,30,19,39,26,66.7,56,42,38,13,5,18,74,132,1,50,47.6,18,2,121,14,1,0,216,0,0,,0,,"DF,MF","Arsenal,West Brom",0,0,0,0,0,0,0,0,0,
542,543,Morgan Gibbs-White,2024-2025,139,9021,100,39,15,23,12,3,184,52,28.3,19.1,10,2867,71.2,195,22,468,2890,15928,228,257,137,308,136,44.2,106,59,32,47,27,15,49,55,0,162,40.1,25,1,115,130,19,0,495,0,0,,0,,"MF,FW","Nott'ham Forest,Wolves",0,0,0,0,0,0,0,0,0,
543,544,Ben Gibson,2021-2022,67,5976,67,0,2,1,2,0,23,11,47.8,9.7,0,1140,80.5,3,0,70,986,4462,11,6,2,7,5,71.4,24,44,18,6,0,31,86,141,2,54,56.3,10,1,33,25,1,0,111,0,0,,0,,DF,"Burnley,Middlesbrough,Norwich City",0,0,0,0,0,0,0,0,0,
544,545,Bryan Gil,2023-2024,24,451,4,20,0,1,0,0,7,3,42.9,15.7,0,224,79.7,8,3,28,245,1433,21,20,12,22,14,63.6,7,1,4,0,3,0,4,5,0,0,0.0,1,0,5,9,2,0,31,0,0,,0,,"FW,MF",Tottenham,0,0,0,0,0,0,0,0,0,
545,546,Alfie Gilchrist,2023-2024,11,207,2,9,1,0,1,0,5,1,20.0,13.5,0,121,85.8,0,0,7,78,263,1,2,2,1,1,100.0,4,0,4,0,0,3,3,11,0,2,33.3,1,0,4,0,0,0,9,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,0,0,
546,547,Ryan Giles,2023-2024,11,503,5,6,0,0,0,0,2,2,100.0,14.2,0,140,64.2,5,6,17,116,517,9,7,1,8,4,50.0,8,6,4,3,1,0,4,22,0,3,100.0,0,0,2,2,0,0,21,0,0,,0,,"DF,MF","Luton Town,Wolves",0,0,0,0,0,0,0,0,0,
547,548,Billy Gilmour,2024-2025,81,5035,58,23,0,3,0,0,52,9,17.3,24.0,3,3681,87.1,56,6,380,2785,13346,83,68,28,62,29,46.8,84,46,38,38,8,17,40,53,2,33,38.8,11,1,65,60,1,0,322,0,0,,0,,MF,"Brighton,Chelsea,Norwich City",0,0,0,0,0,0,0,1,0,
548,549,Olivier Giroud,2020-2021,255,14486,152,103,90,29,88,2,188,241,38.8,11.4,1,790,67.7,52,1,47,686,1769,19,90,34,19,10,52.6,24,23,4,11,9,3,19,39,0,179,55.6,19,2,235,42,38,0,89,0,0,,0,,FW,"Arsenal,Chelsea",0,0,0,0,0,1,0,1,0,
549,550,Wilfried Gnonto,2022-2023,24,1354,14,10,2,4,2,0,22,8,36.4,17.4,0,370,72.3,22,5,35,484,3356,66,30,19,77,21,27.3,27,17,7,15,5,1,5,7,0,8,30.8,7,0,28,39,3,0,82,0,0,,0,,"FW,MF",Leeds United,0,0,0,0,0,0,0,0,0,
550,551,Ben Godfrey,2024-2025,113,9343,106,7,0,3,0,0,68,17,25.0,15.7,0,3745,81.0,25,9,271,3015,16395,113,88,24,58,34,58.6,174,110,114,45,15,107,97,463,6,201,56.3,17,1,65,49,7,2,474,0,0,,0,,DF,"Everton,Ipswich Town,Norwich City",0,0,0,0,0,0,0,0,0,
551,552,Martial Godo,2024-2025,1,16,0,1,0,0,0,0,0,0,,,0,3,60.0,0,0,0,8,48,0,0,0,2,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,,FW,Fulham,0,0,0,0,0,0,0,0,0,
552,553,Connor Goldson,2017-2018,3,200,2,1,0,0,0,0,3,1,33.3,7.2,0,63,73.3,0,0,3,49,253,1,0,0,0,0,,2,2,1,1,0,3,1,9,0,9,69.2,1,0,2,2,0,0,12,0,0,,0,,DF,Brighton,0,0,0,0,0,0,0,0,0,
553,554,André Gomes,2023-2024,100,6135,68,32,2,4,2,0,62,16,25.8,23.3,2,2945,82.4,40,8,414,2543,12938,103,113,126,168,111,66.1,119,69,43,60,16,11,41,48,3,80,51.6,23,0,163,72,2,0,513,0,0,,0,,MF,Everton,0,0,0,0,0,0,1,0,0,
554,555,Angel Gomes,2019-2020,5,51,0,5,0,0,0,0,2,1,50.0,19.6,0,31,88.6,2,0,6,30,165,4,1,1,0,0,,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,2,0,0,,0,,"FW,MF",Manchester Utd,0,0,0,0,0,0,0,0,0,
555,556,Heurelho Gomes,2019-2020,195,17336,195,0,0,0,0,0,0,0,,,0,446,59.2,0,0,0,385,2300,0,2,0,0,0,,0,0,0,0,0,0,5,15,3,12,100.0,12,0,1,7,0,1,32,258,612,71.0,53,27.2,GK,"Tottenham,Watford",0,0,0,0,0,0,0,0,0,
556,557,João Gomes,2024-2025,67,5154,61,6,5,2,5,0,47,15,31.9,18.8,0,2117,82.4,40,6,227,1597,8520,70,71,82,101,48,47.5,228,125,117,96,15,13,40,66,2,33,41.8,24,1,134,74,2,0,361,0,0,,0,,MF,Wolves,0,0,0,0,0,0,0,0,0,
557,558,Rodrigo Gomes,2024-2025,16,551,6,10,1,0,1,0,4,2,50.0,15.9,0,139,65.0,9,3,22,145,980,17,13,6,10,3,30.0,17,11,10,7,0,1,4,14,1,4,22.2,0,0,2,4,0,0,19,0,0,,0,,"DF,FW",Wolves,0,0,0,0,0,0,0,0,0,
558,559,Toti Gomes,2024-2025,72,5380,60,12,2,4,2,0,18,7,38.9,11.6,0,2789,82.2,14,5,149,2108,9331,33,38,19,69,48,69.6,101,64,74,22,5,40,52,225,4,110,62.5,18,0,67,30,7,0,265,0,0,,0,,DF,Wolves,0,0,0,0,0,0,0,0,0,
559,560,Diego Gómez,2024-2025,1,1,0,1,0,0,0,0,0,0,,,0,1,50.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,,MF,Brighton,0,0,0,0,0,0,0,0,0,
560,561,Joe Gomez,2024-2025,149,10098,108,41,0,5,0,0,40,7,17.5,20.3,0,7185,84.9,58,21,624,5821,28159,156,86,41,91,62,68.1,200,142,109,73,18,45,145,319,9,242,58.2,26,0,111,63,2,0,691,0,0,,0,,DF,Liverpool,0,0,0,0,0,0,0,1,1,
561,562,Sergio Gómez,2023-2024,18,402,2,16,0,2,0,0,9,0,0.0,20.6,0,325,87.6,6,1,20,241,1249,14,7,3,5,2,40.0,10,4,6,2,2,3,3,9,1,3,21.4,0,0,3,2,1,0,20,0,0,,0,,"FW,MF",Manchester City,0,0,0,0,0,0,0,1,2,
562,563,Enso Gonzalez,2023-2024,1,1,0,1,0,0,0,0,0,0,,,0,6,100.0,0,0,0,4,35,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,,"MF,DF",Wolves,0,0,0,0,0,0,0,0,0,
563,564,Charlie Goode,2023-2024,6,450,4,2,0,0,0,0,2,0,0.0,11.4,0,195,64.1,7,2,18,145,755,5,3,1,7,5,71.4,7,5,5,2,0,2,2,8,0,15,65.2,3,0,5,7,0,0,30,0,0,,0,,DF,Brentford,0,0,0,0,0,0,0,0,0,
564,565,Anthony Gordon,2024-2025,138,9051,101,37,25,18,23,2,211,81,38.4,17.3,7,2264,72.3,159,38,263,2738,21064,366,233,144,383,156,40.7,194,124,73,94,27,8,50,52,3,42,29.8,24,1,116,216,26,0,428,0,0,,0,,"MF,FW","Everton,Newcastle Utd",0,0,0,0,0,0,0,0,0,
565,566,Kaide Gordon,2023-2024,2,10,0,2,0,0,0,0,1,1,100.0,19.7,0,5,100.0,0,0,1,3,34,1,1,1,1,0,0.0,1,0,0,0,1,0,0,0,0,1,50.0,0,0,1,0,0,0,0,0,0,,0,,FW,Liverpool,0,0,0,0,0,0,0,0,0,
566,567,Daniel Gore,2023-2024,1,1,0,1,0,0,0,0,0,0,,,0,0,,0,0,0,2,6,0,0,0,0,0,,1,1,0,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,,0,,MF,Manchester Utd,0,0,0,0,0,0,0,0,0,
567,568,Jon Gorenc Stanković,2018-2019,11,715,9,2,1,0,1,0,9,2,22.2,16.2,0,224,75.4,2,0,17,186,804,5,7,1,2,1,50.0,26,18,18,7,1,9,9,20,1,19,55.9,2,0,9,12,0,0,38,0,0,,0,,"DF,MF",Huddersfield,0,0,0,0,0,0,0,0,0,
568,569,Dan Gosling,2021-2022,188,10514,112,76,18,4,18,0,74,50,35.1,16.0,0,2063,78.0,39,4,309,1735,7141,37,85,74,60,36,60.0,135,99,61,57,17,30,91,110,1,113,47.7,35,1,167,103,7,0,378,0,0,,0,,"DF,MF","Bournemouth,Everton,Newcastle Utd,Watford",0,0,0,0,0,0,0,0,0,
569,570,Karlan Grant,2020-2021,34,2004,23,11,5,0,5,0,37,20,54.1,15.8,1,313,68.5,11,0,27,371,2629,43,59,41,42,21,50.0,10,5,4,4,2,0,7,18,1,24,18.2,1,0,17,21,10,0,65,0,0,,0,,FW,"Huddersfield,West Brom",0,0,0,0,0,0,0,0,0,
570,571,Lee Grant,2020-2021,31,2790,31,0,0,0,0,0,0,0,,,0,57,61.3,0,0,0,51,276,0,0,0,0,0,,1,2,1,0,0,0,1,0,0,0,,1,0,0,2,0,0,6,41,97,70.3,9,29.0,GK,"Manchester Utd,Stoke City",0,0,0,0,0,0,0,0,0,
571,572,Ryan Gravenberch,2024-2025,48,3016,34,14,1,2,1,0,35,11,31.4,21.8,0,1518,87.4,35,1,195,1324,7075,82,75,25,92,44,47.8,64,31,17,31,16,8,50,41,0,27,58.7,4,0,51,46,0,0,190,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,
572,573,Andre Gray,2019-2020,115,5878,62,53,23,7,21,2,135,54,40.0,13.4,0,475,66.6,42,2,47,728,2914,45,135,57,45,16,35.6,9,9,0,5,4,2,12,11,0,50,27.3,6,0,50,32,69,0,79,0,0,,0,,FW,"Burnley,Watford",0,0,0,0,0,0,0,0,0,
573,574,Archie Gray,2024-2025,16,872,9,7,0,0,0,0,1,1,100.0,24.6,0,608,89.0,0,0,21,516,2298,3,3,7,7,4,57.1,10,4,3,4,3,6,6,27,2,8,61.5,0,0,6,5,0,1,42,0,0,,0,,DF,"Leeds United,Tottenham",0,0,0,0,0,0,0,0,0,
574,575,Demarai Gray,2022-2023,200,10404,108,92,19,14,17,2,255,85,32.2,20.1,18,2389,72.0,138,26,216,2923,21686,381,273,188,363,181,49.9,118,91,42,53,23,5,64,72,2,35,19.9,13,0,74,152,28,0,432,0,0,,0,,"FW,MF","Everton,Leicester City",0,0,0,0,0,0,0,0,1,
575,576,Ivo Grbić,2023-2024,9,771,9,0,0,0,0,0,0,0,,,0,148,49.7,0,0,0,152,1049,0,0,0,0,0,,0,0,0,0,0,0,0,9,1,7,100.0,1,0,0,2,0,0,6,25,36,57.6,0,0.0,GK,Sheffield Utd,0,0,0,0,0,0,0,0,0,
576,577,Jack Grealish,2024-2025,185,12661,137,48,26,29,26,0,243,89,32.9,16.6,3,4646,82.3,323,13,679,5015,41951,833,220,190,462,254,55.0,125,79,44,59,22,23,57,52,5,77,41.6,31,0,139,472,21,0,548,0,0,,0,,"FW,MF","Aston Villa,Manchester City",0,0,0,0,0,0,0,1,3,
577,578,Jacob Greaves,2024-2025,13,1170,13,0,1,0,1,0,7,3,42.9,9.1,0,491,85.7,1,0,27,327,1179,2,6,2,2,1,50.0,20,9,9,10,1,14,16,81,2,41,67.2,2,0,6,11,1,0,26,0,0,,0,,DF,Ipswich Town,0,0,0,0,0,0,0,0,0,
578,579,Mason Greenwood,2021-2022,83,4530,50,33,22,4,22,0,161,65,40.4,17.4,0,1486,81.9,48,6,131,1540,10171,155,89,63,156,92,59.0,48,33,22,11,15,0,12,14,1,15,26.3,3,0,44,45,12,0,201,0,0,,0,,FW,Manchester Utd,0,0,0,0,0,0,0,0,0,
579,580,Sam Greenwood,2022-2023,25,661,4,21,1,4,1,0,16,2,12.5,23.2,6,161,60.5,17,0,20,172,830,10,7,7,13,5,38.5,23,12,7,13,3,2,3,2,0,3,23.1,1,0,18,5,2,0,45,0,0,,0,,"FW,MF",Leeds United,0,0,0,0,0,0,0,0,0,
580,581,Kamil Grosicki,2020-2021,18,1291,14,4,0,4,0,0,32,7,21.9,22.7,0,30,66.7,3,0,4,39,295,7,2,1,1,0,0.0,2,5,2,0,0,0,15,1,0,0,0.0,1,0,13,6,6,0,6,0,0,,0,,"FW,MF","Hull City,West Brom",0,0,0,0,0,0,0,0,0,
581,582,Pascal Groß,2023-2024,228,17463,203,25,30,45,24,6,238,83,34.9,19.9,18,9373,77.4,508,110,1269,7637,34531,357,269,157,137,72,52.6,301,172,133,123,45,46,112,144,5,109,31.3,23,0,159,113,44,2,862,0,0,,0,,"FW,MF",Brighton,0,0,0,0,0,0,0,0,0,
582,583,Brajan Gruda,2024-2025,11,367,5,6,0,0,0,0,3,2,66.7,18.6,2,101,72.7,10,1,13,115,808,14,6,16,17,6,35.3,9,4,2,5,2,0,2,3,0,2,40.0,0,0,3,6,1,0,15,0,0,,0,,"FW,MF",Brighton,0,0,0,0,0,0,0,0,0,
583,584,Marko Grujić,2017-2018,8,59,0,8,0,0,0,0,4,2,50.0,,0,11,78.6,1,0,1,7,50,0,0,1,0,0,,2,2,0,1,1,0,0,0,0,0,0.0,1,0,2,2,0,0,2,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,
584,585,Vicente Guaita,2022-2023,149,13319,149,0,0,0,0,0,0,0,,,0,2905,63.6,0,0,1,2493,14482,0,2,0,0,0,,3,2,3,0,0,0,2,51,8,49,90.7,8,0,3,21,0,1,102,196,443,70.6,42,28.2,GK,Crystal Palace,0,0,0,0,0,0,0,0,0,
585,586,Gonçalo Guedes,2024-2025,33,1330,13,20,3,5,3,0,34,12,35.3,19.5,1,300,70.4,19,7,43,367,2764,45,49,20,34,10,29.4,21,10,5,8,8,0,5,4,0,10,35.7,2,0,25,37,5,0,63,0,0,,0,,"FW,MF",Wolves,0,0,0,0,0,0,0,0,0,
586,587,Marc Guéhi,2024-2025,120,10552,118,2,6,3,6,0,48,16,33.3,9.8,0,6059,85.8,30,2,371,4840,23094,58,53,26,58,42,72.4,150,81,108,38,4,86,106,454,5,206,56.4,19,0,62,117,0,3,651,0,0,,0,,DF,"Chelsea,Crystal Palace",0,0,0,0,0,0,0,0,0,
587,588,Mattéo Guendouzi,2019-2020,57,3897,42,15,0,1,0,0,27,9,33.3,23.5,0,2436,87.2,29,2,360,2087,13986,121,50,52,75,47,62.7,75,42,32,36,7,12,59,62,5,30,42.9,15,0,41,111,0,0,284,0,0,,0,,MF,Arsenal,0,0,0,0,0,0,0,0,0,
588,589,Frederic Guilbert,2021-2022,25,2041,22,3,0,2,0,0,8,3,37.5,21.8,0,679,64.9,13,14,81,518,3068,56,30,14,48,23,47.9,74,43,48,20,6,10,49,74,2,46,40.4,7,0,36,21,2,0,104,0,0,,0,,"DF,MF",Aston Villa,0,0,0,0,0,0,0,0,0,
589,590,Luis Guilherme,2024-2025,5,50,0,5,0,0,0,0,1,0,0.0,23.7,0,17,85.0,1,1,1,12,73,0,1,0,3,0,0.0,1,0,1,0,0,0,1,1,0,1,50.0,0,0,0,2,0,0,3,0,0,,0,,"MF,FW",West Ham,0,0,0,0,0,0,0,0,0,
590,591,Bruno Guimarães,2024-2025,109,9025,103,6,18,20,18,0,126,42,33.3,18.4,0,4710,83.5,151,15,730,4538,25024,155,165,219,318,162,50.9,261,147,114,119,28,31,101,76,4,53,49.1,23,0,143,305,5,0,662,0,0,,0,,MF,Newcastle Utd,0,0,0,0,0,0,0,0,0,
591,592,Marc Guiu,2024-2025,2,34,0,2,0,0,0,0,0,0,,,0,4,50.0,0,0,0,3,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,0,0,
592,593,İlkay Gündoğan,2024-2025,209,13961,153,56,44,17,41,3,300,94,31.3,18.0,18,10032,89.1,235,11,1111,7924,39465,401,178,120,222,143,64.4,168,104,50,83,35,17,151,91,1,90,48.9,16,0,99,144,11,0,886,0,0,,0,,MF,Manchester City,0,0,0,0,1,0,0,1,5,
593,594,Angus Gunn,2021-2022,31,2790,31,0,0,0,0,0,0,0,,,0,441,50.4,0,0,0,426,2925,0,0,0,1,0,0.0,1,1,1,0,0,0,0,20,3,6,85.7,0,0,0,4,0,0,26,65,95,62.3,6,19.4,GK,"Manchester City,Norwich City,Southampton",0,0,0,0,0,0,0,0,0,
594,595,Aron Gunnarsson,2018-2019,51,3804,44,7,2,3,2,0,20,5,20.0,22.2,0,600,65.1,16,2,85,347,1512,10,26,7,13,11,84.6,51,29,23,25,3,12,38,55,1,44,57.1,6,0,49,30,0,0,174,0,0,,0,,"DF,MF",Cardiff City,0,0,0,0,0,0,0,0,0,
595,596,Malo Gusto,2024-2025,46,3023,33,13,0,7,0,0,32,7,21.9,19.5,0,2036,86.4,44,17,159,1544,8077,109,40,23,52,20,38.5,88,49,52,28,8,10,32,72,3,14,32.6,10,1,35,43,7,0,202,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,0,0,
596,597,Joško Gvardiol,2024-2025,50,4260,47,3,9,1,9,0,65,23,35.4,14.6,0,3124,88.8,36,4,294,2451,12192,119,39,26,74,44,59.5,87,55,35,32,20,25,51,96,7,63,58.3,4,0,30,37,4,0,232,0,0,,0,,DF,Manchester City,0,0,0,0,0,0,0,0,1,
597,598,Darko Gyabi,2022-2023,1,8,0,1,0,0,0,0,1,0,0.0,17.8,0,4,100.0,0,0,2,4,5,0,1,0,1,0,0.0,2,2,1,1,0,0,0,0,0,0,,0,0,0,1,0,0,3,0,0,,0,,FW,Leeds United,0,0,0,0,0,0,0,0,0,
598,599,Erling Haaland,2024-2025,89,7355,85,4,81,15,66,15,318,152,47.8,12.2,2,840,71.7,80,1,98,993,4797,86,128,64,87,33,37.9,16,9,2,7,7,6,9,51,0,129,50.8,8,0,64,67,18,0,102,0,0,,0,,FW,Manchester City,0,2,0,1,2,0,0,1,2,
599,600,Antwoine Hackford,2023-2024,3,24,0,3,0,0,0,0,1,0,0.0,10.9,0,3,100.0,0,0,0,5,12,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,,0,,DF,Sheffield Utd,0,0,0,0,0,0,0,0,0,
600,601,Florent Hadergjonaj,2018-2019,47,3516,38,9,0,1,0,0,14,4,28.6,22.9,0,1283,67.5,49,38,127,988,5453,87,33,8,50,26,52.0,51,33,17,28,6,17,38,82,1,35,44.3,4,0,28,30,6,0,200,0,0,,0,,"DF,MF",Huddersfield,0,0,0,0,0,0,0,0,0,
601,602,Massadio Haïdara,2017-2018,38,2291,23,15,0,1,0,0,0,2,,,0,2,100.0,0,0,0,2,16,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,32,0,0,0,0,0,0,,0,,FW,Newcastle Utd,0,0,0,0,0,0,0,0,0,
602,603,Lewis Hall,2024-2025,50,3268,36,14,1,3,1,0,33,10,30.3,18.2,0,1915,81.5,46,8,177,1520,7365,75,53,37,61,28,45.9,88,57,50,29,9,16,39,99,4,46,52.3,6,0,15,34,2,0,202,0,0,,0,,DF,"Chelsea,Newcastle Utd",0,0,0,0,0,0,0,0,0,
603,604,Sébastien Haller,2020-2021,48,3203,34,14,10,1,10,0,81,37,45.7,11.0,0,664,64.7,34,1,78,666,2785,21,101,57,53,33,62.3,36,24,9,16,11,6,13,34,0,280,51.0,1,0,70,53,28,0,89,0,0,,0,,FW,West Ham,0,0,0,0,0,0,0,0,0,
604,605,Ali Al Hamadi,2024-2025,11,134,0,11,0,0,0,0,4,0,0.0,15.7,0,25,83.3,2,0,3,29,187,4,7,4,7,4,57.1,1,0,0,0,1,0,0,2,0,5,35.7,3,0,8,3,1,0,4,0,0,,0,,FW,Ipswich Town,0,0,0,0,0,0,0,0,0,
605,606,Ben Hamer,2018-2019,19,1547,18,1,0,0,0,0,0,0,,,0,152,52.4,0,0,0,147,953,0,1,0,0,0,,0,0,0,0,0,0,1,6,3,5,100.0,0,0,0,0,0,0,7,36,49,61.9,4,22.2,GK,"Huddersfield,Leicester City",0,0,0,0,0,0,0,0,0,
606,607,Gustavo Hamer,2023-2024,36,2910,34,2,4,6,4,0,49,13,26.5,23.5,6,756,68.5,70,7,135,624,3316,36,37,17,58,28,48.3,39,21,17,15,7,9,29,35,0,6,27.3,9,0,50,17,6,0,162,0,0,,0,,MF,Sheffield Utd,0,0,0,0,0,0,0,0,0,
607,608,Grant Hanley,2021-2022,79,6519,72,7,3,0,3,0,28,14,21.4,9.5,0,1634,82.9,6,0,44,1335,5281,2,14,3,6,3,50.0,68,40,45,21,2,63,87,253,3,145,74.4,13,0,64,42,2,1,177,0,0,,0,,DF,"Blackburn,Norwich City",0,0,0,0,0,0,0,0,0,
