,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team_df1,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG,Wiki,Obscurity,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
165,Brighton & Hove Albion,Jack Hinshelwood,https://en.wikipedia.org/wiki/Jack_Hinshelwood,,643,Jack Hinshelwood,2024-2025,24,1727,18,6,4,0,4,0,21,11,52.4,11.2,0,844,83.3,15,1,53,610,2771,26,20,3,11,1,9.1,27,14,12,10,5,4,18,32,1,12,44.4,3,0,19,5,1,0,63,0,0,,0,,FW,Brighton,0,0,0,0,0,0,0,0,0,,108689.0,95.76437007,Jack Hinshelwood,Jack Hinshelwood,100.0,Brighton & Hove Albion,105,642
363,Burnley,James Trafford,https://en.wikipedia.org/wiki/James_Trafford,,1435,James Trafford,2023-2024,28,2520,28,0,0,0,0,0,0,0,,,0,1009,65.5,0,0,6,1009,4620,0,1,0,2,2,100.0,2,1,2,0,0,0,1,18,1,14,82.4,2,0,0,5,0,0,40,62,106,65.7,2,7.1,GK,"Burnley,Manchester City",0,0,0,0,0,0,0,0,0,,241236.0,91.54096182,James Trafford,James Trafford,100.0,Burnley,106,1434
394,Burnley,Joe Worrall,https://en.wikipedia.org/wiki/Joe_Worrall_(footballer),,1551,Joe Worrall,2023-2024,37,2663,26,11,1,0,1,0,9,2,22.2,11.9,0,1029,77.9,7,0,75,789,3358,5,6,4,4,3,75.0,60,30,45,13,2,27,29,143,2,67,60.9,6,1,30,6,0,0,141,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,,124800.0,94.76751721,Joe Worrall,Joe Worrall,100.0,Burnley,109,1550
112,Burnley,Maxime Estève,https://en.wikipedia.org/wiki/Maxime_Est%C3%A8ve,,450,Maxime Estève,2023-2024,16,1309,15,1,0,0,0,0,7,0,0.0,19.1,0,690,84.0,1,0,40,514,2716,15,5,3,3,1,33.3,27,10,15,12,0,10,27,56,0,26,54.2,6,0,25,16,0,0,62,0,0,,0,,DF,Burnley,0,0,0,0,0,0,0,0,0,,45653.0,98.02030262,Maxime Estève,Maxime Estève,100.0,Burnley,110,449
106,Burnley,CJ Egan-Riley,https://en.wikipedia.org/wiki/CJ_Egan-Riley,,435,CJ Egan-Riley,2023-2024,1,4,0,1,0,0,0,0,0,0,,,0,1,100.0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,,DF,"Burnley,Manchester City",0,0,0,0,0,0,0,0,0,,36770.0,98.93421453,CJ Egan-Riley,CJ Egan-Riley,100.0,Burnley,111,434
322,Burnley,Jeremy Sarmiento ,https://en.wikipedia.org/wiki/Jeremy_Sarmiento,,1282,Jeremy Sarmiento,2024-2025,15,233,2,13,0,1,0,0,5,2,40.0,20.5,0,73,78.5,2,1,12,93,642,9,11,8,15,7,46.7,7,4,4,1,2,0,1,0,0,1,14.3,1,0,4,6,0,0,8,0,0,,0,,MF,Brighton,0,0,0,0,0,0,0,0,0,,239392.0,92.14419958,Jeremy Sarmiento,Jeremy Sarmiento ,96.96969696969697,Burnley,112,1281
52,Burnley,Josh Brownhill ,https://en.wikipedia.org/wiki/Josh_Brownhill,,201,Josh Brownhill,2023-2024,111,8825,96,15,6,6,6,0,97,27,27.8,22.3,12,2943,76.7,95,5,299,2030,8230,61,102,51,72,44,61.1,193,107,62,106,25,35,185,139,2,162,54.4,18,1,119,85,4,0,560,0,0,,0,,MF,Burnley,0,0,0,0,0,0,0,0,0,,116088.0,92.95000551,Josh Brownhill,Josh Brownhill ,96.55172413793103,Burnley,113,200
16,Burnley,Jaidon Anthony ,https://en.wikipedia.org/wiki/Jaidon_Anthony,,63,Jaidon Anthony,2024-2025,33,1409,13,20,3,1,3,0,24,14,58.3,19.7,2,417,73.0,12,7,57,459,2609,33,30,29,53,17,32.1,33,18,16,9,8,3,11,22,0,11,42.3,3,0,13,14,7,0,91,0,0,,0,,"MF,FW",Bournemouth,0,0,0,0,0,0,0,0,0,,85692.0,96.12073659,Jaidon Anthony,Jaidon Anthony ,96.55172413793103,Burnley,115,62
304,Burnley,Connor Roberts,"https://en.wikipedia.org/wiki/Connor_Roberts_(footballer,_born_1995)",,1213,Connor Roberts,2023-2024,39,2783,30,9,1,2,1,0,6,4,66.7,21.7,0,1105,71.8,20,7,110,842,3856,32,13,7,14,6,42.9,38,22,21,12,5,11,29,93,3,22,42.3,7,1,12,45,4,0,139,0,0,,0,,"DF,MF","Burnley,Swansea City",0,0,0,0,0,0,0,0,0,,118889.0,94.87575148,Connor Roberts,Connor Roberts,100.0,Burnley,117,1212
296,Burnley,Nathan Redmond,https://en.wikipedia.org/wiki/Nathan_Redmond,,1192,Nathan Redmond,2023-2024,276,19089,206,70,28,26,28,0,331,147,32.6,19.8,6,3406,71.9,196,45,505,3898,27840,532,266,230,481,289,60.1,180,127,70,77,33,8,85,84,3,70,27.9,14,1,206,156,46,0,701,0,0,,0,,"FW,MF","Burnley,Norwich City,Southampton",0,0,0,0,0,0,0,0,0,,85806.0,94.16687487,Nathan Redmond,Nathan Redmond,100.0,Burnley,118,1191
126,Burnley,Lyle Foster,https://en.wikipedia.org/wiki/Lyle_Foster,,502,Lyle Foster,2023-2024,24,1899,22,2,5,3,5,0,34,16,47.1,14.6,0,312,67.7,19,0,37,380,2464,55,69,33,39,19,48.7,19,10,5,6,8,3,3,34,0,50,32.1,0,1,24,11,14,0,51,0,0,,0,,"FW,MF",Burnley,0,0,0,0,0,0,0,0,0,,128849.0,95.14638527,Lyle Foster,Lyle Foster,100.0,Burnley,119,501
292,Burnley,Aaron Ramsey,https://en.wikipedia.org/wiki/Aaron_Ramsey_(English_footballer),,1180,Aaron Ramsdale,2024-2025,168,15120,168,0,0,1,0,0,0,0,,,0,3362,62.2,4,1,11,3423,19534,0,4,0,4,4,100.0,8,6,8,0,0,0,4,104,20,34,79.1,4,0,1,21,0,0,129,245,523,70.3,40,23.8,GK,"Arsenal,Bournemouth,Sheffield Utd,Southampton",0,0,0,0,1,0,0,0,0,,,92.61910456,Aaron Ramsdale,Aaron Ramsey,84.61538461538461,Burnley,122,1179
288,Burnley,Lucas Pires,https://en.wikipedia.org/wiki/Lucas_Pires_(footballer),,1139,Lucas Pérez,2018-2019,26,747,6,20,4,0,4,0,18,7,38.9,13.8,0,102,69.4,8,0,7,110,414,2,15,7,8,5,62.5,6,8,3,2,1,1,4,2,0,3,17.6,0,0,8,5,3,0,22,0,0,,0,,"FW,MF","Arsenal,West Ham",0,0,0,0,0,0,0,0,0,,,98.16670886,Lucas Pérez,Lucas Pires,81.81818181818181,Burnley,124,1138
79,Burnley,Josh Cullen,https://en.wikipedia.org/wiki/Josh_Cullen,,325,Josh Cullen,2023-2024,28,2066,23,5,2,3,2,0,16,5,31.3,22.8,0,1176,85.4,26,3,123,849,3362,22,17,10,13,3,23.1,42,29,15,22,5,20,17,26,1,19,44.2,9,0,24,49,0,0,142,0,0,,0,,MF,"Burnley,West Ham",0,0,0,0,0,0,0,0,0,,85245.0,96.32593677,Josh Cullen,Josh Cullen,100.0,Burnley,125,324
334,Burnley,Jonjo Shelvey,https://en.wikipedia.org/wiki/Jonjo_Shelvey,,1314,Jonjo Shelvey,2022-2023,278,19692,216,62,23,27,21,2,188,141,28.7,26.5,35,4396,72.2,169,25,634,3702,17818,98,96,47,107,81,75.7,162,87,75,80,7,36,121,158,3,92,57.1,50,6,235,38,1,0,799,0,0,,0,,MF,"Liverpool,Newcastle Utd,Nott'ham Forest,Swansea City",0,0,0,0,0,0,0,0,0,,264906.0,88.61380207,Jonjo Shelvey,Jonjo Shelvey,100.0,Burnley,126,1313
243,Burnley,Hannibal Mejbri,https://en.wikipedia.org/wiki/Hannibal_Mejbri,,951,Hannibal Mejbri,2023-2024,8,210,2,6,1,0,1,0,2,2,100.0,25.8,0,51,82.3,2,0,7,58,308,2,8,5,10,4,40.0,5,4,2,3,0,1,0,0,0,2,28.6,3,0,8,7,2,0,11,0,0,,0,,MF,Manchester Utd,0,0,0,0,0,0,0,0,0,,283028.0,91.12902025,Hannibal Mejbri,Hannibal Mejbri,100.0,Burnley,127,950
321,Burnley,Josh Laurent,https://en.wikipedia.org/wiki/Josh_Laurent,,1281,Josh Sargent,2021-2022,26,1572,18,8,2,1,2,0,24,2,8.3,17.1,0,292,71.2,11,0,12,312,1723,21,52,25,32,16,50.0,26,14,15,7,4,2,11,18,2,40,45.5,1,0,9,23,4,0,70,0,0,,0,,"FW,MF",Norwich City,0,0,0,0,0,0,0,0,0,,,98.09249946,Josh Sargent,Josh Laurent,83.33333333333334,Burnley,128,1280
201,Burnley,Luca Koleosho,https://en.wikipedia.org/wiki/Luca_Koleosho,,778,Luca Koleosho,2023-2024,15,974,13,2,1,1,1,0,23,5,21.7,18.5,0,192,70.1,11,2,19,299,2603,53,22,14,78,33,42.3,7,4,2,5,0,0,2,0,0,2,6.9,0,0,18,13,8,0,46,0,0,,0,,"MF,FW",Burnley,0,0,0,0,0,0,0,0,0,,101233.0,96.3619734,Luca Koleosho,Luca Koleosho,100.0,Burnley,129,777
366,Burnley,Mike Trésor,https://en.wikipedia.org/wiki/Mike_Tr%C3%A9sor,,1441,Mike Trésor,2023-2024,16,420,3,13,0,0,0,0,5,0,0.0,19.7,1,120,66.7,7,0,10,136,777,15,9,6,22,11,50.0,10,6,9,1,0,0,1,1,0,1,10.0,0,0,0,3,2,0,28,0,0,,0,,"FW,MF",Burnley,0,0,0,0,0,0,0,0,0,,38620.0,98.23555994,Mike Trésor,Mike Trésor,100.0,Burnley,130,1440
29,Burnley,Ashley Barnes,https://en.wikipedia.org/wiki/Ashley_Barnes,,119,Ashley Barnes,2021-2022,200,12233,135,65,42,6,35,7,258,118,37.6,15.7,0,1073,58.4,70,7,130,1555,5916,63,279,145,62,35,56.5,82,62,12,49,21,18,22,69,0,367,35.3,42,3,334,312,108,1,276,0,0,,0,,"FW,MF",Burnley,0,0,0,0,0,0,0,0,0,,111726.0,92.37974035,Ashley Barnes,Ashley Barnes,100.0,Burnley,133,118
41,Burnley,Jordan Beyer,https://en.wikipedia.org/wiki/Jordan_Beyer,,165,Jordan Beyer,2023-2024,15,1234,15,0,0,1,0,0,5,0,0.0,8.2,0,766,89.0,3,0,25,624,3314,9,5,1,7,4,57.1,35,20,22,12,1,15,16,68,1,28,51.9,6,0,11,6,0,0,57,0,0,,0,,DF,Burnley,0,0,0,0,0,0,0,0,0,,24093.0,98.72135466,Jordan Beyer,Jordan Beyer,100.0,Burnley,134,164
317,Chelsea,Robert Sánchez,https://en.wikipedia.org/wiki/Robert_S%C3%A1nchez,,1273,Robert Sánchez,2024-2025,124,11152,124,0,0,0,0,0,0,0,,,0,3626,74.3,4,0,4,3228,15966,0,5,0,0,0,,4,1,4,0,0,0,6,57,18,42,95.5,14,1,6,10,0,0,179,151,331,71.9,34,27.4,GK,"Brighton,Chelsea",0,0,0,0,0,0,0,0,0,,313022.0,86.53729986,Robert Sánchez,Robert Sánchez,100.0,Chelsea,136,1272
77,Chelsea,Marc Cucurella,https://en.wikipedia.org/wiki/Marc_Cucurella,,323,Marc Cucurella,2024-2025,101,8256,95,6,3,6,3,0,44,10,22.7,18.5,0,4989,83.9,83,28,378,3408,14972,187,83,31,89,39,43.8,252,154,139,77,36,43,84,213,4,95,48.5,28,1,89,108,7,1,545,0,0,,0,,DF,"Brighton,Chelsea",0,0,0,0,0,0,1,0,0,,1071259.0,63.34857152,Marc Cucurella,Marc Cucurella,100.0,Chelsea,137,322
2,Chelsea,Tosin Adarabioyo,https://en.wikipedia.org/wiki/Tosin_Adarabioyo,,11,Tosin Adarabioyo,2024-2025,89,7388,82,7,4,0,4,0,54,16,29.6,14.6,1,4347,85.4,14,0,252,3433,16613,32,21,13,30,23,76.7,100,52,77,20,3,51,96,446,3,216,67.5,9,0,47,18,6,1,320,0,0,,0,,DF,"Chelsea,Fulham,Manchester City",0,0,0,0,0,0,0,0,0,,583719.0,78.85423956,Tosin Adarabioyo,Tosin Adarabioyo,100.0,Chelsea,138,10
24,Chelsea,Benoît Badiashile,https://en.wikipedia.org/wiki/Beno%C3%AEt_Badiashile,,97,Benoît Badiashile,2024-2025,33,2492,27,6,1,1,1,0,12,3,25.0,10.6,0,2034,90.2,9,0,118,1535,6759,17,9,7,5,1,20.0,41,27,25,16,0,18,40,106,4,69,65.1,5,0,32,14,1,1,173,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,0,0,,197730.0,92.67705041,Benoît Badiashile,Benoît Badiashile,100.0,Chelsea,139,96
73,Chelsea,Levi Colwill,https://en.wikipedia.org/wiki/Levi_Colwill,,301,Levi Colwill,2024-2025,61,4906,54,7,1,4,1,0,25,4,16.0,9.4,0,3432,87.3,21,2,238,2648,13140,48,38,13,20,13,65.0,75,50,44,25,6,31,65,170,3,131,65.2,9,0,55,39,6,0,232,0,0,,0,,DF,"Brighton,Chelsea",0,0,0,0,0,0,0,0,0,,378797.0,86.07916215,Levi Colwill,Levi Colwill,100.0,Chelsea,140,300
268,Chelsea,Pedro Neto,https://en.wikipedia.org/wiki/Pedro_Neto,,1043,Pedro Neto,2024-2025,131,7526,86,45,12,21,12,0,171,52,30.4,18.7,8,2596,76.5,167,56,189,2797,23045,439,224,116,414,184,44.4,59,32,21,22,16,4,59,22,0,38,27.0,21,0,74,117,14,0,370,0,0,,0,,FW,"Chelsea,Wolves",0,0,0,0,0,0,0,0,0,,657210.0,75.61282456,Pedro Neto,Pedro Neto,100.0,Chelsea,141,1042
120,Chelsea,Enzo Fernández ,https://en.wikipedia.org/wiki/Enzo_Fern%C3%A1ndez,,480,Enzo Fernández,2024-2025,67,5358,61,6,6,8,5,1,90,25,27.8,21.5,6,3752,85.1,94,5,504,3084,13602,100,70,57,104,55,52.9,141,71,58,57,26,18,40,53,4,34,39.1,13,0,71,79,5,0,325,0,0,,0,,MF,Chelsea,0,0,0,0,0,1,0,0,0,,882325.0,70.33313746,Enzo Fernández,Enzo Fernández ,96.55172413793103,Chelsea,142,479
259,Chelsea,Mykhailo Mudryk,https://en.wikipedia.org/wiki/Mykhailo_Mudryk,,1008,Mykhailo Mudryk,2024-2025,53,2384,26,27,5,4,5,0,50,18,36.0,17.4,0,574,69.7,44,5,70,742,6089,124,86,40,128,55,43.0,34,23,13,11,10,3,9,13,0,14,35.9,6,0,32,41,3,0,94,0,0,,0,,"FW,MF",Chelsea,0,0,0,0,0,0,0,0,0,,577672.0,80.23272273,Mykhailo Mudryk,Mykhailo Mudryk,100.0,Chelsea,143,1007
224,Chelsea,Noni Madueke,https://en.wikipedia.org/wiki/Noni_Madueke,,873,Noni Madueke,2024-2025,56,3069,37,19,13,5,12,1,106,43,40.6,16.1,0,987,80.6,54,7,136,1142,9363,226,78,48,213,96,45.1,43,29,19,16,8,2,15,28,0,17,39.5,5,0,29,50,8,0,142,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,0,0,,1187194.0,61.46448517,Noni Madueke,Noni Madueke,100.0,Chelsea,144,872
186,Chelsea,Filip Jörgensen,https://en.wikipedia.org/wiki/Filip_J%C3%B6rgensen,,720,Filip Jørgensen,2024-2025,2,180,2,0,0,0,0,0,0,0,,,0,45,90.0,0,0,0,38,172,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,2,3,7,80.0,0,0.0,GK,Chelsea,0,0,0,0,0,0,0,0,0,,,92.34222908,Filip Jørgensen,Filip Jörgensen,93.33333333333333,Chelsea,145,719
39,Chelsea,Marcus Bettinelli,https://en.wikipedia.org/wiki/Marcus_Bettinelli,,163,Marcus Bettinelli,2024-2025,7,630,7,0,0,0,0,0,0,0,,,0,160,65.0,0,0,0,94,510,0,1,0,0,0,,0,0,0,0,0,0,0,5,0,2,100.0,2,0,0,1,0,0,4,20,19,52.5,0,0.0,GK,"Chelsea,Fulham",0,0,0,0,0,0,0,0,0,,129906.0,95.83194973,Marcus Bettinelli,Marcus Bettinelli,100.0,Chelsea,146,162
174,Chelsea,Nicolas Jackson,https://en.wikipedia.org/wiki/Nicolas_Jackson,,682,Nicolas Jackson,2024-2025,57,4484,52,5,23,10,23,0,141,68,48.2,12.4,0,739,76.7,61,1,92,928,6571,110,138,96,155,71,45.8,38,23,9,13,16,7,6,32,0,47,34.8,15,0,49,62,43,0,133,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,0,0,,1115882.0,63.58950428,Nicolas Jackson,Nicolas Jackson,100.0,Chelsea,147,681
270,Chelsea,Christopher Nkunku,https://en.wikipedia.org/wiki/Christopher_Nkunku,,1053,Christopher Nkunku,2024-2025,30,875,5,25,5,1,5,0,31,13,41.9,11.6,0,295,88.6,12,0,30,270,1190,17,24,13,24,8,33.3,9,8,0,5,4,2,6,11,0,19,52.8,1,0,18,12,4,0,27,0,0,,0,,"FW,MF",Chelsea,0,0,0,0,0,0,0,0,0,,571242.0,81.37250123,Christopher Nkunku,Christopher Nkunku,100.0,Chelsea,148,1052
318,Chelsea,Jadon Sancho ,https://en.wikipedia.org/wiki/Jadon_Sancho,,1274,Jadon Sancho,2024-2025,75,4727,53,22,11,10,11,0,62,22,35.5,14.1,0,1896,82.7,107,8,224,1847,12467,272,113,61,235,117,49.8,37,23,18,11,8,2,23,15,4,4,11.8,1,0,16,26,20,0,289,0,0,,0,,"FW,MF","Chelsea,Manchester Utd",0,0,0,0,0,0,0,0,0,,1980208.0,36.614832,Jadon Sancho,Jadon Sancho ,96.0,Chelsea,149,1273
282,Chelsea,Cole Palmer,https://en.wikipedia.org/wiki/Cole_Palmer,,1115,Cole Palmer,2024-2025,75,5121,55,20,36,18,24,12,190,72,37.9,20.8,21,2043,78.2,140,17,344,2112,13493,222,121,76,203,97,47.8,46,22,17,15,14,4,27,24,3,4,26.7,11,0,37,80,13,0,199,0,0,,0,,MF,"Chelsea,Manchester City",0,0,0,0,0,0,0,1,1,,3980647.0,0.0,Cole Palmer,Cole Palmer,100.0,Chelsea,150,1114
89,Chelsea,Kiernan Dewsbury-Hall,https://en.wikipedia.org/wiki/Kiernan_Dewsbury-Hall,,374,Kiernan Dewsbury-Hall,2024-2025,65,4546,52,13,3,5,3,0,48,9,18.8,21.1,1,1892,76.1,76,11,274,1866,11376,153,130,81,128,73,57.0,94,55,35,48,11,21,50,51,2,31,45.6,9,1,59,66,1,0,307,0,0,,0,,MF,"Chelsea,Leicester City",0,0,0,0,0,0,0,0,0,,467522.0,83.20077711,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,100.0,Chelsea,151,373
63,Chelsea,Trevoh Chalobah,https://en.wikipedia.org/wiki/Trevoh_Chalobah,,266,Trevoh Chalobah,2024-2025,72,5249,59,13,7,2,7,0,33,15,45.5,14.0,0,3381,88.0,16,2,229,2432,8927,59,30,22,35,26,74.3,108,76,61,39,8,30,74,217,6,111,51.6,8,0,44,42,1,1,268,0,0,,0,,"DF,MF","Chelsea,Crystal Palace",0,0,0,0,0,0,0,0,0,,350041.0,86.61574365,Trevoh Chalobah,Trevoh Chalobah,100.0,Chelsea,152,265
175,Chelsea,Reece James ,"https://en.wikipedia.org/wiki/Reece_James_(footballer,_born_1999)",,688,Reece James,2024-2025,115,7839,87,28,8,16,8,0,116,30,25.9,21.3,16,5667,83.9,148,59,507,4465,20924,246,93,88,203,136,67.0,175,118,80,77,18,27,76,139,2,140,55.6,14,3,90,97,12,1,493,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,1,0,,449119.0,82.43358846,Reece James,Reece James ,95.65217391304348,Chelsea,153,687
55,Chelsea,Moisés Caicedo,https://en.wikipedia.org/wiki/Mois%C3%A9s_Caicedo,,226,Moisés Caicedo,2024-2025,103,8700,98,5,4,7,4,0,63,18,28.6,24.2,0,5355,88.8,90,9,534,3973,16431,96,108,71,154,75,48.7,273,146,114,128,31,43,136,118,7,100,60.6,29,0,169,146,1,0,641,0,0,,0,,MF,"Brighton,Chelsea",0,0,0,0,0,0,0,0,0,,439482.0,82.99405917,Moisés Caicedo,Moisés Caicedo,100.0,Chelsea,154,225
151,Chelsea,Malo Gusto,https://en.wikipedia.org/wiki/Malo_Gusto,,596,Malo Gusto,2024-2025,46,3023,33,13,0,7,0,0,32,7,21.9,19.5,0,2036,86.4,44,17,159,1544,8077,109,40,23,52,20,38.5,88,49,52,28,8,10,32,72,3,14,32.6,10,1,35,43,7,0,202,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,0,0,,344710.0,87.66325718,Malo Gusto,Malo Gusto,100.0,Chelsea,155,595
123,Chelsea,Wesley Fofana,https://en.wikipedia.org/wiki/Wesley_Fofana_(footballer),,493,Wesley Fofana,2024-2025,64,5270,60,4,1,0,1,0,24,6,25.0,10.1,0,3497,87.8,15,0,195,3011,18612,93,59,24,53,35,66.0,110,77,64,39,7,38,114,207,5,166,61.7,19,0,76,76,3,0,350,0,0,,0,,DF,"Chelsea,Leicester City",0,0,0,0,0,0,0,0,0,,403701.0,85.20840615,Wesley Fofana,Wesley Fofana,100.0,Chelsea,156,492
134,Chelsea,Tyrique George,https://en.wikipedia.org/wiki/Tyrique_George,,537,Tyrique George,2024-2025,1,7,0,1,0,0,0,0,0,0,,,0,4,100.0,0,0,0,3,29,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,0,0,,95315.0,97.15278487,Tyrique George,Tyrique George,100.0,Chelsea,158,536
0,Chelsea,Josh Acheampong,https://en.wikipedia.org/wiki/Josh_Acheampong,,7,Joshua Acheampong,2024-2025,3,166,2,1,0,0,0,0,2,0,0.0,8.9,0,93,82.3,0,0,7,97,668,0,2,0,2,1,50.0,2,1,2,0,0,3,1,2,0,1,12.5,0,0,0,1,0,0,8,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,0,0,,,97.09020156,Joshua Acheampong,Josh Acheampong,93.75,Chelsea,159,6
194,Chelsea,Omari Kellyman,https://en.wikipedia.org/wiki/Omari_Kellyman,,754,Omari Kellyman,2023-2024,2,37,0,2,0,0,0,0,1,0,0.0,20.8,0,6,85.7,0,0,0,4,33,1,2,0,0,0,,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,,0,,FW,Aston Villa,0,0,0,0,0,0,0,0,0,,179530.0,94.5478526,Omari Kellyman,Omari Kellyman,100.0,Chelsea,160,753
149,Chelsea,Marc Guiu,https://en.wikipedia.org/wiki/Marc_Guiu,,592,Marc Guiu,2024-2025,2,34,0,2,0,0,0,0,0,0,,,0,4,50.0,0,0,0,3,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,0,0,,575773.0,82.56916319,Marc Guiu,Marc Guiu,100.0,Chelsea,161,591
211,Chelsea,Roméo Lavia,https://en.wikipedia.org/wiki/Rom%C3%A9o_Lavia,,813,Roméo Lavia,2024-2025,40,2786,34,6,1,1,1,0,13,3,23.1,26.1,0,1142,87.2,22,0,120,1025,5277,25,25,37,62,35,56.5,78,45,32,39,7,11,44,29,1,14,53.8,13,0,39,52,0,0,215,0,0,,0,,MF,"Chelsea,Manchester City,Southampton",0,0,0,0,0,0,0,0,0,,348702.0,87.76846735,Roméo Lavia,Roméo Lavia,100.0,Chelsea,163,812
84,Chelsea,David Datro Fofana,https://en.wikipedia.org/wiki/David_Datro_Fofana,,349,David Datro Fofana,2023-2024,18,949,11,7,4,1,4,0,22,11,50.0,14.7,0,124,68.1,11,1,17,211,1345,23,46,23,49,20,40.8,13,6,4,6,3,3,1,2,0,13,28.3,1,0,20,13,10,0,28,0,0,,0,,FW,"Burnley,Chelsea",0,0,0,0,0,0,0,0,0,,308120.0,89.91792856000001,David Datro Fofana,David Datro Fofana,100.0,Chelsea,165,348
161,Crystal Palace,Dean Henderson,https://en.wikipedia.org/wiki/Dean_Henderson,,629,Dean Henderson,2024-2025,108,9675,107,1,0,0,0,0,2,0,0.0,12.2,0,1857,56.7,2,0,0,1884,12211,0,5,0,0,0,,4,3,4,0,0,0,1,50,6,37,97.4,12,0,1,5,0,1,74,136,305,70.4,33,30.8,GK,"Crystal Palace,Manchester Utd,Nott'ham Forest,Sheffield Utd",0,0,0,0,0,0,0,0,0,,360985.0,85.33832729,Dean Henderson,Dean Henderson,100.0,Crystal Palace,166,628
380,Crystal Palace,Joel Ward,https://en.wikipedia.org/wiki/Joel_Ward_(footballer),,1503,Joel Ward,2024-2025,307,26350,293,14,5,7,5,0,57,24,17.5,17.6,0,5567,74.6,40,29,581,3819,16381,128,134,65,94,64,68.1,298,261,193,86,19,62,262,572,6,312,57.0,50,0,305,167,4,2,731,0,0,,0,,"DF,MF","Crystal Palace,Portsmouth",0,0,0,0,0,0,0,0,0,,69567.0,95.47537369,Joel Ward,Joel Ward,100.0,Crystal Palace,167,1502
250,Crystal Palace,Tyrick Mitchell,https://en.wikipedia.org/wiki/Tyrick_Mitchell,,974,Tyrick Mitchell,2024-2025,155,13104,150,5,3,11,3,0,31,9,29.0,12.7,0,5063,72.0,93,55,470,3789,15658,160,169,107,140,73,52.1,411,244,275,99,37,44,140,410,2,99,45.4,16,1,91,71,6,0,846,0,0,,0,,DF,Crystal Palace,0,0,0,0,0,0,0,0,0,,89463.0,93.18952905,Tyrick Mitchell,Tyrick Mitchell,100.0,Crystal Palace,168,973
209,Crystal Palace,Maxence Lacroix,https://en.wikipedia.org/wiki/Maxence_Lacroix,,801,Maxence Lacroix,2024-2025,20,1800,20,0,1,1,1,0,17,3,17.6,11.4,0,763,82.0,3,0,46,648,3066,7,14,2,11,8,72.7,41,25,31,9,1,8,36,110,1,33,55.0,4,0,23,13,1,0,96,0,0,,0,,DF,Crystal Palace,0,0,0,0,0,0,0,0,0,,100691.0,96.17126619,Maxence Lacroix,Maxence Lacroix,100.0,Crystal Palace,169,800
147,Crystal Palace,Marc Guéhi ,https://en.wikipedia.org/wiki/Marc_Gu%C3%A9hi,,587,Marc Guéhi,2024-2025,120,10552,118,2,6,3,6,0,48,16,33.3,9.8,0,6059,85.8,30,2,371,4840,23094,58,53,26,58,42,72.4,150,81,108,38,4,86,106,454,5,206,56.4,19,0,62,117,0,3,651,0,0,,0,,DF,"Chelsea,Crystal Palace",0,0,0,0,0,0,0,0,0,,1050468.0,63.50275606,Marc Guéhi,Marc Guéhi ,95.23809523809523,Crystal Palace,170,586
323,Crystal Palace,Ismaïla Sarr,https://en.wikipedia.org/wiki/Isma%C3%AFla_Sarr,,1283,Ismaila Sarr,2024-2025,73,5391,59,14,14,9,14,0,116,48,41.4,16.5,0,1025,68.9,70,21,141,1514,10656,227,190,123,198,90,45.5,37,25,14,12,11,6,33,40,0,49,35.5,6,0,48,125,31,0,273,0,0,,0,,"FW,MF","Crystal Palace,Watford",0,0,0,0,0,0,0,0,0,,,89.05184917,Ismaila Sarr,Ismaïla Sarr,91.66666666666666,Crystal Palace,171,1282
