,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team_df1,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG,Wiki,Obscurity,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
377,Fulham,Carlos Vinícius,https://en.wikipedia.org/wiki/Carlos_Vin%C3%ADcius,,1482,Carlos Vinícius,2024-2025,51,1736,16,35,8,2,8,0,38,22,57.9,11.9,0,189,63.0,14,1,20,299,1390,14,76,37,29,11,37.9,10,4,2,4,4,0,2,16,0,45,33.3,7,0,36,20,14,0,38,0,0,,0,,FW,"Fulham,Tottenham",0,0,0,0,0,0,0,0,0,,137120.0,93.88956338,Carlos Vinícius,Carlos Vinícius,100.0,Fulham,226,1481
78,Fulham,Jorge Cuenca,https://en.wikipedia.org/wiki/Jorge_Cuenca,,324,Jorge Cuenca,2024-2025,4,93,1,3,0,0,0,0,0,0,,,0,30,81.1,0,0,3,13,47,0,0,0,0,0,,1,1,1,0,0,0,1,13,0,3,75.0,0,0,0,1,0,0,3,0,0,,0,,DF,Fulham,0,0,0,0,0,0,0,0,0,,49647.0,98.40934196,Jorge Cuenca,Jorge Cuenca,100.0,Fulham,227,323
36,Fulham,Sander Berge,https://en.wikipedia.org/wiki/Sander_Berge,,153,Sander Berge,2024-2025,82,6205,71,11,3,4,2,1,40,6,15.0,16.9,0,2605,86.1,56,5,312,2094,12770,133,64,52,103,60,58.3,148,89,60,73,15,29,54,116,2,133,59.9,16,1,87,30,5,0,399,0,0,,0,,MF,"Burnley,Fulham,Sheffield Utd",0,0,0,0,0,0,0,0,0,,184703.0,91.47038207,Sander Berge,Sander Berge,100.0,Fulham,228,152
173,Fulham,Alex Iwobi,https://en.wikipedia.org/wiki/Alex_Iwobi,,680,Alex Iwobi,2024-2025,276,18705,216,60,29,33,29,0,323,129,37.8,18.1,0,6103,77.1,312,63,1043,6586,41766,700,392,257,568,321,56.5,267,161,120,122,25,11,125,132,5,46,24.1,8,0,113,95,24,0,1014,0,0,,0,,"FW,MF","Arsenal,Everton,Fulham",0,0,0,0,0,0,0,0,0,,429916.0,83.41196051,Alex Iwobi,Alex Iwobi,100.0,Fulham,229,679
287,Fulham,Andreas Pereira,https://en.wikipedia.org/wiki/Andreas_Pereira,,1134,Andreas Pereira,2024-2025,135,8741,107,28,11,18,10,1,183,62,33.9,22.2,28,2948,70.5,222,30,456,2746,14528,181,170,159,155,69,44.5,88,45,24,35,29,8,33,41,2,44,26.3,30,0,120,94,10,0,414,0,0,,0,,MF,"Fulham,Manchester Utd",0,0,0,0,0,0,0,0,0,,299612.0,86.79017535,Andreas Pereira,Andreas Pereira,100.0,Fulham,230,1133
266,Fulham,Reiss Nelson ,https://en.wikipedia.org/wiki/Reiss_Nelson,,1040,Reiss Nelson,2024-2025,61,1837,15,46,5,3,5,0,43,18,41.9,16.7,1,744,84.0,38,9,78,796,5462,110,48,37,90,40,44.4,39,24,16,11,12,3,13,16,0,3,13.6,3,0,30,31,5,0,114,0,0,,0,,FW,"Arsenal,Fulham",0,0,0,0,0,0,0,0,0,,267142.0,89.53383244,Reiss Nelson,Reiss Nelson ,96.0,Fulham,231,1039
220,Fulham,Saša Lukić,https://en.wikipedia.org/wiki/Sa%C5%A1a_Luki%C4%87,,863,Saša Lukić,2024-2025,54,2944,34,20,1,2,1,0,27,4,14.8,19.9,0,1328,87.7,21,3,113,1028,5509,48,25,15,23,14,60.9,83,42,23,47,13,12,39,40,1,29,53.7,13,0,80,37,0,0,166,0,0,,0,,MF,Fulham,0,0,0,0,0,0,0,0,0,,82216.0,95.48801741,Saša Lukić,Saša Lukić,100.0,Fulham,232,862
62,Fulham,Timothy Castagne,https://en.wikipedia.org/wiki/Timothy_Castagne,,256,Timothy Castagne,2024-2025,138,11173,122,16,6,10,6,0,52,17,32.7,12.1,0,5625,81.4,83,35,375,3880,16280,183,112,53,111,50,45.0,277,142,155,92,30,38,150,330,3,188,48.8,9,0,87,49,12,0,582,0,0,,0,,DF,"Fulham,Leicester City",0,0,0,0,0,0,0,0,0,,107782.0,92.78583247,Timothy Castagne,Timothy Castagne,100.0,Fulham,233,255
390,Fulham,Willian,"https://en.wikipedia.org/wiki/Willian_(footballer,_born_1988)",,1534,Willian,2023-2024,317,20521,233,84,47,45,40,7,330,178,36.7,19.8,32,5381,77.8,341,42,789,5349,39400,680,273,169,403,250,62.0,146,103,52,67,27,2,77,58,3,56,33.3,26,1,153,210,31,0,642,0,0,,0,,"FW,MF","Arsenal,Chelsea,Fulham",0,0,0,0,0,0,0,0,2,,464711.0,83.56460148,Willian,Willian,100.0,Fulham,234,1533
197,Fulham,Josh King,"https://en.wikipedia.org/wiki/Joshua_King_(footballer,_born_2007)",,764,Joshua King,2021-2022,204,14447,167,37,53,17,40,13,258,115,36.8,15.6,0,1872,69.8,137,18,258,2718,19580,325,370,282,450,213,47.3,105,108,31,51,23,14,50,69,1,319,45.1,13,0,277,193,35,0,478,0,0,,0,,"FW,MF","Bournemouth,Everton,Watford",0,0,0,0,0,0,0,0,0,,,99.63041133,Joshua King,Josh King,90.0,Fulham,236,763
331,Fulham,Ryan Sessegnon,https://en.wikipedia.org/wiki/Ryan_Sessegnon,,1307,Ryan Sessegnon,2024-2025,75,4508,52,23,4,8,4,0,53,18,34.0,14.7,0,1308,71.2,55,9,118,1231,7339,124,123,76,104,47,45.2,69,48,33,26,10,6,36,105,2,45,39.1,6,0,60,37,29,0,245,0,0,,0,,"FW,DF","Fulham,Tottenham",0,0,0,0,0,0,0,0,0,,293746.0,88.27385156,Ryan Sessegnon,Ryan Sessegnon,100.0,Fulham,237,1306
94,Fulham,Issa Diop,https://en.wikipedia.org/wiki/Issa_Diop_(footballer),,390,Issa Diop,2024-2025,155,12585,138,17,7,2,7,0,45,19,42.2,10.5,0,5338,84.9,15,0,320,4246,23911,52,51,16,30,21,70.0,204,120,136,65,3,135,197,647,9,269,60.9,23,1,102,55,9,3,646,0,0,,0,,DF,"Fulham,West Ham",0,0,0,0,0,0,0,0,0,,61562.0,94.06893409,Issa Diop,Issa Diop,100.0,Fulham,238,389
341,Fulham,Emile Smith Rowe,https://en.wikipedia.org/wiki/Emile_Smith_Rowe,,1342,Emile Smith Rowe,2024-2025,101,5346,60,41,16,11,16,0,96,38,39.6,15.8,0,2243,86.5,85,3,274,1989,11072,176,112,53,123,62,50.4,59,31,22,24,13,4,37,35,1,19,28.4,2,0,26,55,11,0,253,0,0,,0,,"FW,MF","Arsenal,Fulham",0,0,0,0,0,0,0,0,0,,531985.0,80.15169067,Emile Smith Rowe,Emile Smith Rowe,100.0,Fulham,239,1341
306,Fulham,Antonee Robinson ,https://en.wikipedia.org/wiki/Antonee_Robinson,,1217,Antonee Robinson,2024-2025,123,10585,119,4,0,16,0,0,42,13,31.0,21.9,0,4970,73.6,115,97,425,4167,26155,391,158,71,285,153,53.7,261,163,167,76,18,29,214,343,6,145,61.2,22,1,107,67,11,2,693,0,0,,0,,DF,Fulham,0,0,0,0,0,0,0,0,0,,386272.0,84.25493579,Antonee Robinson,Antonee Robinson ,96.96969696969697,Fulham,240,1216
140,Liverpool,Joe Gomez,https://en.wikipedia.org/wiki/Joe_Gomez_(footballer),,561,Joe Gomez,2024-2025,149,10098,108,41,0,5,0,0,40,7,17.5,20.3,0,7185,84.9,58,21,624,5821,28159,156,86,41,91,62,68.1,200,142,109,73,18,45,145,319,9,242,58.2,26,0,111,63,2,0,691,0,0,,0,,DF,Liverpool,0,0,0,0,0,0,0,1,1,,629922.0,76.22043785,Joe Gomez,Joe Gomez,100.0,Liverpool,242,560
109,Liverpool,Wataru Endō,https://en.wikipedia.org/wiki/Wataru_End%C5%8D,,446,Wataru Endo,2024-2025,38,1805,20,18,1,0,1,0,10,3,30.0,22.0,0,1211,88.3,17,2,108,927,3609,10,30,23,17,11,64.7,52,31,12,34,6,2,22,33,3,31,51.7,10,0,56,29,0,0,115,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,,,79.36260195,Wataru Endo,Wataru Endō,90.9090909090909,Liverpool,243,445
372,Liverpool,Virgil van Dijk ,https://en.wikipedia.org/wiki/Virgil_van_Dijk,,1466,Virgil van Dijk,2024-2025,286,25393,285,1,23,8,23,0,238,88,32.8,13.0,5,16471,90.0,56,0,1068,12803,54481,130,37,17,41,30,73.2,197,147,117,68,12,119,321,1022,11,935,75.8,20,3,146,119,7,0,1188,0,0,,0,,DF,"Liverpool,Southampton",0,0,0,1,3,0,0,1,1,,1701881.0,44.37063482,Virgil van Dijk,Virgil van Dijk ,96.7741935483871,Liverpool,244,1465
202,Liverpool,Ibrahima Konaté,https://en.wikipedia.org/wiki/Ibrahima_Konat%C3%A9,,780,Ibrahima Konaté,2024-2025,67,5425,60,7,1,2,1,0,37,7,18.9,10.9,0,3865,88.3,16,0,293,3109,14973,54,28,11,29,19,65.5,110,71,70,37,3,34,70,211,7,203,72.5,16,1,78,40,1,1,325,0,0,,0,,DF,Liverpool,0,0,0,0,0,0,0,0,0,,466553.0,83.1641245,Ibrahima Konaté,Ibrahima Konaté,100.0,Liverpool,245,779
92,Liverpool,Luis Díaz,"https://en.wikipedia.org/wiki/Luis_D%C3%ADaz_(footballer,_born_1997)",,386,Luis Díaz,2024-2025,88,5922,70,18,24,12,24,0,203,72,35.5,15.2,0,2074,83.9,124,11,262,2288,16374,288,157,164,323,158,48.9,77,52,18,39,20,0,16,16,1,56,34.4,7,0,119,98,32,0,285,0,0,,0,,FW,Liverpool,0,0,0,0,0,0,0,0,0,,821993.0,71.47944166,Luis Díaz,Luis Díaz,100.0,Liverpool,246,385
352,Liverpool,Dominik Szoboszlai,https://en.wikipedia.org/wiki/Dominik_Szoboszlai,,1394,Dominik Szoboszlai,2024-2025,53,3472,40,13,6,4,6,0,100,27,27.0,21.6,8,1964,83.5,86,10,232,1544,8121,123,48,35,79,37,46.8,48,28,18,18,12,4,22,24,1,28,46.7,7,0,55,41,4,0,251,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,,715031.0,76.01378801,Dominik Szoboszlai,Dominik Szoboszlai,100.0,Liverpool,247,1393
272,Liverpool,Darwin Núñez,https://en.wikipedia.org/wiki/Darwin_N%C3%BA%C3%B1ez,,1064,Darwin Núñez,2024-2025,82,4546,48,34,24,13,24,0,216,91,42.1,15.0,0,705,67.4,67,1,100,990,6283,138,107,69,103,41,39.8,49,31,13,17,19,6,7,30,0,81,38.2,16,1,73,44,58,0,130,0,0,,0,,FW,Liverpool,0,0,0,0,0,0,0,0,0,,1365029.0,54.92432178,Darwin Núñez,Darwin Núñez,100.0,Liverpool,248,1063
222,Liverpool,Alexis Mac Allister,https://en.wikipedia.org/wiki/Alexis_Mac_Allister,,870,Alexis Mac Allister,2024-2025,152,10645,120,32,22,13,13,9,234,56,23.9,22.1,16,5367,84.4,175,7,691,4357,19380,182,171,134,208,111,53.4,329,188,106,176,47,23,93,77,3,101,49.3,25,1,180,187,5,1,732,0,0,,0,,"MF,FW","Brighton,Liverpool",0,0,0,0,0,1,0,0,0,,1042455.0,63.19903498,Alexis Mac Allister,Alexis Mac Allister,100.0,Liverpool,249,869
315,Liverpool,Mohamed Salah,https://en.wikipedia.org/wiki/Mohamed_Salah,,1264,Mohamed Salah,2024-2025,285,23173,261,24,176,82,146,30,967,409,41.7,15.6,17,6469,75.3,488,41,956,8180,46779,878,768,626,857,413,48.2,134,69,23,51,60,3,37,38,2,81,23.4,10,0,142,208,135,0,745,0,0,,0,,FW,"Chelsea,Liverpool",0,3,0,1,3,0,0,1,1,,3108363.0,4.098225609,Mohamed Salah,Mohamed Salah,100.0,Liverpool,250,1263
65,Liverpool,Federico Chiesa,https://en.wikipedia.org/wiki/Federico_Chiesa,,272,Federico Chiesa,2024-2025,3,28,0,3,0,0,0,0,2,1,50.0,21.8,0,15,83.3,0,0,1,18,67,2,1,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,3,0,0,,0,,FW,Liverpool,0,0,0,0,0,0,1,0,0,,1253817.0,62.36607709,Federico Chiesa,Federico Chiesa,100.0,Liverpool,251,271
183,Liverpool,Curtis Jones,https://en.wikipedia.org/wiki/Curtis_Jones_(footballer),,711,Curtis Jones,2024-2025,104,5254,60,44,10,7,10,0,98,38,38.8,18.5,0,3384,91.1,58,4,356,2958,15073,144,93,141,142,84,59.2,113,61,31,54,28,6,40,38,1,40,44.0,8,1,70,78,9,0,319,0,0,,0,,"FW,MF",Liverpool,0,0,0,0,0,0,0,0,1,,636811.0,76.80534434,Curtis Jones,Curtis Jones,100.0,Liverpool,252,710
130,Liverpool,Cody Gakpo,https://en.wikipedia.org/wiki/Cody_Gakpo,,524,Cody Gakpo,2024-2025,78,4340,48,30,23,10,23,0,146,52,35.6,15.2,0,1063,76.3,76,12,170,1333,7921,115,112,81,143,78,54.5,74,43,16,36,22,6,24,21,1,70,52.2,5,0,68,87,20,0,187,0,0,,0,,"FW,MF",Liverpool,0,0,0,0,0,0,0,0,0,,940584.0,68.13745479,Cody Gakpo,Cody Gakpo,100.0,Liverpool,253,523
108,Liverpool,Harvey Elliott,https://en.wikipedia.org/wiki/Harvey_Elliott,,439,Harvey Elliott,2024-2025,85,3421,33,52,4,9,4,0,98,30,30.6,19.8,2,1942,81.7,76,19,321,1738,9227,112,52,33,75,31,41.3,60,37,17,28,15,2,25,18,0,15,32.6,4,0,23,44,4,0,238,0,0,,0,,MF,"Fulham,Liverpool",0,0,0,0,0,0,0,0,0,,660648.0,76.57911814,Harvey Elliott,Harvey Elliott,100.0,Liverpool,254,438
185,Liverpool,Diogo Jota,https://en.wikipedia.org/wiki/Diogo_Jota,,719,Diogo Jota,2024-2025,177,11020,128,49,62,19,62,0,364,148,40.7,13.1,0,2835,73.7,153,12,351,3380,23869,496,355,208,465,208,44.7,159,87,57,71,31,4,47,50,2,157,32.6,26,1,206,221,21,0,546,0,0,,0,,"FW,MF","Liverpool,Wolves",0,0,0,0,0,0,0,0,0,,652744.0,75.30193272,Diogo Jota,Diogo Jota,100.0,Liverpool,255,718
368,Liverpool,Kostas Tsimikas,https://en.wikipedia.org/wiki/Kostas_Tsimikas,,1450,Kostas Tsimikas,2024-2025,58,2677,29,29,0,10,0,0,20,5,25.0,17.7,0,1624,76.3,65,15,143,1255,6818,105,34,18,52,18,34.6,73,41,39,19,15,6,32,59,2,26,41.9,7,0,50,23,1,0,171,0,0,,0,,"DF,FW",Liverpool,0,0,0,0,0,0,0,0,0,,227461.0,90.86073947,Kostas Tsimikas,Kostas Tsimikas,100.0,Liverpool,256,1449
305,Liverpool,Andrew Robertson,https://en.wikipedia.org/wiki/Andrew_Robertson,,1216,Andrew Robertson,2024-2025,296,24285,273,23,11,59,11,0,125,40,29.6,17.0,0,14716,80.6,398,125,1455,11840,57552,749,234,89,251,124,49.4,347,249,165,133,49,41,234,445,8,166,51.9,34,2,159,82,31,0,1336,0,0,,0,,"DF,MF","Hull City,Liverpool",0,0,0,0,2,0,0,1,1,,576547.0,79.40320666,Andrew Robertson,Andrew Robertson,100.0,Liverpool,257,1215
142,Liverpool,Ryan Gravenberch,https://en.wikipedia.org/wiki/Ryan_Gravenberch,,572,Ryan Gravenberch,2024-2025,48,3016,34,14,1,2,1,0,35,11,31.4,21.8,0,1518,87.4,35,1,195,1324,7075,82,75,25,92,44,47.8,64,31,17,31,16,8,50,41,0,27,58.7,4,0,51,46,0,0,190,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,,530601.0,81.87119263,Ryan Gravenberch,Ryan Gravenberch,100.0,Liverpool,258,571
176,Liverpool,Vítězslav Jaroš,https://en.wikipedia.org/wiki/V%C3%ADt%C4%9Bzslav_Jaro%C5%A1,,694,Vitezslav Jaros,2024-2025,1,12,0,1,0,0,0,0,0,0,,,0,6,75.0,0,0,0,7,29,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,100.0,1,0.0,GK,Liverpool,0,0,0,0,0,0,0,0,0,,,93.28902733,Vitezslav Jaros,Vítězslav Jaroš,80.0,Liverpool,259,693
193,Liverpool,Caoimhín Kelleher,https://en.wikipedia.org/wiki/Caoimh%C3%ADn_Kelleher,,751,Caoimhín Kelleher,2024-2025,23,2070,23,0,0,0,0,0,0,0,,,0,737,80.4,1,0,1,720,3003,0,1,0,1,1,100.0,1,1,1,0,0,0,0,7,3,6,100.0,0,0,0,2,0,0,35,27,67,71.3,7,30.4,GK,Liverpool,0,0,0,0,0,0,0,1,0,,693380.0,77.98217596,Caoimhín Kelleher,Caoimhín Kelleher,100.0,Liverpool,260,750
11,Liverpool,Trent Alexander-Arnold ,https://en.wikipedia.org/wiki/Trent_Alexander-Arnold,,36,Trent Alexander-Arnold,2024-2025,247,20004,227,20,16,64,16,0,308,76,24.7,24.1,61,13909,73.7,504,180,1611,11636,49528,487,256,120,329,173,52.6,393,257,227,117,49,40,299,412,14,82,37.6,30,0,122,56,34,0,1529,0,0,,0,,DF,Liverpool,0,0,0,0,3,0,0,1,1,,1197524.0,58.74728938,Trent Alexander-Arnold,Trent Alexander-Arnold ,97.77777777777777,Liverpool,261,35
291,Liverpool,Jarell Quansah,https://en.wikipedia.org/wiki/Jarell_Quansah,,1173,Jarell Quansah,2024-2025,22,1418,15,7,2,0,2,0,6,4,66.7,10.6,0,1189,88.6,3,0,73,1018,5675,15,6,4,9,5,55.6,34,29,24,9,1,11,20,49,1,50,64.1,2,0,15,3,0,0,77,0,0,,0,,DF,Liverpool,0,0,0,0,0,0,0,0,0,,627927.0,80.01281091,Jarell Quansah,Jarell Quansah,100.0,Liverpool,262,1172
255,Liverpool,Tyler Morton,https://en.wikipedia.org/wiki/Tyler_Morton,,999,Tyler Morton,2024-2025,2,66,1,1,0,0,0,0,0,0,,,0,30,85.7,0,0,4,24,54,0,2,0,0,0,,0,0,0,0,0,0,3,0,0,2,40.0,1,0,1,0,0,0,5,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,,151138.0,95.4103992,Tyler Morton,Tyler Morton,100.0,Liverpool,263,998
47,Liverpool,Conor Bradley,https://en.wikipedia.org/wiki/Conor_Bradley,,186,Conor Bradley,2024-2025,19,994,11,8,1,3,1,0,18,7,38.9,16.2,0,588,81.1,15,3,40,497,2865,46,20,11,34,16,47.1,37,27,15,14,8,1,12,27,0,13,68.4,3,0,12,16,2,1,67,0,0,,0,,"DF,MF",Liverpool,0,0,0,0,0,0,0,0,0,,1104224.0,65.8360141,Conor Bradley,Conor Bradley,100.0,Liverpool,264,185
333,Luton Town,James Shea,https://en.wikipedia.org/wiki/James_Shea,,1313,James Shea,2023-2024,1,15,0,1,0,0,0,0,0,0,,,0,6,66.7,0,0,0,3,29,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,2,100.0,0,0.0,GK,Luton Town,0,0,0,0,0,0,0,0,0,,29889.0,99.14372305,James Shea,James Shea,100.0,Luton Town,266,1312
32,Luton Town,Amari'i Bell ,https://en.wikipedia.org/wiki/Amari%27i_Bell,,136,Amari'i Bell,2023-2024,21,1720,21,0,0,0,0,0,2,2,100.0,18.8,0,645,77.2,8,0,76,584,3640,32,18,5,27,10,37.0,50,33,30,19,1,15,25,60,1,20,47.6,0,0,22,16,0,0,98,0,0,,0,,DF,Luton Town,0,0,0,0,0,0,0,0,0,,42455.0,97.91514663,Amari'i Bell,Amari'i Bell ,96.0,Luton Town,268,135
219,Luton Town,Tom Lockyer ,https://en.wikipedia.org/wiki/Tom_Lockyer,,843,Tom Lockyer,2023-2024,14,1169,14,0,1,1,1,0,7,1,14.3,8.5,0,301,71.3,3,0,37,269,1504,6,6,2,6,4,66.7,25,16,17,6,2,13,23,68,0,31,66.0,4,0,15,10,0,1,89,0,0,,0,,DF,Luton Town,0,0,0,0,0,0,0,0,0,,175820.0,94.12662289,Tom Lockyer,Tom Lockyer ,95.65217391304348,Luton Town,269,842
187,Luton Town,Mads Juel Andersen,https://en.wikipedia.org/wiki/Mads_Juel_Andersen,,722,Mads Juel Andersen,2023-2024,8,400,4,4,1,0,1,0,3,1,33.3,9.2,0,87,74.4,0,0,7,58,301,0,6,0,1,0,0.0,6,5,4,2,0,6,8,29,0,11,68.8,1,0,6,2,0,0,25,0,0,,0,,DF,Luton Town,0,0,0,0,0,0,0,0,0,,23193.0,99.04278206,Mads Juel Andersen,Mads Juel Andersen,100.0,Luton Town,270,721
256,Luton Town,Victor Moses,https://en.wikipedia.org/wiki/Victor_Moses,,1000,Victor Moses,2018-2019,220,13380,151,69,20,18,19,1,80,99,32.5,16.8,0,825,72.7,21,10,66,701,4216,96,21,22,56,32,57.1,37,71,21,13,3,4,56,39,2,28,40.6,16,0,166,60,12,0,143,0,0,,0,,"DF,FW","Chelsea,Liverpool,Stoke City,West Ham,Wigan Athletic",0,0,0,0,0,0,0,0,1,,461308.0,81.4801487,Victor Moses,Victor Moses,100.0,Luton Town,272,999
254,Luton Town,Carlton Morris ,https://en.wikipedia.org/wiki/Carlton_Morris,,994,Carlton Morris,2023-2024,38,2862,32,6,11,4,6,5,66,26,39.4,13.5,0,484,64.4,22,0,56,548,2855,37,54,53,55,31,56.4,15,8,4,6,5,5,1,53,0,133,44.0,4,0,49,43,9,0,71,0,0,,0,,"FW,MF",Luton Town,0,0,0,0,0,0,0,0,0,,128425.0,94.61884501,Carlton Morris,Carlton Morris ,96.55172413793103,Luton Town,274,993
3,Luton Town,Elijah Adebayo,https://en.wikipedia.org/wiki/Elijah_Adebayo,,12,Elijah Adebayo,2023-2024,27,1419,16,11,10,0,10,0,31,14,45.2,9.6,0,144,70.6,14,0,23,265,1516,16,62,34,67,18,26.9,4,1,1,0,3,2,6,25,0,43,50.0,1,0,27,16,13,0,34,0,0,,0,,FW,Luton Town,0,0,0,0,0,0,0,0,0,,259144.0,91.03324415,Elijah Adebayo,Elijah Adebayo,100.0,Luton Town,275,11
264,Luton Town,Marvelous Nakamba,https://en.wikipedia.org/wiki/Marvelous_Nakamba,,1028,Marvelous Nakamba,2023-2024,71,4619,51,20,0,0,0,0,14,2,14.3,27.4,0,1586,84.0,23,1,126,1175,5515,17,57,26,49,35,71.4,149,85,80,59,10,26,79,75,6,42,43.3,18,0,74,52,0,0,385,0,0,,0,,MF,"Aston Villa,Luton Town",0,0,0,0,0,0,0,0,0,,53699.0,95.85262212,Marvelous Nakamba,Marvelous Nakamba,100.0,Luton Town,277,1027
67,Luton Town,Tahith Chong,https://en.wikipedia.org/wiki/Tahith_Chong,,277,Tahith Chong,2023-2024,38,2057,20,18,4,0,4,0,34,8,23.5,16.4,0,449,77.5,10,8,77,553,3774,61,62,42,75,27,36.0,36,22,19,13,4,6,8,12,1,9,27.3,4,0,23,67,4,0,106,0,0,,0,,FW,"Luton Town,Manchester Utd",0,0,0,0,0,0,0,0,0,,255373.0,90.71319308,Tahith Chong,Tahith Chong,100.0,Luton Town,278,276
244,Luton Town,Teden Mengi,https://en.wikipedia.org/wiki/Teden_Mengi,,956,Teden Mengi,2023-2024,30,2469,28,2,1,0,1,0,11,4,36.4,17.6,0,728,77.6,6,0,54,596,3222,15,22,5,11,7,63.6,54,22,33,20,1,27,57,140,1,60,58.3,3,0,35,7,1,0,126,0,0,,0,,DF,Luton Town,0,0,0,0,0,0,0,0,0,,115093.0,95.33158751,Teden Mengi,Teden Mengi,100.0,Luton Town,279,955
54,Luton Town,Reece Burke,https://en.wikipedia.org/wiki/Reece_Burke,,214,Reece Burke,2023-2024,27,2075,24,3,0,4,0,0,13,3,23.1,14.3,0,547,76.1,13,3,67,455,2080,11,18,5,8,4,50.0,37,23,17,14,6,18,18,78,1,46,59.0,5,0,23,12,1,0,62,0,0,,0,,DF,"Luton Town,West Ham",0,0,0,0,0,0,0,0,0,,33540.0,97.95290893,Reece Burke,Reece Burke,100.0,Luton Town,280,213
69,Luton Town,Jordan Clark,https://en.wikipedia.org/wiki/Jordan_Clark_(English_footballer),,287,Jordan Clark,2023-2024,23,1304,14,9,1,1,1,0,17,4,23.5,16.9,0,369,71.9,12,4,51,385,2122,21,25,21,42,12,28.6,30,17,14,11,5,3,11,15,1,18,54.5,4,0,14,26,5,0,59,0,0,,0,,MF,Luton Town,0,0,0,0,0,0,0,0,0,,46993.0,97.69630695,Jordan Clark,Jordan Clark,100.0,Luton Town,281,286
51,Luton Town,Jacob Brown,https://en.wikipedia.org/wiki/Jacob_Brown_(footballer),,200,Jacob Brown,2023-2024,19,1019,12,7,2,0,2,0,26,6,23.1,14.1,0,136,55.1,8,1,19,200,1112,25,24,25,25,6,24.0,19,12,7,7,5,1,8,22,0,43,44.3,4,0,19,19,6,0,56,0,0,,0,,"MF,FW",Luton Town,0,0,0,0,0,0,0,0,0,,43314.0,97.96936051,Jacob Brown,Jacob Brown,100.0,Luton Town,282,199
206,Luton Town,Tim Krul,https://en.wikipedia.org/wiki/Tim_Krul,,793,Tim Krul,2023-2024,222,19912,221,1,0,1,0,0,0,0,,,0,1843,69.4,1,0,2,1563,8146,0,2,1,1,0,0.0,1,1,1,0,0,0,1,23,5,21,84.0,10,0,1,6,0,2,49,371,712,66.6,51,23.1,GK,"Brighton,Luton Town,Newcastle Utd,Norwich City",0,0,0,0,0,0,0,0,0,,139141.0,91.64937042,Tim Krul,Tim Krul,100.0,Luton Town,286,792
191,Luton Town,Thomas Kaminski,https://en.wikipedia.org/wiki/Thomas_Kaminski,,739,Thomas Kaminski,2023-2024,38,3405,38,0,0,0,0,0,0,0,,,0,869,59.2,1,0,1,805,4663,0,1,0,2,2,100.0,2,1,2,0,0,0,0,14,2,4,100.0,3,0,0,3,0,0,63,85,140,63.3,2,5.3,GK,Luton Town,0,0,0,0,0,0,0,0,0,,104555.0,95.35398435,Thomas Kaminski,Thomas Kaminski,100.0,Luton Town,287,738
27,Luton Town,Shandon Baptiste,https://en.wikipedia.org/wiki/Shandon_Baptiste,,115,Shandon Baptiste,2023-2024,55,1757,15,40,2,2,2,0,18,7,38.9,17.6,0,570,82.3,23,5,79,556,2644,25,45,20,52,31,59.6,33,17,17,12,4,3,21,28,0,16,34.0,6,2,20,23,2,0,124,0,0,,0,,MF,Brentford,0,0,0,0,0,0,0,0,0,,38283.0,96.8161521,Shandon Baptiste,Shandon Baptiste,100.0,Luton Town,289,114
155,Luton Town,Daiki Hashioka,https://en.wikipedia.org/wiki/Daiki_Hashioka,,616,Daiki Hashioka,2023-2024,10,595,6,4,0,0,0,0,2,0,0.0,18.1,0,227,80.5,3,3,21,184,799,3,8,6,2,1,50.0,11,5,6,4,1,7,8,20,0,12,50.0,0,0,10,6,0,2,26,0,0,,0,,DF,Luton Town,0,0,0,0,0,0,0,0,0,,103659.0,96.50099293,Daiki Hashioka,Daiki Hashioka,100.0,Luton Town,290,615
