,Unnamed: 0,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team_df1,MVP,ROY,DPOY,All_NBA,Champ,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index,Team_Pageviews
252,2,Miami Heat,Bam Adebayo,https://en.wikipedia.org/wiki/Bam_Adebayo,802836.0,3,Bam Adebayo,2024-25,529,425,3,16031,3130,5809,3079,5604,51,205,1830,2431,1175,3488,4663,1891,568,468,1141,1289,8141,0.539,0.549,0.249,0.753,0.592,0.543,C-F,MIA,0,0,0,0,0,1087179.0,Bam Adebayo,Bam Adebayo,100.0,Miami Heat,267,2,663944
253,10,Miami Heat,Kyle Anderson,https://en.wikipedia.org/wiki/Kyle_Anderson_(basketball),401299.0,15,Kyle Anderson,2024-25,686,307,0,14825,1838,3851,1553,3013,285,838,735,1031,525,2439,2964,1910,685,426,695,1064,4696,0.477,0.515,0.34,0.713,0.545,0.514,F-G,"GSW,MEM,MIA,MIN,SAS",0,0,0,0,0,183692.0,Kyle Anderson,Kyle Anderson,100.0,Miami Heat,268,14,663944
254,61,Miami Heat,Alec Burks,https://en.wikipedia.org/wiki/Alec_Burks,191543.0,110,Alec Burks,2024-25,766,144,0,17101,2684,6471,1764,4079,920,2392,1842,2286,420,2148,2568,1492,517,156,883,1372,8130,0.415,0.432,0.385,0.806,0.544,0.486,G,"CLE,DET,GSW,MIA,NYK,PHI,SAC,UTA",0,0,0,0,0,0.0,Alec Burks,Alec Burks,100.0,Miami Heat,269,109,663944
255,82,Miami Heat,Josh Christopher,https://en.wikipedia.org/wiki/Josh_Christopher,97898.0,148,Josh Christopher,2024-25,144,4,0,2142,379,834,302,555,77,279,129,175,72,187,259,227,98,29,178,157,964,0.454,0.544,0.276,0.737,0.529,0.501,G,"HOU,MIA",0,0,0,0,0,654364.0,Josh Christopher,Josh Christopher,100.0,Miami Heat,270,147,663944
256,190,Miami Heat,Tyler Herro,https://en.wikipedia.org/wiki/Tyler_Herro,373894.0,336,Tyler Herro,2024-25,325,181,0,10486,2231,5011,1338,2714,893,2297,778,893,132,1504,1636,1243,223,57,710,464,6133,0.445,0.493,0.389,0.871,0.567,0.534,G,MIA,0,0,0,0,0,2299299.0,Tyler Herro,Tyler Herro,100.0,Miami Heat,271,335,663944
257,193,Miami Heat,Haywood Highsmith,https://en.wikipedia.org/wiki/Haywood_Highsmith,61165.0,339,Haywood Highsmith,2024-25,183,70,0,3511,369,814,195,357,174,457,54,95,167,391,558,169,131,75,115,294,966,0.453,0.546,0.381,0.568,0.564,0.56,F,"MIA,PHI",0,0,0,0,0,35716.0,Haywood Highsmith,Haywood Highsmith,100.0,Miami Heat,272,338,663944
258,223,Miami Heat,Jaime Jaquez Jr.,https://en.wikipedia.org/wiki/Jaime_Jaquez_Jr.,474778.0,389,Jaime Jaquez Jr.,2024-25,112,30,0,2987,471,989,380,707,91,282,212,271,128,333,461,295,125,26,169,226,1245,0.476,0.537,0.323,0.782,0.562,0.522,G-F,MIA,0,0,0,0,0,421000.0,Jaime Jaquez Jr.,Jaime Jaquez Jr.,100.0,Miami Heat,273,388,663944
259,235,Miami Heat,Keshad Johnson,https://en.wikipedia.org/wiki/Keshad_Johnson,37266.0,405,Keshad Johnson,2024-25,9,0,0,53,6,10,5,6,1,4,1,4,1,14,15,3,1,4,3,5,14,0.6,0.833,0.25,0.25,0.595,0.65,F,MIA,0,0,0,0,0,20748.0,Keshad Johnson,Keshad Johnson,100.0,Miami Heat,274,404,663944
260,249,Miami Heat,Nikola Jović,https://en.wikipedia.org/wiki/Nikola_Jovi%C4%87,325203.0,424,Nikola Jović,2024-25,93,56,0,1833,265,595,144,268,121,327,108,134,54,293,347,183,59,25,86,148,759,0.445,0.537,0.37,0.806,0.58,0.547,G-F,MIA,0,0,0,0,0,239000.0,Nikola Jović,Nikola Jović,100.0,Miami Heat,275,423,663944
261,269,Miami Heat,Pelle Larsson,https://en.wikipedia.org/wiki/Pelle_Larsson,98496.0,453,Pelle Larsson,2024-25,25,0,0,323,37,79,26,43,11,36,17,27,11,27,38,27,12,2,11,43,102,0.468,0.605,0.306,0.63,0.561,0.538,G,MIA,0,0,0,0,0,44610.0,Pelle Larsson,Pelle Larsson,100.0,Miami Heat,276,452,663944
262,283,Miami Heat,Kevin Love,https://en.wikipedia.org/wiki/Kevin_Love,617651.0,478,Kevin Love,2024-25,946,690,5,27452,5068,11568,3397,7035,1671,4533,3596,4342,2211,7267,9478,2170,576,366,1678,1836,15403,0.438,0.483,0.369,0.828,0.571,0.51,F-C,"CLE,MIA,MIN",0,0,0,2,1,3380873.0,Kevin Love,Kevin Love,100.0,Miami Heat,277,477,663944
263,325,Miami Heat,Davion Mitchell,https://en.wikipedia.org/wiki/Davion_Mitchell,147664.0,541,Davion Mitchell,2024-25,264,49,0,5531,764,1769,510,995,254,774,134,193,83,357,440,798,143,50,281,434,1916,0.432,0.513,0.328,0.694,0.517,0.504,G,"MIA,SAC,TOR",0,0,0,0,0,199435.0,Davion Mitchell,Davion Mitchell,100.0,Miami Heat,278,540,663944
264,393,Miami Heat,Duncan Robinson,https://en.wikipedia.org/wiki/Duncan_Robinson,121319.0,665,Duncan Robinson,2024-25,388,267,0,10133,1487,3441,380,648,1107,2793,318,364,78,959,1037,706,204,73,377,904,4399,0.432,0.586,0.396,0.874,0.611,0.593,G-F,MIA,0,0,0,0,0,282946.0,Duncan Robinson,Duncan Robinson,100.0,Miami Heat,279,664,663944
265,399,Miami Heat,Terry Rozier,https://en.wikipedia.org/wiki/Terry_Rozier,310139.0,674,Terry Rozier,2024-25,638,378,0,17760,3278,7811,1956,4173,1322,3638,1141,1373,423,2101,2524,2278,601,163,877,954,9019,0.42,0.469,0.363,0.831,0.536,0.504,G,"BOS,CHO,MIA",0,0,0,0,0,544084.0,Terry Rozier,Terry Rozier,100.0,Miami Heat,280,673,663944
266,427,Miami Heat,Dru Smith,https://en.wikipedia.org/wiki/Dru_Smith,27592.0,722,Dru Smith,2024-25,38,2,0,557,64,139,36,73,28,66,15,18,20,54,74,59,40,13,25,65,171,0.46,0.493,0.424,0.833,0.582,0.561,G,"BRK,MIA",0,0,0,0,0,10845.0,Dru Smith,Dru Smith,100.0,Miami Heat,281,721,663944
267,481,Miami Heat,Kel'el Ware,https://en.wikipedia.org/wiki/Kel%27el_Ware,138610.0,805,Kel'el Ware,2024-25,26,0,0,364,78,135,64,100,14,35,19,27,25,79,104,15,12,24,13,30,189,0.578,0.64,0.4,0.704,0.643,0.63,C,MIA,0,0,0,0,0,72918.0,Kel'el Ware,Kel'el Ware,100.0,Miami Heat,283,804,663944
268,494,Miami Heat,Andrew Wiggins,https://en.wikipedia.org/wiki/Andrew_Wiggins,648966.0,828,Andrew Wiggins,2024-25,741,729,1,25079,5098,11337,4004,8269,1094,3068,2402,3316,961,2354,3315,1678,715,496,1371,1613,13692,0.45,0.484,0.357,0.724,0.535,0.498,F-G,"GSW,MIA,MIN",0,1,0,0,1,2091425.0,Andrew Wiggins,Andrew Wiggins,100.0,Miami Heat,284,827,663944
269,11,Milwaukee Bucks,Giannis Antetokounmpo,https://en.wikipedia.org/wiki/Giannis_Antetokounmpo,2382282.0,16,Giannis Antetokounmpo,2024-25,827,762,8,27166,7171,13075,6639,11204,532,1871,4730,6802,1529,6622,8151,4066,930,1034,2504,2459,19604,0.548,0.593,0.284,0.695,0.61,0.569,F-G,MIL,2,0,1,8,1,15993792.0,Giannis Antetokounmpo,Giannis Antetokounmpo,100.0,Milwaukee Bucks,285,15,657856
270,46,Milwaukee Bucks,Jamaree Bouyea,https://en.wikipedia.org/wiki/Jamaree_Bouyea,25909.0,78,Jamaree Bouyea,2023-24,14,0,0,166,16,42,13,27,3,15,1,2,4,21,25,15,5,2,13,16,36,0.381,0.481,0.2,0.5,0.42,0.417,G,"MIA,POR,SAS,WAS",0,0,0,0,0,11677.0,Jamaree Bouyea,Jamaree Bouyea,100.0,Milwaukee Bucks,286,77,657856
271,95,Milwaukee Bucks,Pat Connaughton,https://en.wikipedia.org/wiki/Pat_Connaughton,110713.0,164,Pat Connaughton,2024-25,575,71,0,11166,1261,2900,591,1016,670,1884,268,347,400,1574,1974,795,278,154,317,678,3460,0.435,0.582,0.356,0.772,0.567,0.55,G,"MIL,POR",0,0,0,0,1,177248.0,Pat Connaughton,Pat Connaughton,100.0,Milwaukee Bucks,287,163,657856
272,165,Milwaukee Bucks,A.J. Green,https://en.wikipedia.org/wiki/A._J._Green_(basketball),98982.0,291,A.J. Green,2024-25,129,5,0,1786,237,547,36,74,201,473,33,37,25,173,198,100,34,8,42,162,708,0.433,0.486,0.425,0.892,0.628,0.617,G,MIL,0,0,0,0,0,0.0,A.J. Green,A.J. Green,100.0,Milwaukee Bucks,288,290,657856
273,215,Milwaukee Bucks,Andre Jackson Jr.,https://en.wikipedia.org/wiki/Andre_Jackson_Jr.,99721.0,376,Andre Jackson Jr.,2024-25,96,39,0,1247,107,229,69,125,38,104,15,24,85,150,235,106,39,17,69,178,267,0.467,0.552,0.365,0.625,0.557,0.55,G,MIL,0,0,0,0,0,0.0,Andre Jackson Jr.,Andre Jackson Jr.,100.0,Milwaukee Bucks,289,375,657856
274,266,Milwaukee Bucks,Kyle Kuzma,https://en.wikipedia.org/wiki/Kyle_Kuzma,407767.0,448,Kyle Kuzma,2024-25,500,368,0,15577,3270,7264,2293,4341,977,2923,1074,1477,513,2657,3170,1354,286,267,1086,1043,8591,0.45,0.528,0.334,0.727,0.543,0.517,F,"LAL,MIL,WAS",0,0,0,0,1,4757949.0,Kyle Kuzma,Kyle Kuzma,100.0,Milwaukee Bucks,290,447,657856
275,278,Milwaukee Bucks,Damian Lillard,https://en.wikipedia.org/wiki/Damian_Lillard,996490.0,468,Damian Lillard,2024-25,876,876,8,31749,7084,16159,4359,8826,2725,7333,5108,5686,523,3199,3722,5901,847,263,2477,1674,22001,0.438,0.494,0.372,0.898,0.589,0.523,G,"MIL,POR",0,1,0,7,0,10264886.0,Damian Lillard,Damian Lillard,100.0,Milwaukee Bucks,291,467,657856
276,280,Milwaukee Bucks,Chris Livingston,https://en.wikipedia.org/wiki/Chris_Livingston,55679.0,472,Chris Livingston,2024-25,28,0,0,108,12,24,11,19,1,5,3,4,5,23,28,6,3,0,8,16,28,0.5,0.579,0.2,0.75,0.543,0.521,F,MIL,0,0,0,0,0,83536.0,Chris Livingston,Chris Livingston,100.0,Milwaukee Bucks,292,471,657856
277,282,Milwaukee Bucks,Brook Lopez,https://en.wikipedia.org/wiki/Brook_Lopez,489908.0,475,Brook Lopez,2024-25,1066,1026,1,32285,6476,13062,5463,10173,1013,2889,3013,3785,2092,4443,6535,1543,615,1991,1710,2785,16978,0.496,0.537,0.351,0.796,0.576,0.535,C,"BRK,LAL,MIL,NJN",0,0,0,0,1,93081.0,Brook Lopez,Brook Lopez,100.0,Milwaukee Bucks,293,474,657856
278,342,Milwaukee Bucks,Pete Nance,https://en.wikipedia.org/wiki/Pete_Nance,78298.0,568,Pete Nance,2024-25,12,0,0,79,6,20,1,7,5,13,1,4,1,10,11,3,2,0,1,11,18,0.3,0.143,0.385,0.25,0.414,0.425,F,"CLE,PHI",0,0,0,0,0,0.0,Pete Nance,Pete Nance,100.0,Milwaukee Bucks,294,567,657856
279,368,Milwaukee Bucks,Kevin Porter Jr.,https://en.wikipedia.org/wiki/Kevin_Porter_Jr.,624014.0,629,Kevin Porter Jr.,2024-25,232,147,0,6626,1206,2807,785,1602,421,1205,518,723,183,779,962,1104,250,72,637,564,3351,0.43,0.49,0.349,0.716,0.536,0.505,G,"CLE,HOU,LAC,MIL",0,0,0,0,0,469000.0,Kevin Porter Jr.,Kevin Porter Jr.,100.0,Milwaukee Bucks,295,628,657856
280,369,Milwaukee Bucks,Bobby Portis,https://en.wikipedia.org/wiki/Bobby_Portis,198271.0,631,Bobby Portis,2024-25,645,151,0,14653,3106,6496,2382,4607,724,1889,735,964,1213,3378,4591,824,388,242,708,1243,7671,0.478,0.517,0.383,0.762,0.554,0.534,F,"CHI,MIL,NYK,WAS",0,0,0,0,1,314909.0,Bobby Portis,Bobby Portis,100.0,Milwaukee Bucks,296,630,657856
281,375,Milwaukee Bucks,Taurean Prince,https://en.wikipedia.org/wiki/Taurean_Prince,223567.0,639,Taurean Prince,2024-25,543,305,0,13275,1914,4495,1004,2107,910,2388,651,804,251,1702,1953,923,432,215,765,1102,5389,0.426,0.477,0.381,0.81,0.556,0.527,F,"ATL,BRK,CLE,LAL,MIL,MIN",0,0,0,0,0,237753.0,Taurean Prince,Taurean Prince,100.0,Milwaukee Bucks,297,638,657856
282,398,Milwaukee Bucks,Ryan Rollins,https://en.wikipedia.org/wiki/Ryan_Rollins,77891.0,673,Ryan Rollins,2024-25,50,5,0,440,69,145,48,91,21,54,32,39,14,56,70,48,31,14,45,52,191,0.476,0.527,0.389,0.821,0.589,0.548,G,"GSW,MIL,WAS",0,0,0,0,0,24306.0,Ryan Rollins,Ryan Rollins,100.0,Milwaukee Bucks,298,672,657856
283,424,Milwaukee Bucks,Jericho Sims,https://en.wikipedia.org/wiki/Jericho_Sims,81321.0,714,Jericho Sims,2024-25,172,37,0,2365,187,261,187,260,0,1,48,82,265,419,684,93,42,79,84,253,422,0.716,0.719,0.0,0.585,0.71,0.716,F,"MIL,NYK",0,0,0,0,0,91401.0,Jericho Sims,Jericho Sims,100.0,Milwaukee Bucks,299,713,657856
284,431,Milwaukee Bucks,Tyler Smith,"https://en.wikipedia.org/wiki/Tyler_Smith_(basketball,_born_2004)",44000.0,728,Tyler Smith,2024-25,11,0,0,38,9,14,6,6,3,8,1,2,1,9,10,1,0,3,3,4,22,0.643,1.0,0.375,0.5,0.739,0.75,F,MIL,0,0,0,0,0,40994.0,Tyler Smith,Tyler Smith,100.0,Milwaukee Bucks,300,727,657856
285,457,Milwaukee Bucks,Gary Trent Jr.,https://en.wikipedia.org/wiki/Gary_Trent_Jr.,145760.0,774,Gary Trent Jr.,2024-25,377,208,0,10687,1867,4418,957,2075,910,2343,572,695,140,757,897,545,446,72,265,600,5216,0.423,0.461,0.388,0.823,0.552,0.526,G,"MIL,POR,TOR",0,0,0,0,0,0.0,Gary Trent Jr.,Gary Trent Jr.,100.0,Milwaukee Bucks,301,773,657856
286,463,Milwaukee Bucks,Stanley Umude,https://en.wikipedia.org/wiki/Stanley_Umude,20729.0,781,Stanley Umude,2024-25,40,2,0,357,39,98,13,36,26,62,31,36,11,53,64,13,11,10,15,45,135,0.398,0.361,0.419,0.861,0.593,0.531,G,"DET,MIL",0,0,0,0,0,12946.0,Stanley Umude,Stanley Umude,100.0,Milwaukee Bucks,302,780,657856
287,6,Minnesota Timberwolves,Nickeil Alexander-Walker,https://en.wikipedia.org/wiki/Nickeil_Alexander-Walker,251618.0,8,Nickeil Alexander-Walker,2024-25,341,60,0,6825,1037,2515,551,1168,486,1347,278,383,130,667,797,759,234,129,399,546,2838,0.412,0.472,0.361,0.726,0.529,0.509,G,"MIN,NOP,UTA",0,0,0,0,0,161161.0,Nickeil Alexander-Walker,Nickeil Alexander-Walker,100.0,Minnesota Timberwolves,303,7,787192
288,84,Minnesota Timberwolves,Jaylen Clark,https://en.wikipedia.org/wiki/Jaylen_Clark,57173.0,151,Jaylen Clark,2024-25,3,0,0,6,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,G,MIN,0,0,0,0,0,0.0,Jaylen Clark,Jaylen Clark,100.0,Minnesota Timberwolves,304,150,787192
289,94,Minnesota Timberwolves,Mike Conley Jr.,https://en.wikipedia.org/wiki/Mike_Conley_Jr.,528894.0,163,Mike Conley,2024-25,1139,1096,1,35764,5691,12996,3822,8165,1869,4831,2937,3564,544,2826,3370,6463,1571,236,2148,2213,16188,0.438,0.468,0.387,0.824,0.556,0.51,G,"MEM,MIN,UTA",0,0,0,0,0,590198.0,Mike Conley,Mike Conley Jr.,84.61538461538461,Minnesota Timberwolves,305,162,787192
290,114,Minnesota Timberwolves,Rob Dillingham,https://en.wikipedia.org/wiki/Rob_Dillingham,397918.0,201,Rob Dillingham,2024-25,17,0,0,159,32,67,20,40,12,27,0,0,1,11,12,30,2,0,19,11,76,0.478,0.5,0.444,,0.567,0.567,G,MIN,0,0,0,0,0,1163388.0,Rob Dillingham,Rob Dillingham,100.0,Minnesota Timberwolves,306,200,787192
291,116,Minnesota Timberwolves,Donte DiVincenzo,https://en.wikipedia.org/wiki/Donte_DiVincenzo,1338366.0,203,Donte DiVincenzo,2024-25,394,198,0,10062,1481,3490,635,1234,846,2256,378,487,369,1333,1702,1118,470,102,568,693,4186,0.424,0.515,0.375,0.776,0.565,0.546,G,"GSW,MIL,MIN,NYK,SAC",0,0,0,0,1,0.0,Donte DiVincenzo,Donte DiVincenzo,100.0,Minnesota Timberwolves,307,202,787192
292,130,Minnesota Timberwolves,Anthony Edwards,https://en.wikipedia.org/wiki/Anthony_Edwards_(basketball),4199531.0,225,Anthony Edwards,2024-25,344,326,2,11934,2857,6407,1889,3758,968,2649,1336,1673,250,1562,1812,1420,464,205,990,701,8018,0.446,0.503,0.365,0.799,0.561,0.521,G-F,MIN,0,0,0,1,0,4457747.0,Anthony Edwards,Anthony Edwards,100.0,Minnesota Timberwolves,308,224,787192
293,151,Minnesota Timberwolves,Luka Garza,https://en.wikipedia.org/wiki/Luka_Garza,285364.0,268,Luka Garza,2024-25,97,5,0,806,181,366,140,238,41,128,102,146,114,91,205,43,17,9,41,128,505,0.495,0.588,0.32,0.699,0.587,0.551,F-C,"DET,MIN",0,0,0,0,0,128395.0,Luka Garza,Luka Garza,100.0,Minnesota Timberwolves,310,267,787192
294,160,Minnesota Timberwolves,Rudy Gobert,https://en.wikipedia.org/wiki/Rudy_Gobert,905900.0,280,Rudy Gobert,2024-25,799,707,3,24439,3730,5699,3730,5682,0,17,2561,4004,2679,6674,9353,1067,544,1675,1305,2132,10021,0.655,0.656,0.0,0.64,0.672,0.655,C,"MIN,UTA",0,0,4,4,0,846192.0,Rudy Gobert,Rudy Gobert,100.0,Minnesota Timberwolves,311,279,787192
295,207,Minnesota Timberwolves,Bones Hyland,https://en.wikipedia.org/wiki/Bones_Hyland,109799.0,367,Bones Hyland,2024-25,180,10,0,3133,593,1496,274,616,319,880,232,274,44,356,400,482,122,43,231,319,1737,0.396,0.445,0.363,0.847,0.537,0.503,G,"DEN,LAC",0,0,0,0,1,382461.0,Bones Hyland,Bones Hyland,100.0,Minnesota Timberwolves,312,366,787192
296,209,Minnesota Timberwolves,Joe Ingles,https://en.wikipedia.org/wiki/Joe_Ingles,197207.0,369,Joe Ingles,2024-25,713,313,0,17406,2012,4494,788,1506,1224,2988,459,593,222,1964,2186,2575,620,101,1050,1267,5707,0.448,0.523,0.41,0.774,0.6,0.584,F-G,"MIL,MIN,ORL,UTA",0,0,0,0,0,0.0,Joe Ingles,Joe Ingles,100.0,Minnesota Timberwolves,313,368,787192
297,305,Minnesota Timberwolves,Jaden McDaniels,https://en.wikipedia.org/wiki/Jaden_McDaniels,425242.0,511,Jaden McDaniels,2024-25,326,250,0,9112,1264,2637,866,1505,398,1132,281,384,337,923,1260,465,280,265,363,1010,3207,0.479,0.575,0.352,0.732,0.571,0.555,F,MIN,0,0,0,0,0,150820.0,Jaden McDaniels,Jaden McDaniels,100.0,Minnesota Timberwolves,314,510,787192
298,316,Minnesota Timberwolves,Leonard Miller,https://en.wikipedia.org/wiki/Leonard_Miller_(basketball),59732.0,531,Leonard Miller,2024-25,20,0,0,58,13,22,11,16,2,6,3,4,6,17,23,8,3,1,2,6,31,0.591,0.688,0.333,0.75,0.652,0.636,F,MIN,0,0,0,0,0,38061.0,Leonard Miller,Leonard Miller,100.0,Minnesota Timberwolves,315,530,787192
299,322,Minnesota Timberwolves,Josh Minott,https://en.wikipedia.org/wiki/Josh_Minott,39704.0,538,Josh Minott,2024-25,73,0,0,375,65,131,53,89,12,42,27,31,15,56,71,26,20,20,12,44,169,0.496,0.596,0.286,0.871,0.584,0.542,F,MIN,0,0,0,0,0,23120.0,Josh Minott,Josh Minott,100.0,Minnesota Timberwolves,316,537,787192
300,345,Minnesota Timberwolves,Tristen Newton,https://en.wikipedia.org/wiki/Tristen_Newton,152894.0,574,Tristen Newton,2024-25,6,0,0,9,1,6,1,3,0,3,1,1,0,1,1,1,0,0,1,3,3,0.167,0.333,0.0,1.0,0.233,0.167,G,"IND,MIN",0,0,0,0,0,31245.0,Tristen Newton,Tristen Newton,100.0,Minnesota Timberwolves,317,573,787192
301,382,Minnesota Timberwolves,Julius Randle,https://en.wikipedia.org/wiki/Julius_Randle,606738.0,648,Julius Randle,2024-25,683,603,3,21898,4722,10032,3914,7610,808,2422,2786,3704,1352,4956,6308,2575,465,276,1924,2081,13038,0.471,0.514,0.334,0.752,0.559,0.511,F-C,"LAL,MIN,NOP,NYK",0,0,0,2,0,982502.0,Julius Randle,Julius Randle,100.0,Minnesota Timberwolves,318,647,787192
302,389,Minnesota Timberwolves,Naz Reid,https://en.wikipedia.org/wiki/Naz_Reid,598083.0,657,Naz Reid,2024-25,368,57,0,7323,1558,3160,1079,1885,479,1275,524,724,402,1317,1719,433,230,331,427,884,4119,0.493,0.572,0.376,0.724,0.592,0.569,F,MIN,0,0,0,0,0,320353.0,Naz Reid,Naz Reid,100.0,Minnesota Timberwolves,319,656,787192
303,414,Minnesota Timberwolves,Terrence Shannon Jr.,https://en.wikipedia.org/wiki/Terrence_Shannon_Jr.,263911.0,699,Terrence Shannon Jr.,2024-25,10,0,0,45,7,13,6,10,1,3,0,0,0,2,2,5,2,1,3,1,15,0.538,0.6,0.333,,0.577,0.577,G,MIN,0,0,0,0,0,0.0,Terrence Shannon Jr.,Terrence Shannon Jr.,100.0,Minnesota Timberwolves,320,698,787192
304,9,New Orleans Pelicans,Jose Alvarado,https://en.wikipedia.org/wiki/Jose_Alvarado_(basketball),215643.0,13,Jose Alvarado,2024-25,191,18,0,3615,542,1298,303,624,239,674,157,211,89,321,410,537,226,37,183,330,1480,0.418,0.486,0.355,0.744,0.532,0.51,G,NOP,0,0,0,0,0,23997.0,Jose Alvarado,Jose Alvarado,100.0,New Orleans Pelicans,321,12,508794
305,20,New Orleans Pelicans,Mo Bamba,https://en.wikipedia.org/wiki/Mo_Bamba,299904.0,32,Mo Bamba,2024-25,356,99,0,6002,939,1971,653,1166,286,805,259,381,544,1395,1939,302,132,451,283,733,2423,0.476,0.56,0.355,0.68,0.566,0.549,C,"LAC,LAL,ORL,PHI",0,0,0,0,0,694000.0,Mo Bamba,Mo Bamba,100.0,New Orleans Pelicans,322,31,508794
306,44,New Orleans Pelicans,Brandon Boston Jr.,https://en.wikipedia.org/wiki/Brandon_Boston_Jr.,122012.0,75,Brandon Boston Jr.,2024-25,144,11,0,2280,394,959,289,637,105,322,175,222,70,249,319,174,93,29,115,170,1068,0.411,0.454,0.326,0.788,0.505,0.466,G-F,"LAC,NOP",0,0,0,0,0,0.0,Brandon Boston Jr.,Brandon Boston Jr.,100.0,New Orleans Pelicans,323,74,508794
307,55,New Orleans Pelicans,Bruce Brown,https://en.wikipedia.org/wiki/Bruce_Brown_(basketball),223517.0,94,Bruce Brown,2024-25,425,256,0,10618,1476,3073,1215,2297,261,776,557,730,447,1349,1796,1041,390,215,473,1014,3770,0.48,0.529,0.336,0.763,0.555,0.523,G-F,"BRK,DEN,DET,IND,NOP,TOR",0,0,0,0,1,0.0,Bruce Brown,Bruce Brown,100.0,New Orleans Pelicans,325,93,508794
308,65,New Orleans Pelicans,Jamal Cain,https://en.wikipedia.org/wiki/Jamal_Cain,25449.0,118,Jamal Cain,2024-25,61,1,0,726,96,202,69,121,27,81,45,61,46,89,135,32,30,13,21,64,264,0.475,0.57,0.333,0.738,0.577,0.542,F,"MIA,NOP",0,0,0,0,0,26268.0,Jamal Cain,Jamal Cain,100.0,New Orleans Pelicans,326,117,508794
309,186,New Orleans Pelicans,Jordan Hawkins,https://en.wikipedia.org/wiki/Jordan_Hawkins,132218.0,328,Jordan Hawkins,2024-25,94,14,0,1775,270,728,109,267,161,461,109,132,40,177,217,96,32,20,65,92,810,0.371,0.408,0.349,0.826,0.515,0.481,G,NOP,0,0,0,0,0,82978.0,Jordan Hawkins,Jordan Hawkins,100.0,New Orleans Pelicans,327,327,508794
310,240,New Orleans Pelicans,Herbert Jones,https://en.wikipedia.org/wiki/Herbert_Jones_(basketball),113128.0,414,Herbert Jones,2024-25,240,231,0,7255,877,1837,628,1156,249,681,430,522,291,624,915,593,375,173,316,736,2433,0.477,0.543,0.366,0.824,0.589,0.545,F,NOP,0,0,0,0,0,0.0,Herbert Jones,Herbert Jones,100.0,New Orleans Pelicans,328,413,508794
311,298,New Orleans Pelicans,Karlo Matković,https://en.wikipedia.org/wiki/Karlo_Matkovi%C4%87,50326.0,501,Karlo Matković,2024-25,7,0,0,49,4,9,4,8,0,1,0,0,7,8,15,1,4,5,5,7,8,0.444,0.5,0.0,,0.444,0.444,F-C,NOP,0,0,0,0,0,0.0,Karlo Matković,Karlo Matković,100.0,New Orleans Pelicans,329,500,508794
312,303,New Orleans Pelicans,CJ McCollum,https://en.wikipedia.org/wiki/CJ_McCollum,221513.0,509,CJ McCollum,2024-25,761,664,0,24430,5671,12513,3759,7708,1912,4805,1626,2030,489,2273,2762,2893,683,317,1369,1603,14880,0.453,0.488,0.398,0.801,0.555,0.53,G,"NOP,POR",0,0,0,0,0,1200000.0,CJ McCollum,CJ McCollum,100.0,New Orleans Pelicans,330,508,508794
313,323,New Orleans Pelicans,Yves Missi,https://en.wikipedia.org/wiki/Yves_Missi,117005.0,539,Yves Missi,2024-25,41,35,0,1111,147,262,147,261,0,1,78,118,149,186,335,59,24,59,49,93,372,0.561,0.563,0.0,0.661,0.593,0.561,C,NOP,0,0,0,0,0,34021.0,Yves Missi,Yves Missi,100.0,New Orleans Pelicans,331,538,508794
314,335,New Orleans Pelicans,Trey Murphy III,https://en.wikipedia.org/wiki/Trey_Murphy_III,124202.0,560,Trey Murphy III,2024-25,225,114,0,5938,965,2128,440,767,525,1361,449,511,176,665,841,353,195,98,154,349,2904,0.453,0.574,0.386,0.879,0.617,0.577,F,NOP,0,0,0,0,0,0.0,Trey Murphy III,Trey Murphy III,100.0,New Orleans Pelicans,332,559,508794
315,336,New Orleans Pelicans,Dejounte Murray,https://en.wikipedia.org/wiki/Dejounte_Murray,400689.0,561,Dejounte Murray,2024-25,498,427,1,14591,3072,6773,2474,5020,598,1753,957,1214,452,2441,2893,2686,736,138,1048,893,7699,0.454,0.493,0.341,0.788,0.527,0.498,G,"ATL,NOP,SAS",0,0,0,0,0,1461236.0,Dejounte Murray,Dejounte Murray,100.0,New Orleans Pelicans,333,560,508794
316,353,New Orleans Pelicans,Kelly Olynyk,https://en.wikipedia.org/wiki/Kelly_Olynyk,281037.0,596,Kelly Olynyk,2024-25,775,262,0,17392,2820,5815,1919,3382,901,2433,1338,1677,931,3052,3983,1888,611,355,1235,2199,7879,0.485,0.567,0.37,0.798,0.601,0.562,C-F,"BOS,DET,HOU,MIA,NOP,TOR,UTA",0,0,0,0,0,171212.0,Kelly Olynyk,Kelly Olynyk,100.0,New Orleans Pelicans,334,595,508794
