Unnamed: 0,Team,Pageviews,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,Player,Obscurity_Score,Obscurity_Score_Scaled,obscurity_score,obscurity_score_normalized,obscurity_score_scaled
517,Cleveland Browns,9659.0,4,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Myles Harden,99.50730417551452,160.4178376626746,71.95,61.83826359213713,35.98
518,Cleveland Browns,16953.0,24,9,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,0.0,43,27,1,1,1,1,4,0,1,0,0,0,0.0,0,30,0,S,0,0,0,0,0,0,0,Ronnie Hickman,99.39958680839332,158.60428055154773,58.83,61.34391835072128,29.42
519,Cleveland Browns,5944.0,16,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Anthony Kendall,99.55207860178074,161.17743794393732,67.82,61.72911324029753,33.91
520,Cleveland Browns,8373.0,30,4,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,32,10,2,1,0,0,4,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Cameron Mitchell,99.51276359353264,160.51027498660608,60.48,61.45260314278543,30.24
521,Cleveland Browns,72271.0,54,42,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,1.0,122,33,4,2,3,1,34,0,0,0,0,0,0.0,0,32,0,CB,0,0,0,0,0,0,0,Greg Newsome II,98.6590514217244,146.6515018340676,47.03,59.71976583182853,23.52
522,Cleveland Browns,134275.0,95,92,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,24,0.0,0.5,264,58,11,6,17,2,95,0,6,2,4,0,0.0,0,243,0,LCB,0,0,0,0,0,0,0,Denzel Ward,97.93510121855454,135.79158592963498,41.58,56.93377306270504,20.79
523,Cleveland Browns,30410.0,107,0,0,1,0.0,0,0,0,39.6,0,0.0,0,1,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,0,0,0,0,0,0,2,2,0,0,21530,47.3,2,-25,0,P,0,0,0,0,0,0,0,Corey Bojorquez,99.33778343238592,157.57252883189255,38.95,39.151352996165826,19.48
524,Cleveland Browns,51894.0,140,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,241,84.0,0,0,985,1039.0,0.0,8,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,K,0,0,0,0,0,0,0,Dustin Hopkins,98.98668063579292,151.83066666533966,38.35,38.51256732983975,19.18
525,Cleveland Browns,14386.0,12,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LS,0,0,0,0,0,0,0,Rex Sunahara,99.44393442392982,159.34856334742125,65.33,61.65741367932527,32.66
526,Cleveland Browns,10866.0,62,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,35,17,1,0,0,0,1,0,2,0,2,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Andre Smith,99.46274193999665,159.66520661052056,52.03,60.7315124841783,26.02
527,Cleveland Browns,21807.0,43,15,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Hakeem Adeniji,99.31682637720183,157.2241148879407,52.71,60.84562461466878,26.36
528,Cleveland Browns,20224.0,107,36,0,0,0.0,0,0,0,0.0,0,0.0,0,2,7,3.5,0,0.1,297,206,2277,11.1,10,21.3,0,0.0,1,0,62,284.4,0.0,1,0,0,0,0,0,0,4,2,0,0,0,0.0,0,2282,0,TE,0,0,0,0,0,0,0,Jordan Akins,98.96297233066076,151.45016386470542,35.65,37.11567813951463,17.82
529,Cleveland Browns,16737.0,67,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,56,24,4,1,1,0,7,0,0,0,4,0,0.0,0,34,0,DB,0,0,0,0,0,0,0,Tony Brown,99.40158762561872,158.6377890695107,50.67,60.49708976329227,25.34
530,Cleveland Browns,125727.0,81,61,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,5.0,236,163,26,11,2,0,16,0,5,1,2,0,0.0,0,25,0,RILB,0,0,0,0,0,0,0,Devin Bush Jr.,97.91752521131777,135.5375815681898,42.8,57.73736455675845,21.4
531,Cleveland Browns,16280.0,63,25,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,1,Geron Christian,99.31443580195248,157.18441761953954,31.01,21.52243221659147,15.5
532,Cleveland Browns,321497.0,85,78,0,0,0.0,0,0,0,0.0,0,0.0,0,1340,6843,5.1,51,80.5,173,128,1042,8.1,5,12.3,0,0.0,1,0,338,1112.5,0.0,2,3,0,0,0,0,0,8,1,0,0,0,0.0,0,7885,0,RB,0,0,0,0,0,0,0,Nick Chubb,94.69314643183962,95.74074978583911,40.0,53.66023725932586,20.0
533,Cleveland Browns,12561.0,72,35,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,20.5,88,81,22,47,0,0,5,0,0,0,6,0,0.0,0,0,0,DE,0,0,0,0,0,0,2,Michael Danna,99.36934560110204,158.0986340980473,28.3,18.715527216651488,14.15
534,Cleveland Browns,14962.0,94,10,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,90,21,2,1,1,0,6,0,1,0,0,0,0.0,0,10,0,CB,0,0,0,0,0,0,0,Mike Ford,99.39974646773844,158.60695418683784,48.38,60.019446675548416,24.19
535,Cleveland Browns,91398.0,63,24,0,0,0.0,0,0,0,0.0,0,0.0,0,623,2558,4.1,14,40.6,55,40,396,9.9,3,6.3,0,0.0,1,0,104,393.4,0.0,0,0,0,0,0,0,0,9,2,0,0,0,0.0,0,3085,128,RB,0,0,0,0,0,0,0,D'Onta Foreman,97.973393027887,136.34651848356663,44.56,58.65875758107616,22.28
536,Cleveland Browns,25219.0,94,43,0,0,0.0,0,0,0,0.0,0,0.0,0,1,4,4.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,12,0.4,0.5,202,65,7,4,5,2,28,0,0,0,1,0,0.0,0,171,0,S,0,0,0,0,0,0,0,Erik Harris,99.27026932575072,156.45270535578186,45.36,59.02228852232962,22.68
537,Cleveland Browns,9631.0,49,17,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,James Hudson,99.46960387817128,159.78088253027855,52.4,60.79986896845873,26.2
538,Cleveland Browns,17636.0,75,12,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,66,51,7,6,0,0,2,0,0,0,0,0,0.0,0,0,0,S,0,0,0,0,0,0,0,Khaleke Hudson,99.3754159172603,158.20000985925645,50.05,60.37096665354408,25.02
539,Cleveland Browns,25962.0,63,19,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,10.0,74,42,17,23,2,0,10,0,3,0,1,0,0.0,0,55,0,DT,0,0,0,0,0,0,0,Maurice Hurst Jr.,99.24636458139868,156.05801793097564,47.81,59.909833650420104,23.9
540,Cleveland Browns,28027.0,117,90,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0,0,0.0,0,-1,0,RT,0,0,0,0,0,0,0,Germain Ifedi,99.096079509013,153.59817979325163,37.42,37.948470502124636,18.71
541,Cleveland Browns,89195.0,61,40,0,0,0.0,0,0,0,0.0,0,0.0,0,20,71,3.6,1,1.2,348,200,2162,10.8,9,35.4,0,0.0,0,0,60,279.3,0.0,4,0,0,0,0,0,0,3,1,0,0,0,0.0,0,2256,32,WR,0,0,0,0,0,0,0,Elijah Moore,98.11296142315813,138.38725457237558,42.11,57.22522907412406,21.06
542,Cleveland Browns,21668.0,62,1,0,1,0.0,0,0,1,0.0,0,0.0,0,0,0,0.0,0,0.0,48,28,299,10.7,0,4.8,0,0.0,0,0,0,25.9,0.0,1,3,0,0,0,0,0,2,0,0,0,0,0.0,0,950,651,WR,0,0,0,0,0,0,0,James Proche,99.27141815761034,156.4716973069652,55.24,61.08796625605726,27.62
543,Cleveland Browns,18133.0,108,67,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,140,111,853,7.7,6,7.9,0,0.0,0,0,36,121.3,0.0,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0,853,0,TE,0,0,0,0,0,0,0,Geoff Swaim,99.16320157320727,154.69225419294872,35.41,37.016466481929555,17.7
544,Cleveland Browns,44327.0,58,57,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Jedrick Wills Jr.,98.95580831385712,151.3353634467904,46.9,59.70228242171015,23.45
545,Cleveland Browns,1534433.0,105,87,1944,3178,61.2,24225,154,111,86.4,219,36.0,15,323,1297,4.0,12,12.4,0,0,0,0.0,0,0.0,0,0.0,2,0,76,1540.8,0.0,0,0,0,0,0,0,0,60,25,0,0,0,0.0,0,1225,0,QB,0,0,0,0,0,0,0,Jameis Winston,77.7722207801499,10.4061447466969,26.94,14.804603399968089,13.47
546,Cleveland Browns,8378.0,50,7,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,47,14,5,2,2,0,4,0,0,0,1,0,0.0,0,8,0,S,0,0,0,0,0,0,0,D'Anthony Bell,99.50618544922926,160.3989019345313,54.55,61.02964992222881,27.28
547,Cleveland Browns,55901.0,20,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,9.0,17,4,8,14,0,0,0,0,1,0,1,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,James Houston,98.89729358686004,150.40076195292204,59.22,61.37118800004028,29.61
548,Cleveland Browns,246392.0,15,9,208,335,62.1,2223,12,14,76.0,32,4.0,1,29,85,2.9,1,5.7,1,1,-6,-6.0,0,-0.4,0,0.0,0,0,6,114.8,0.0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0,75,0,QB,0,0,0,0,0,0,0,Bailey Zappe,96.1002958116746,111.544514542809,46.71,59.64469435568074,23.36
549,Cleveland Browns,7364.0,13,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,10,3,2,6,0,0,0,0,1,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Michael Dwumfour,99.52538315597133,160.72413909999514,62.31,61.5501486057686,31.16
550,Cleveland Browns,20131.0,15,0,0,0,0.0,0,0,0,0.0,0,0.0,0,32,96,3.0,0,6.4,3,2,27,13.5,0,1.8,0,0.0,0,0,0,12.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,169,46,RB,0,0,0,0,0,0,0,John Kelly,99.31351213675028,157.1690820179001,64.51,61.635847679053136,32.26
551,Dallas Cowboys,141938.0,2,2,28,52,53.8,228,0,4,33.2,6,0.0,0,7,22,3.1,0,11.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,1.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,20,0,QB,0,0,0,0,0,0,0,Will Grier,97.64960798511842,131.72046770040762,61.9,61.531483138653655,30.95
552,Dallas Cowboys,1204306.0,122,122,2780,4159,66.8,31437,213,82,98.1,256,76.0,23,420,1938,4.6,29,15.9,2,1,11,11.0,1,0.1,0,0.0,3,0,186,2284.4,0.0,0,0,0,0,0,0,0,60,24,0,0,0,0.0,0,1961,0,QB,0,0,0,1,0,0,0,Dak Prescott,81.72995242779447,19.75714171076377,11.84,6.051531285185744,5.92
553,Dallas Cowboys,18951.0,15,0,0,0,0.0,0,0,0,0.0,0,0.0,0,38,161,4.2,1,10.7,7,6,63,10.5,0,4.2,0,0.0,0,0,6,28.4,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,224,0,RB,0,0,0,0,0,0,0,Malik Davis,99.30800947281324,157.07775070817786,56.25,61.17061134728275,28.12
554,Dallas Cowboys,39659.0,33,4,0,0,0.0,0,0,0,0.0,0,0.0,0,18,57,3.2,1,1.7,20,15,129,8.6,0,3.9,0,0.0,0,0,6,24.6,0.0,7,9,0,0,0,0,0,0,0,0,0,0,0.0,0,201,15,RB,0,0,0,0,0,0,0,Hunter Luepke,99.04984418932897,152.84881469088353,58.18,61.31003131361184,29.09
555,Dallas Cowboys,147296.0,14,0,0,0,0.0,0,0,0,0.0,0,0.0,0,40,110,2.8,0,7.9,12,10,58,5.8,0,4.1,0,0.0,0,0,0,16.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,187,19,RB,0,0,0,0,0,0,0,Deuce Vaughn,97.67109457689467,132.0228371653912,54.51,61.028811031685564,27.26
556,Dallas Cowboys,32864.0,21,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,36,18,241,13.4,1,11.5,0,0.0,0,0,6,30.1,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,241,0,WR,0,0,0,0,0,0,0,Jalen Brooks,99.14920295940377,154.4634735027768,59.03,61.361556668637505,29.52
557,Dallas Cowboys,42368.0,11,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,14,10,102,10.2,0,9.3,0,0.0,0,0,0,8.2,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0.0,0,102,0,WR,0,0,0,0,0,0,0,Ryan Flournoy,99.04409885812014,152.75593825453484,65.71,61.66718077120774,32.85
558,Dallas Cowboys,848926.0,81,76,0,0,0.0,0,0,0,0.0,1,0.0,0,57,388,6.8,3,4.8,720,496,6339,12.8,38,78.3,0,0.0,3,0,258,922.7,0.0,4,0,0,0,0,0,0,6,2,0,0,0,0.0,0,7085,358,WR,0,0,0,0,0,0,0,CeeDee Lamb,87.76900996793768,43.482188809351776,39.33,45.53738377861062,19.66
559,Dallas Cowboys,151459.0,32,20,0,0,0.0,0,0,0,0.0,0,0.0,0,2,5,2.5,0,0.2,127,60,585,9.8,0,18.3,0,0.0,0,0,0,57.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,590,0,WR,0,0,0,0,0,0,0,Jonathan Mingo,97.52834325065616,130.0260998958548,49.14,60.21180543246934,24.57
560,Dallas Cowboys,14369.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,WR,0,0,0,0,0,0,0,Jalen Moreno-Cropper,99.4471826609746,159.4032081169183,90.24,62.10331880779233,45.12
561,Dallas Cowboys,71423.0,42,22,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,118,73,890,12.2,9,21.2,0,0.0,0,0,54,141.0,0.0,4,0,0,0,0,0,0,1,2,0,0,0,0.0,0,890,0,WR,0,0,0,0,0,0,0,Jalen Tolbert,98.5117990525858,144.3784361728552,44.85,58.747555122576074,22.42
562,Dallas Cowboys,14057.0,2,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1,34,34.0,0,17.0,0,0.0,0,0,0,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,34,0,WR,0,0,0,0,0,0,0,Seth Williams,99.40851121879967,158.75379311712774,70.59,61.808662137530646,35.3
563,Dallas Cowboys,17957.0,10,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,TE,0,0,0,0,0,0,0,Princeton Fant,99.3983625785342,158.58378117095478,63.48,61.58931406467076,31.74
564,Dallas Cowboys,173139.0,47,38,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,210,149,1429,9.6,7,30.4,0,0.0,0,0,42,180.9,0.0,1,0,0,0,0,0,0,4,1,0,0,0,0.0,0,1429,0,TE,0,0,0,0,0,0,0,Jake Ferguson,97.12322603450028,124.51230422008472,42.17,57.27326757569502,21.08
565,Dallas Cowboys,59837.0,34,6,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,51,35,306,8.7,3,9.0,0,0.0,0,0,18,48.6,0.0,5,2,0,0,0,0,0,0,0,0,0,0,0.0,0,306,0,TE,0,0,0,0,0,0,0,Luke Schoonmaker,98.78208639060225,148.57657076356645,50.19,60.39393333930936,25.1
566,Dallas Cowboys,26611.0,17,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,14,9,88,9.8,0,5.2,0,0.0,0,0,0,8.8,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,88,0,TE,0,0,0,0,0,0,0,Brevyn Spann-Ford,99.25734255892398,156.2391564199202,58.08,61.306199221802714,29.04
567,Dallas Cowboys,10557.0,15,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Jack Anderson,99.48775234369008,160.0872052549339,69.46,61.77715221050299,34.73
568,Dallas Cowboys,19871.0,32,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,T.J. Bass,99.35986632399693,157.94045088567765,60.52,61.453968311623534,30.26
569,Dallas Cowboys,92500.0,16,16,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,-12,0,OG,0,0,0,0,0,0,0,Cooper Beebe,98.3977171239656,142.64027448085386,54.26,61.014056656815974,27.13
570,Dallas Cowboys,136981.0,15,11,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,-5,0,OT,0,0,0,0,0,0,0,Tyler Guyton,97.83122072148396,134.29678696341765,55.68,61.1249575747349,27.84
571,Dallas Cowboys,27850.0,37,9,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,C,0,0,0,0,0,0,0,Brock Hoffman,99.24942236692829,156.1084519315926,55.96,61.14441544193256,27.98
572,Dallas Cowboys,11426.0,21,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,OL,0,0,0,0,0,0,0,Asim Richards,99.4780710780496,159.92372878066087,64.96,61.64960285236812,32.48
573,Dallas Cowboys,77543.0,47,47,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,LT,0,0,0,0,0,0,0,Tyler Smith,98.54215931339448,144.84435810209484,50.45,60.442615093824344,25.22
574,Dallas Cowboys,34226.0,79,74,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1,1,1.0,1,0.0,0,0.0,0,0,6,6.1,0.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0,1,0,T,0,0,0,0,0,0,0,Terence Steele,99.04725339835532,152.8069265251048,44.28,58.49903492757736,22.14
575,Dallas Cowboys,11775.0,11,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,OT,0,0,0,0,0,0,0,Matt Waletzko,99.47784889830103,159.91997894245776,75.05,61.89072857912324,37.52
576,Dallas Cowboys,11994.0,15,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,5,9,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Earnest Brown IV,99.46988883382951,159.78568792016327,67.69,61.72706170145355,33.84
577,Dallas Cowboys,43361.0,11,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,9,5,2,3,0,0,1,0,1,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Marshawn Kneeland,99.0612273019416,153.03298663069648,66.29,61.69447554709741,33.15
578,Dallas Cowboys,34920.0,67,63,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,13.5,99,73,28,58,0,0,1,0,0,0,2,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Osa Odighizuwa,99.11198029221312,153.85669556435903,43.52,58.187288732664356,21.76
579,Dallas Cowboys,70148.0,34,20,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,2.0,31,23,7,6,0,0,0,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Mazi Smith,98.6912251969487,147.15262463857258,51.82,60.711210405543376,25.91
580,Dallas Cowboys,11728.0,5,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Luiji Vilain,99.48025749570554,159.96063448405047,77.7,61.9563831827861,38.85
581,Dallas Cowboys,9921.0,20,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,8,9,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Tyrus Wheat,99.50014359098712,160.2966731457502,64.87,61.64772810441841,32.44
582,Dallas Cowboys,29685.0,32,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,1,2,0.0,8.5,30,18,15,16,0,0,1,0,3,0,2,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Sam Williams,99.27067099380965,156.45934529627365,55.88,61.14087025511954,27.94
583,Dallas Cowboys,22939.0,41,24,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,115,69,6,4,0,0,4,0,1,0,2,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Damone Clark,99.29495884565874,156.86134175525876,51.25,60.60346503942148,25.62
584,Dallas Cowboys,48462.0,37,6,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.5,35,24,3,2,0,0,2,0,2,0,0,0,0.0,0,17,0,LB,0,0,0,0,0,0,2,Darius Harris,98.89999569666934,150.44379991592854,29.84,20.26577372522889,14.92
585,Dallas Cowboys,17159.0,20,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,8,6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Buddy Johnson,99.40637764437612,158.71803674865748,64.05,61.61223134323405,32.02
586,Dallas Cowboys,48356.0,17,9,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.5,30,20,4,2,0,0,3,0,1,0,2,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Marist Liufau,98.98639714418164,151.8261114792503,59.49,61.387922721259315,29.74
587,Dallas Cowboys,155538.0,13,12,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,5.0,56,34,8,5,1,1,4,0,1,0,1,0,0.0,0,23,0,LB,0,0,0,0,0,0,0,DeMarvion Overshown,97.61301501089407,131.207007145887,53.13,60.88618862470454,26.56
588,Dallas Cowboys,562883.0,63,63,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,52.5,172,84,63,112,0,0,9,0,4,1,9,0,0.0,0,36,0,LLB,0,0,0,0,1,2,0,Micah Parsons,92.58292865170093,75.84243812156492,16.08,8.042176889343054,8.04
