Unnamed: 0,Team,Pageviews,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MVP,ROY,DPOY,All_NBA,Champ,IG,Player,Team_Pageviews,MP_PerGame,FG_PerGame,FGA_PerGame,2P_PerGame,2PA_PerGame,3P_PerGame,3PA_PerGame,FT_PerGame,FTA_PerGame,ORB_PerGame,DRB_PerGame,TRB_PerGame,AST_PerGame,STL_PerGame,BLK_PerGame,TOV_PerGame,PF_PerGame,PTS_PerGame,Obscurity_Score,Obscurity_Score_Scaled,visibility_score,performance_score,obscurity_score,obscurity_score_normalized,obscurity_score_scaled
266,Miami Heat,27592.0,38,2,0,557,64,139,36,73,28,66,15,18,20,54,74,59,40,13,25,65,171,0.46,0.493,0.424,0.833,0.582,0.561,0,0,0,0,0,10845.0,Dru Smith,663944,14.657894736842104,1.6842105263157894,3.657894736842105,0.9473684210526316,1.9210526315789476,0.7368421052631579,1.736842105263158,0.3947368421052631,0.4736842105263157,0.5263157894736842,1.4210526315789471,1.947368421052632,1.5526315789473684,1.0526315789473684,0.3421052631578947,0.6578947368421053,1.7105263157894737,4.5,97.60513282771316,131.09665268270075,0.053191246640452494,0.1561755667713226,14.79,45.17,22.59
267,Miami Heat,138610.0,26,0,0,364,78,135,64,100,14,35,19,27,25,79,104,15,12,24,13,30,189,0.578,0.64,0.4,0.704,0.643,0.63,0,0,0,0,0,72918.0,Kel'el Ware,663944,14.0,3.0,5.1923076923076925,2.4615384615384617,3.8461538461538463,0.5384615384615384,1.3461538461538465,0.7307692307692307,1.0384615384615383,0.9615384615384616,3.0384615384615383,4.0,0.5769230769230769,0.4615384615384615,0.9230769230769232,0.5,1.1538461538461535,7.269230769230769,97.1444710348874,124.79594026213378,0.05989806847151674,0.17198689520412674,16.17,47.37,23.69
268,Miami Heat,648966.0,741,729,1,25079,5098,11337,4004,8269,1094,3068,2402,3316,961,2354,3315,1678,715,496,1371,1613,13692,0.45,0.484,0.357,0.724,0.535,0.498,0,1,0,0,1,2091425.0,Andrew Wiggins,663944,33.84480431848853,6.879892037786775,15.299595141700404,5.4035087719298245,11.159244264507423,1.47638326585695,4.140350877192983,3.241565452091768,4.475033738191633,1.2968960863697705,3.176788124156545,4.473684210526316,2.264507422402159,0.9649122807017544,0.6693657219973009,1.8502024291497976,2.176788124156545,18.477732793522268,83.8982206371884,26.684515835696388,0.1004002396155213,0.35334736862406446,31.79,67.67,33.84
269,Milwaukee Bucks,2382282.0,827,762,8,27166,7171,13075,6639,11204,532,1871,4730,6802,1529,6622,8151,4066,930,1034,2504,2459,19604,0.548,0.593,0.284,0.695,0.61,0.569,2,0,1,8,1,15993792.0,Giannis Antetokounmpo,657856,32.84885126964934,8.671100362756953,15.810157194679563,8.027811366384523,13.54776299879081,0.6432889963724304,2.2623941958887546,5.719467956469166,8.22490931076179,1.8488512696493349,8.007255139056833,9.856106408706166,4.916565900846433,1.124546553808948,1.2503022974607014,3.0278113663845225,2.9733978234582827,23.704957678355505,63.75148229061136,0.0,0.27333792096058307,0.5832166578798148,42.38,83.09,41.54
270,Milwaukee Bucks,25909.0,14,0,0,166,16,42,13,27,3,15,1,2,4,21,25,15,5,2,13,16,36,0.381,0.481,0.2,0.5,0.42,0.417,0,0,0,0,0,11677.0,Jamaree Bouyea,657856,11.857142857142858,1.1428571428571428,3.0,0.9285714285714286,1.9285714285714288,0.2142857142857142,1.0714285714285714,0.0714285714285714,0.1428571428571428,0.2857142857142857,1.5,1.7857142857142858,1.0714285714285714,0.3571428571428571,0.1428571428571428,0.9285714285714286,1.1428571428571428,2.571428571428572,98.20513550679574,139.75070334342325,0.052619291107573456,0.087870151520766,8.32,35.59,17.79
271,Milwaukee Bucks,110713.0,575,71,0,11166,1261,2900,591,1016,670,1884,268,347,400,1574,1974,795,278,154,317,678,3460,0.435,0.582,0.356,0.772,0.567,0.55,0,0,0,0,1,177248.0,Pat Connaughton,657856,19.41913043478261,2.193043478260869,5.043478260869565,1.0278260869565217,1.7669565217391303,1.1652173913043478,3.276521739130435,0.4660869565217391,0.6034782608695652,0.6956521739130435,2.737391304347826,3.4330434782608696,1.382608695652174,0.4834782608695652,0.2678260869565217,0.551304347826087,1.1791304347826086,6.017391304347826,94.54957698579288,94.24982948047963,0.0578904447416981,0.17916724717023508,16.88,48.71,24.36
272,Milwaukee Bucks,98982.0,129,5,0,1786,237,547,36,74,201,473,33,37,25,173,198,100,34,8,42,162,708,0.433,0.486,0.425,0.892,0.628,0.617,0,0,0,0,0,0.0,A.J. Green,657856,13.844961240310075,1.837209302325581,4.24031007751938,0.2790697674418604,0.5736434108527132,1.558139534883721,3.6666666666666665,0.2558139534883721,0.2868217054263566,0.1937984496124031,1.3410852713178294,1.5348837209302326,0.7751937984496124,0.2635658914728682,0.0620155038759689,0.3255813953488372,1.255813953488372,5.488372093023256,97.25940160929471,126.34083741919552,0.05696798729466657,0.09736228327509894,9.18,36.82,18.41
273,Milwaukee Bucks,99721.0,96,39,0,1247,107,229,69,125,38,104,15,24,85,150,235,106,39,17,69,178,267,0.467,0.552,0.365,0.625,0.557,0.55,0,0,0,0,0,0.0,Andre Jackson Jr.,657856,12.989583333333334,1.1145833333333333,2.3854166666666665,0.71875,1.3020833333333333,0.3958333333333333,1.0833333333333333,0.15625,0.25,0.8854166666666666,1.5625,2.4479166666666665,1.1041666666666667,0.40625,0.1770833333333333,0.71875,1.8541666666666667,2.78125,97.60610751409284,131.11029406156086,0.05701211431120853,0.10184647810244368,9.6,37.46,18.73
274,Milwaukee Bucks,407767.0,500,368,0,15577,3270,7264,2293,4341,977,2923,1074,1477,513,2657,3170,1354,286,267,1086,1043,8591,0.45,0.528,0.334,0.727,0.543,0.517,0,0,0,0,1,4757949.0,Kyle Kuzma,657856,31.154,6.54,14.528,4.586,8.682,1.954,5.846,2.148,2.954,1.026,5.314,6.34,2.708,0.572,0.534,2.172,2.086,17.182,88.56534033456596,47.82024264300375,0.0813647609257729,0.35113808642771066,32.26,67.97,33.98
275,Milwaukee Bucks,996490.0,876,876,8,31749,7084,16159,4359,8826,2725,7333,5108,5686,523,3199,3722,5901,847,263,2477,1674,22001,0.438,0.494,0.372,0.898,0.589,0.523,0,1,0,7,0,10264886.0,Damian Lillard,657856,36.24315068493151,8.08675799086758,18.44634703196347,4.976027397260274,10.075342465753424,3.1107305936073057,8.371004566210045,5.831050228310502,6.490867579908676,0.5970319634703196,3.651826484018265,4.248858447488584,6.736301369863014,0.9668949771689498,0.3002283105022831,2.827625570776256,1.910958904109589,25.115296803652967,71.85324121600644,1.8025711277584588,0.18341513796405134,0.500854641781867,40.9,79.29,39.64
276,Milwaukee Bucks,55679.0,28,0,0,108,12,24,11,19,1,5,3,4,5,23,28,6,3,0,8,16,28,0.5,0.579,0.2,0.75,0.543,0.521,0,0,0,0,0,83536.0,Chris Livingston,657856,3.857142857142857,0.4285714285714285,0.8571428571428571,0.3928571428571428,0.6785714285714286,0.0357142857142857,0.1785714285714285,0.1071428571428571,0.1428571428571428,0.1785714285714285,0.8214285714285714,1.0,0.2142857142857142,0.1071428571428571,0.0,0.2857142857142857,0.5714285714285714,1.0,98.68410267493611,147.04154876277082,0.054486904613461055,0.03069851097018078,2.9,26.26,13.13
277,Milwaukee Bucks,489908.0,1066,1026,1,32285,6476,13062,5463,10173,1013,2889,3013,3785,2092,4443,6535,1543,615,1991,1710,2785,16978,0.496,0.537,0.351,0.796,0.576,0.535,0,0,0,0,1,93081.0,Brook Lopez,657856,30.286116322701687,6.075046904315197,12.25328330206379,5.124765478424015,9.543151969981238,0.950281425891182,2.710131332082552,2.826454033771107,3.550656660412758,1.9624765478424016,4.1679174484052535,6.130393996247655,1.4474671669793622,0.5769230769230769,1.8677298311444648,1.6041275797373358,2.612570356472796,15.926829268292684,84.80739023865559,30.06691933498918,0.08792745144641861,0.3477268875208656,31.72,67.24,33.62
278,Milwaukee Bucks,78298.0,12,0,0,79,6,20,1,7,5,13,1,4,1,10,11,3,2,0,1,11,18,0.3,0.143,0.385,0.25,0.414,0.425,0,0,0,0,0,0.0,Pete Nance,657856,6.583333333333333,0.5,1.6666666666666667,0.0833333333333333,0.5833333333333334,0.4166666666666667,1.0833333333333333,0.0833333333333333,0.3333333333333333,0.0833333333333333,0.8333333333333334,0.9166666666666666,0.25,0.1666666666666666,0.0,0.0833333333333333,0.9166666666666666,1.5,98.75562278954226,148.16050587276527,0.05573290852585213,0.03770267719512946,3.56,27.69,13.85
279,Milwaukee Bucks,624014.0,232,147,0,6626,1206,2807,785,1602,421,1205,518,723,183,779,962,1104,250,72,637,564,3351,0.43,0.49,0.349,0.716,0.536,0.505,0,0,0,0,0,469000.0,Kevin Porter Jr.,657856,28.560344827586206,5.198275862068965,12.099137931034482,3.3836206896551726,6.905172413793103,1.8146551724137927,5.193965517241379,2.2327586206896552,3.1163793103448274,0.7887931034482759,3.3577586206896552,4.146551724137931,4.758620689655173,1.0775862068965518,0.3103448275862069,2.7456896551724137,2.431034482758621,14.44396551724138,90.78391640125986,61.89754421125751,0.08890594750922153,0.33642443305183034,30.65,65.25,32.63
280,Milwaukee Bucks,198271.0,645,151,0,14653,3106,6496,2382,4607,724,1889,735,964,1213,3378,4591,824,388,242,708,1243,7671,0.478,0.517,0.383,0.762,0.554,0.534,0,0,0,0,1,314909.0,Bobby Portis,657856,22.717829457364346,4.815503875968992,10.071317829457364,3.693023255813953,7.142635658914728,1.1224806201550388,2.928682170542636,1.1395348837209305,1.4945736434108527,1.88062015503876,5.2372093023255815,7.1178294573643415,1.2775193798449611,0.6015503875968993,0.3751937984496124,1.0976744186046512,1.9271317829457364,11.893023255813954,91.20450278265398,64.93668399388422,0.06329109128013509,0.28223645906589145,26.44,60.85,30.42
281,Milwaukee Bucks,223567.0,543,305,0,13275,1914,4495,1004,2107,910,2388,651,804,251,1702,1953,923,432,215,765,1102,5389,0.426,0.477,0.381,0.81,0.556,0.527,0,0,0,0,0,237753.0,Taurean Prince,657856,24.447513812154696,3.5248618784530388,8.278084714548802,1.8489871086556169,3.880294659300184,1.6758747697974217,4.397790055248619,1.198895027624309,1.4806629834254144,0.4622467771639042,3.134438305709024,3.596685082872928,1.6998158379373849,0.7955801104972375,0.3959484346224677,1.408839779005525,2.029465930018416,9.924493554327809,92.3665955525557,74.02986940875662,0.06470493372733936,0.21561073304259665,20.17,52.92,26.46
282,Milwaukee Bucks,77891.0,50,5,0,440,69,145,48,91,21,54,32,39,14,56,70,48,31,14,45,52,191,0.476,0.527,0.389,0.821,0.589,0.548,0,0,0,0,0,24306.0,Ryan Rollins,657856,8.8,1.38,2.9,0.96,1.82,0.42,1.08,0.64,0.78,0.28,1.12,1.4,0.96,0.62,0.28,0.9,1.04,3.82,97.61040717572244,131.17048653459804,0.05573904569757711,0.10834966674993225,10.23,38.38,19.19
283,Milwaukee Bucks,81321.0,172,37,0,2365,187,261,187,260,0,1,48,82,265,419,684,93,42,79,84,253,422,0.716,0.719,0.0,0.585,0.71,0.716,0,0,0,0,0,91401.0,Jericho Sims,657856,13.75,1.087209302325581,1.5174418604651163,1.087209302325581,1.5116279069767442,0.0,0.005813953488372,0.2790697674418604,0.4767441860465116,1.5406976744186047,2.436046511627907,3.976744186046512,0.5406976744186046,0.2441860465116279,0.4593023255813953,0.4883720930232558,1.4709302325581397,2.453488372093023,98.0586218026598,137.58932586634768,0.05602788427681793,0.10576701509894113,9.98,37.87,18.94
284,Milwaukee Bucks,44000.0,11,0,0,38,9,14,6,6,3,8,1,2,1,9,10,1,0,3,3,4,22,0.643,1.0,0.375,0.5,0.739,0.75,0,0,0,0,0,40994.0,Tyler Smith,657856,3.4545454545454546,0.8181818181818182,1.2727272727272727,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.7272727272727273,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.8181818181818182,0.9090909090909092,0.0909090909090909,0.0,0.2727272727272727,0.2727272727272727,0.3636363636363636,2.0,99.18390982505562,155.03127898931476,0.05373625264218618,0.03782704133456145,3.58,27.91,13.96
285,Milwaukee Bucks,145760.0,377,208,0,10687,1867,4418,957,2075,910,2343,572,695,140,757,897,545,446,72,265,600,5216,0.423,0.461,0.388,0.823,0.552,0.526,0,0,0,0,0,0.0,Gary Trent Jr.,657856,28.3474801061008,4.952254641909814,11.718832891246684,2.5384615384615383,5.503978779840849,2.413793103448276,6.214854111405836,1.5172413793103448,1.843501326259947,0.3713527851458886,2.0079575596816976,2.3793103448275863,1.4456233421750664,1.1830238726790452,0.1909814323607427,0.7029177718832891,1.5915119363395225,13.83554376657825,93.07907389261496,80.1505570356819,0.05976118564351601,0.24309840411105357,22.86,55.85,27.92
286,Milwaukee Bucks,20729.0,40,2,0,357,39,98,13,36,26,62,31,36,11,53,64,13,11,10,15,45,135,0.398,0.361,0.419,0.861,0.593,0.531,0,0,0,0,0,12946.0,Stanley Umude,657856,8.925,0.975,2.45,0.325,0.9,0.65,1.55,0.775,0.9,0.275,1.325,1.6,0.325,0.275,0.25,0.375,1.125,3.375,98.10602389364132,138.28514155018686,0.05231157325458434,0.07605612421680209,7.21,33.59,16.8
287,Minnesota Timberwolves,251618.0,341,60,0,6825,1037,2515,551,1168,486,1347,278,383,130,667,797,759,234,129,399,546,2838,0.412,0.472,0.361,0.726,0.529,0.509,0,0,0,0,0,161161.0,Nickeil Alexander-Walker,787192,20.01466275659824,3.0410557184750733,7.375366568914956,1.6158357771260996,3.4252199413489737,1.4252199413489737,3.9501466275659824,0.8152492668621701,1.1231671554252198,0.3812316715542522,1.9560117302052784,2.337243401759531,2.225806451612903,0.6862170087976539,0.3782991202346041,1.1700879765395895,1.6011730205278591,8.32258064516129,94.21681307532084,90.87539123811354,0.07632202878497324,0.19114679144541624,17.66,49.67,24.83
288,Minnesota Timberwolves,57173.0,3,0,0,6,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.764,0.0,0.0,0,0,0,0,0,0.0,Jaylen Clark,787192,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,99.38448987200472,158.3516619102391,0.06450953713921191,0.004094669117647058,0.38,12.2,6.1
289,Minnesota Timberwolves,528894.0,1139,1096,1,35764,5691,12996,3822,8165,1869,4831,2937,3564,544,2826,3370,6463,1571,236,2148,2213,16188,0.438,0.468,0.387,0.824,0.556,0.51,0,0,0,0,0,590198.0,Mike Conley,787192,31.39947322212467,4.996488147497805,11.410008779631257,3.3555750658472343,7.168568920105356,1.6409130816505706,4.2414398595259,2.578577699736611,3.129060579455663,0.4776119402985074,2.481123792800702,2.9587357330992097,5.674275680421422,1.37928007023705,0.2071992976294995,1.8858647936786652,1.9429323968393328,14.212467076382792,83.38126095822881,24.894042043337954,0.10091598542574873,0.35075460235864586,31.54,66.82,33.41
290,Minnesota Timberwolves,397918.0,17,0,0,159,32,67,20,40,12,27,0,0,1,11,12,30,2,0,19,11,76,0.478,0.5,0.444,0.764,0.567,0.567,0,0,0,0,0,1163388.0,Rob Dillingham,787192,9.352941176470589,1.8823529411764703,3.941176470588236,1.1764705882352942,2.3529411764705883,0.7058823529411765,1.588235294117647,0.0,0.0,0.0588235294117647,0.6470588235294118,0.7058823529411765,1.7647058823529411,0.1176470588235294,0.0,1.1176470588235294,0.6470588235294118,4.470588235294118,96.3119246037254,114.11962750705976,0.08631301382504604,0.08984625901783998,8.21,35.35,17.68
291,Minnesota Timberwolves,1338366.0,394,198,0,10062,1481,3490,635,1234,846,2256,378,487,369,1333,1702,1118,470,102,568,693,4186,0.424,0.515,0.375,0.776,0.565,0.546,0,0,0,0,1,0.0,Donte DiVincenzo,787192,25.538071065989847,3.7588832487309647,8.857868020304569,1.6116751269035532,3.1319796954314723,2.1472081218274117,5.725888324873097,0.9593908629441624,1.236040609137056,0.9365482233502538,3.383248730964467,4.319796954314721,2.8375634517766497,1.1928934010152283,0.2588832487309644,1.4416243654822336,1.7588832487309645,10.624365482233502,87.57152858510618,42.4588020751856,0.14101187097472145,0.2949124431505116,25.33,59.46,29.73
292,Minnesota Timberwolves,4199531.0,344,326,2,11934,2857,6407,1889,3758,968,2649,1336,1673,250,1562,1812,1420,464,205,990,701,8018,0.446,0.503,0.365,0.799,0.561,0.521,0,0,0,1,0,4457747.0,Anthony Edwards,787192,34.69186046511628,8.305232558139535,18.625,5.491279069767442,10.924418604651162,2.813953488372093,7.700581395348837,3.883720930232558,4.863372093023256,0.7267441860465116,4.540697674418604,5.267441860465116,4.127906976744186,1.3488372093023255,0.5959302325581395,2.877906976744186,2.0377906976744184,23.30813953488372,71.16732848843895,1.096186314310428,0.33243987495349026,0.44057254173634813,29.41,63.84,31.92
293,Minnesota Timberwolves,285364.0,97,5,0,806,181,366,140,238,41,128,102,146,114,91,205,43,17,9,41,128,505,0.495,0.588,0.32,0.699,0.587,0.551,0,0,0,0,0,128395.0,Luka Garza,787192,8.309278350515465,1.865979381443299,3.77319587628866,1.443298969072165,2.453608247422681,0.422680412371134,1.3195876288659794,1.0515463917525774,1.5051546391752575,1.175257731958763,0.9381443298969072,2.11340206185567,0.4432989690721649,0.1752577319587628,0.0927835051546391,0.422680412371134,1.3195876288659794,5.206185567010309,96.58950854379466,117.58097201121022,0.07829602817928766,0.09164827444435837,8.45,35.82,17.91
294,Minnesota Timberwolves,905900.0,799,707,3,24439,3730,5699,3730,5682,0,17,2561,4004,2679,6674,9353,1067,544,1675,1305,2132,10021,0.655,0.656,0.0,0.64,0.672,0.655,0,0,4,4,0,846192.0,Rudy Gobert,787192,30.58698372966208,4.668335419274093,7.132665832290363,4.668335419274093,7.111389236545682,0.0,0.0212765957446808,3.2052565707133915,5.011264080100125,3.3529411764705883,8.352941176470589,11.705882352941176,1.3354192740926158,0.6808510638297872,2.0963704630788484,1.6332916145181475,2.6683354192740927,12.541927409261575,86.97376131601222,39.48141875496072,0.13874828718311805,0.3906264744406662,33.64,69.41,34.7
295,Minnesota Timberwolves,109799.0,180,10,0,3133,593,1496,274,616,319,880,232,274,44,356,400,482,122,43,231,319,1737,0.396,0.445,0.363,0.847,0.537,0.503,0,0,0,0,1,382461.0,Bones Hyland,787192,17.405555555555555,3.2944444444444443,8.311111111111112,1.522222222222222,3.422222222222222,1.772222222222222,4.888888888888889,1.288888888888889,1.522222222222222,0.2444444444444444,1.9777777777777776,2.2222222222222223,2.6777777777777776,0.6777777777777778,0.2388888888888889,1.2833333333333334,1.772222222222222,9.65,95.07142928633216,99.77314513700756,0.06813090908319187,0.23147081422674445,21.57,54.29,27.14
296,Minnesota Timberwolves,197207.0,713,313,0,17406,2012,4494,788,1506,1224,2988,459,593,222,1964,2186,2575,620,101,1050,1267,5707,0.448,0.523,0.41,0.774,0.6,0.584,0,0,0,0,0,0.0,Joe Ingles,787192,24.41234221598878,2.8218793828892004,6.302945301542777,1.1051893408134643,2.112201963534362,1.7166900420757365,4.190743338008415,0.6437587657784011,0.8316970546984572,0.3113604488078541,2.7545582047685837,3.065918653576438,3.611500701262272,0.8695652173913043,0.1416549789621318,1.472650771388499,1.776998597475456,8.004207573632538,92.09171993528756,71.78264487883972,0.07287121864724525,0.22853818487161368,21.19,53.91,26.95
297,Minnesota Timberwolves,425242.0,326,250,0,9112,1264,2637,866,1505,398,1132,281,384,337,923,1260,465,280,265,363,1010,3207,0.479,0.575,0.352,0.732,0.571,0.555,0,0,0,0,0,150820.0,Jaden McDaniels,787192,27.950920245398773,3.877300613496932,8.088957055214724,2.6564417177914117,4.616564417177914,1.2208588957055215,3.4723926380368098,0.8619631901840491,1.177914110429448,1.0337423312883436,2.831288343558282,3.8650306748466257,1.4263803680981595,0.8588957055214724,0.8128834355828221,1.1134969325153374,3.098159509202454,9.837423312883436,92.99460915527824,79.40195575702174,0.08667647882965798,0.2268351818258222,20.72,53.45,26.73
298,Minnesota Timberwolves,59732.0,20,0,0,58,13,22,11,16,2,6,3,4,6,17,23,8,3,1,2,6,31,0.591,0.688,0.333,0.75,0.652,0.636,0,0,0,0,0,38061.0,Leonard Miller,787192,2.9,0.65,1.1,0.55,0.8,0.1,0.3,0.15,0.2,0.3,0.85,1.15,0.4,0.15,0.05,0.1,0.3,1.55,98.70559813756678,147.3770119906467,0.0647100057125994,0.04462131531913606,4.17,29.14,14.57
299,Minnesota Timberwolves,39704.0,73,0,0,375,65,131,53,89,12,42,27,31,15,56,71,26,20,20,12,44,169,0.496,0.596,0.286,0.871,0.584,0.542,0,0,0,0,0,23120.0,Josh Minott,787192,5.136986301369863,0.8904109589041096,1.7945205479452055,0.726027397260274,1.2191780821917808,0.1643835616438356,0.5753424657534246,0.3698630136986301,0.4246575342465753,0.2054794520547945,0.7671232876712328,0.9726027397260274,0.3561643835616438,0.273972602739726,0.273972602739726,0.1643835616438356,0.6027397260273972,2.315068493150685,98.33658376270712,141.71696953048868,0.06349538636433831,0.06033549975175966,5.65,31.09,15.55
300,Minnesota Timberwolves,152894.0,6,0,0,9,1,6,1,3,0,3,1,1,0,1,1,1,0,0,1,3,3,0.167,0.333,0.0,1.0,0.233,0.167,0,0,0,0,0,31245.0,Tristen Newton,787192,1.5,0.1666666666666666,1.0,0.1666666666666666,0.5,0.0,0.5,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.1666666666666666,0.5,0.5,98.54623303620885,144.9069829507708,0.07026433987444218,0.009846037843464805,0.92,16.02,8.01
301,Minnesota Timberwolves,606738.0,683,603,3,21898,4722,10032,3914,7610,808,2422,2786,3704,1352,4956,6308,2575,465,276,1924,2081,13038,0.471,0.514,0.334,0.752,0.559,0.511,0,0,0,2,0,982502.0,Julius Randle,787192,32.0614934114202,6.913616398243045,14.68814055636896,5.730600292825769,11.142020497803808,1.1830161054172768,3.5461200585651538,4.079062957540264,5.423133235724744,1.979502196193265,7.256222547584187,9.235724743777451,3.7701317715959006,0.6808199121522694,0.404099560761347,2.8169838945827235,3.046852122986823,19.08931185944363,83.34649690335037,24.776926899678955,0.12105549640089036,0.4121072447686265,36.22,71.87,35.94
302,Minnesota Timberwolves,598083.0,368,57,0,7323,1558,3160,1079,1885,479,1275,524,724,402,1317,1719,433,230,331,427,884,4119,0.493,0.572,0.376,0.724,0.592,0.569,0,0,0,0,0,320353.0,Naz Reid,787192,19.89945652173913,4.233695652173913,8.58695652173913,2.932065217391304,5.122282608695652,1.3016304347826086,3.464673913043478,1.423913043478261,1.9673913043478264,1.0923913043478262,3.578804347826087,4.671195652173913,1.1766304347826086,0.625,0.8994565217391305,1.1603260869565215,2.402173913043478,11.192934782608695,91.84191484389082,69.79327353506352,0.09720944161657506,0.23424098945382557,21.15,53.68,26.84
303,Minnesota Timberwolves,263911.0,10,0,0,45,7,13,6,10,1,3,0,0,0,2,2,5,2,1,3,1,15,0.538,0.6,0.333,0.764,0.577,0.577,0,0,0,0,0,0.0,Terrence Shannon Jr.,787192,4.5,0.7,1.3,0.6,1.0,0.1,0.3,0.0,0.0,0.0,0.2,0.2,0.5,0.2,0.1,0.3,0.1,1.5,97.74037916302116,133.00227952319844,0.07685423422426121,0.03838024450596825,3.54,27.47,13.73
304,New Orleans Pelicans,215643.0,191,18,0,3615,542,1298,303,624,239,674,157,211,89,321,410,537,226,37,183,330,1480,0.418,0.486,0.355,0.744,0.532,0.51,0,0,0,0,0,23997.0,Jose Alvarado,508794,18.926701570680628,2.837696335078534,6.795811518324608,1.5863874345549738,3.2670157068062826,1.2513089005235605,3.5287958115183247,0.8219895287958116,1.1047120418848169,0.4659685863874345,1.6806282722513088,2.1465968586387434,2.81151832460733,1.1832460732984291,0.193717277486911,0.9581151832460733,1.7277486910994764,7.748691099476439,95.27590301256336,102.01713054857052,0.05239506107949179,0.21535762319571025,20.41,53.07,26.54
305,New Orleans Pelicans,299904.0,356,99,0,6002,939,1971,653,1166,286,805,259,381,544,1395,1939,302,132,451,283,733,2423,0.476,0.56,0.355,0.68,0.566,0.549,0,0,0,0,0,694000.0,Mo Bamba,508794,16.859550561797754,2.6376404494382024,5.536516853932584,1.8342696629213484,3.2752808988764044,0.8033707865168539,2.26123595505618,0.7275280898876404,1.0702247191011236,1.5280898876404494,3.918539325842697,5.446629213483146,0.848314606741573,0.3707865168539326,1.2668539325842696,0.7949438202247191,2.058988764044944,6.806179775280899,94.52876037006573,94.03542725909531,0.05826552187907816,0.19608779158652698,18.47,50.92,25.46
306,New Orleans Pelicans,122012.0,144,11,0,2280,394,959,289,637,105,322,175,222,70,249,319,174,93,29,115,170,1068,0.411,0.454,0.326,0.788,0.505,0.466,0,0,0,0,0,0.0,Brandon Boston Jr.,508794,15.833333333333334,2.736111111111111,6.659722222222222,2.0069444444444446,4.423611111111111,0.7291666666666666,2.236111111111111,1.2152777777777777,1.5416666666666667,0.4861111111111111,1.7291666666666667,2.2152777777777777,1.2083333333333333,0.6458333333333334,0.2013888888888889,0.7986111111111112,1.1805555555555556,7.416666666666667,96.1875950514207,112.60017799596083,0.04677413310422286,0.15402838448738096,14.68,45.09,22.55
307,New Orleans Pelicans,223517.0,425,256,0,10618,1476,3073,1215,2297,261,776,557,730,447,1349,1796,1041,390,215,473,1014,3770,0.48,0.529,0.336,0.763,0.555,0.523,0,0,0,0,1,0.0,Bruce Brown,508794,24.983529411764707,3.4729411764705884,7.230588235294117,2.8588235294117648,5.404705882352941,0.6141176470588235,1.8258823529411763,1.3105882352941176,1.7176470588235293,1.051764705882353,3.174117647058824,4.225882352941176,2.449411764705882,0.9176470588235294,0.5058823529411764,1.1129411764705883,2.3858823529411763,8.870588235294118,93.00290234491388,79.47517772586191,0.05283517886077429,0.2635531704551367,24.96,59.01,29.51
308,New Orleans Pelicans,25449.0,61,1,0,726,96,202,69,121,27,81,45,61,46,89,135,32,30,13,21,64,264,0.475,0.57,0.333,0.738,0.577,0.542,0,0,0,0,0,26268.0,Jamal Cain,508794,11.901639344262296,1.5737704918032789,3.3114754098360657,1.1311475409836065,1.9836065573770487,0.4426229508196721,1.3278688524590163,0.7377049180327869,1.0,0.7540983606557377,1.459016393442623,2.2131147540983607,0.5245901639344263,0.4918032786885246,0.2131147540983606,0.3442622950819672,1.0491803278688523,4.327868852459017,97.89720451031025,135.24446744868973,0.04104108004225827,0.10569097355332696,10.14,38.28,19.14
309,New Orleans Pelicans,132218.0,94,14,0,1775,270,728,109,267,161,461,109,132,40,177,217,96,32,20,65,92,810,0.371,0.408,0.349,0.826,0.515,0.481,0,0,0,0,0,82978.0,Jordan Hawkins,508794,18.882978723404257,2.872340425531915,7.74468085106383,1.1595744680851063,2.8404255319148937,1.7127659574468086,4.904255319148936,1.1595744680851063,1.4042553191489362,0.425531914893617,1.8829787234042556,2.3085106382978724,1.0212765957446808,0.3404255319148936,0.2127659574468085,0.6914893617021277,0.9787234042553192,8.617021276595745,96.36792696856344,114.81023597415252,0.04748747004723539,0.14707507797502584,14.01,43.67,21.84
310,New Orleans Pelicans,113128.0,240,231,0,7255,877,1837,628,1156,249,681,430,522,291,624,915,593,375,173,316,736,2433,0.477,0.543,0.366,0.824,0.589,0.545,0,0,0,0,0,0.0,Herbert Jones,508794,30.229166666666668,3.654166666666667,7.654166666666667,2.6166666666666667,4.816666666666666,1.0375,2.8375,1.7916666666666667,2.175,1.2125,2.6,3.8125,2.470833333333333,1.5625,0.7208333333333333,1.3166666666666669,3.066666666666667,10.1375,94.4665690717486,93.39753562522,0.04624365351699856,0.2824749940745359,26.94,61.53,30.76
