Unnamed: 0,Team,Pageviews,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,Player,Obscurity_Score,Obscurity_Score_Scaled,oline_carrer_value,obscurity_score,obscurity_score_normalized,obscurity_score_scaled
455,Cincinnati Bengals,89947.0,61,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,94,81.7,0,0,445,493.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,K,0,0,0,0,0,0,0,Evan McPherson,98.46271110897004,143.62809709356702,0,41.66,55.326265690525,20.83
456,Cincinnati Bengals,26263.0,17,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2603,49.1,0,0,0,P,0,0,0,0,0,0,0,Ryan Rehkow,99.34922394840773,157.7630373210714,0,61.35,59.971819517276025,30.68
457,Cincinnati Bengals,9933.0,51,2,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,26,22,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,LB,0,0,0,0,0,0,0,Joe Bachie,99.49027225220804,160.1297820365325,0,56.1,59.486498286156824,28.05
458,Cincinnati Bengals,59726.0,139,117,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,9.5,501,259,27,28,8,0,39,0,12,1,16,0,0.0,0,236,0,FS,0,0,0,0,0,0,0,Vonn Bell,98.82369767089222,149.23302071588273,0,44.85,56.881758907595334,22.42
459,Cincinnati Bengals,132458.0,103,96,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,RT,0,0,0,0,0,0,1,Trent Brown,97.71979026953537,132.71051540297464,0,28.25,23.703711671032174,14.12
460,Cincinnati Bengals,12726.0,71,11,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,122,82,7,3,2,0,11,0,2,0,2,0,0.0,0,15,0,LB,0,0,0,0,0,0,0,Akeem Davis-Gaither,99.436359158404,159.22119435223874,0,50.38,58.382904898849475,25.19
461,Cincinnati Bengals,25933.0,34,1,0,0,0.0,0,0,0,0.0,0,0.0,0,19,89,4.7,0,2.6,22,19,188,9.9,3,5.5,0,0.0,0,0,18,45.7,0.0,6,1,0,0,0,0,0,0,0,0,0,0,0.0,0,591,314,RB,0,0,0,0,0,0,0,Chris Evans,99.20368729518812,155.35572160379522,0,55.18,59.37922275979951,27.59
462,Cincinnati Bengals,211209.0,82,42,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Cody Ford,96.80781480913306,120.37145571277826,0,41.29,55.144836257471844,20.64
463,Cincinnati Bengals,163423.0,115,44,0,1,0.0,0,0,0,39.6,0,0.0,0,0,0,0.0,0,0.0,498,325,3526,10.8,22,30.7,0,0.0,1,0,134,480.6,0.0,1,0,0,0,0,0,0,3,0,0,1,0,0.0,0,3526,0,TE,0,0,0,0,0,0,0,Mike Gesicki,96.99616833337817,122.82851333664074,0,37.4,49.29383527069548,18.7
464,Cincinnati Bengals,73474.0,56,13,0,0,0.0,0,0,0,0.0,0,0.0,0,400,1905,4.8,9,34.0,70,53,312,5.9,2,5.6,0,0.0,1,0,68,287.7,0.0,6,3,0,0,0,0,0,3,6,0,0,0,0.0,0,3137,920,RB,0,0,0,0,0,0,0,Khalil Herbert,98.26985480193083,140.71557576141475,0,40.09,54.31324666870293,20.05
465,Cincinnati Bengals,418968.0,70,62,0,0,0.0,0,0,0,0.0,0,0.0,0,5,28,5.6,0,0.4,512,330,4595,13.9,34,65.6,0,0.0,2,0,208,664.3,0.0,1,0,0,0,0,0,0,3,0,0,0,0,0.0,0,4623,0,WR,0,0,0,0,0,0,0,Tee Higgins,93.55290476086287,84.46933671627745,0,34.79,38.76439016934379,17.4
466,Cincinnati Bengals,31822.0,112,67,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,23.5,172,169,29,66,2,0,16,0,4,0,1,0,0.0,0,0,0,LDE,0,0,0,0,0,0,0,B.J. Hill,99.14647483531914,154.4189247856062,0,44.08,56.51601588736932,22.04
467,Cincinnati Bengals,34968.0,123,56,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,11.5,396,124,66,32,13,1,56,0,6,0,4,0,0.0,0,155,0,CB,0,0,0,0,0,0,0,Mike Hilton,99.20195032581064,155.32720150724893,0,42.85,56.04754867102532,21.42
468,Cincinnati Bengals,28589.0,47,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,9.5,38,35,7,32,0,0,3,0,2,1,2,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Joseph Ossai,99.23817401015494,155.9230015863009,0,52.45,58.89100221584114,26.22
469,Cincinnati Bengals,10270.0,47,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,5.0,44,24,6,20,0,0,1,0,0,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Cameron Sample,99.48893385367607,160.10716690270038,0,53.85,59.17872664363122,26.92
470,Cincinnati Bengals,10058.0,34,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.5,16,28,3,4,0,0,1,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Jay Tufele,99.48884921040072,160.10573677351448,0,58.28,59.7233920853614,29.14
471,Cincinnati Bengals,25226.0,68,0,0,0,0.0,0,0,0,0.0,0,0.0,0,62,307,5.0,0,4.5,19,15,74,4.9,0,1.1,0,0.0,0,0,0,36.1,0.0,10,4,0,0,0,0,0,1,0,0,0,0,0.0,0,1140,743,RB,0,0,0,0,0,0,0,Trayveon Williams,99.20661609538122,155.40382213701676,0,50.5,58.40920194882215,25.25
472,Cincinnati Bengals,36617.0,60,37,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,0.0,135,41,3,1,3,1,20,0,0,0,3,0,0.0,0,77,0,RCB,0,0,0,0,0,0,0,Marco Wilson,99.12201152520578,154.01999546614985,0,52.81,58.97123325846049,26.4
473,Cincinnati Bengals,153107.0,23,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,33,73.3,0,0,150,160.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,K,0,0,0,0,0,0,0,Cade York,97.66419981711556,131.9257400515621,0,45.95,57.17121348781722,22.98
474,Cleveland Browns,148934.0,15,5,121,230,52.6,880,1,10,45.2,14,1.0,1,35,187,5.3,0,12.5,0,0,0,0.0,0,0.0,0,0.0,1,0,2,37.9,0.0,0,0,0,0,0,0,0,5,1,0,0,0,0.0,0,186,0,QB,0,0,0,0,0,0,0,Dorian Thompson-Robinson,97.38585569161764,128.061275138445,0,42.89,56.074823452207504,21.44
475,Cleveland Browns,1046778.0,73,72,1527,2305,66.2,17904,123,48,98.8,244,37.0,11,400,2142,5.4,20,29.3,1,1,6,6.0,1,0.1,0,0.0,4,0,134,1439.0,0.0,1,0,0,0,0,0,0,41,12,0,0,0,0.0,0,2099,0,QB,0,0,0,0,0,0,0,Deshaun Watson,84.20332034741973,27.78547794083758,0,18.64,8.716995908353647,9.32
476,Cleveland Browns,59122.0,44,18,0,0,0.0,0,0,0,0.0,0,0.0,0,316,1390,4.4,7,31.6,106,81,544,6.7,5,12.4,0,0.0,1,0,74,265.4,0.0,1,1,0,0,0,0,0,1,2,0,0,0,0.0,0,3045,1111,RB,0,0,0,0,0,0,0,Jerome Ford,98.4855471516034,143.97670174501914,0,42.95,56.08544392851057,21.48
477,Cleveland Browns,6615.0,18,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,8,5,19,3.8,0,1.1,0,0.0,0,0,0,1.9,0.0,6,1,0,0,0,0,0,0,0,0,0,0,0.0,0,19,0,TE,0,0,0,0,0,0,0,Troy Hairston,99.52437547490052,160.7070519811725,0,63.74,60.12924082568955,31.87
478,Cleveland Browns,25997.0,46,1,0,0,0.0,0,0,0,0.0,0,0.0,0,99,499,5.0,2,10.8,37,26,193,7.4,0,4.2,0,0.0,0,0,12,79.2,0.0,14,3,0,0,0,0,0,1,0,0,1,0,0.0,0,1262,570,RB,0,0,0,0,0,0,0,Pierre Strong,99.15805880971904,154.60816829679243,0,52.03,58.80474934043996,26.02
479,Cleveland Browns,36964.0,32,6,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,61,41,408,10.0,3,12.8,0,0.0,0,0,18,58.8,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0,420,12,WR,0,0,0,0,0,0,0,David Bell,99.06563879204349,153.10441828278402,0,48.02,57.648008879017254,24.01
480,Cleveland Browns,19506.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,107,107,WR,0,0,0,0,0,0,0,Kaden Davis,99.37884354300344,158.2572792356302,0,75.05,60.556189181743264,37.52
481,Cleveland Browns,355778.0,74,60,0,0,0.0,0,0,0,0.0,0,0.0,0,6,43,7.2,0,0.6,501,301,4282,14.2,15,57.9,0,0.0,3,0,96,528.5,0.0,1,0,0,0,0,0,0,4,1,0,0,0,0.0,0,4325,0,WR,0,0,0,0,0,0,0,Jerry Jeudy,94.3817312608312,92.53373275497732,0,35.16,40.28649397724427,17.58
482,Cleveland Browns,54204.0,9,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,7,3,22,7.3,0,2.4,0,0.0,0,0,0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22,0,WR,0,0,0,0,0,0,0,Jamari Thrash,98.91427400994958,150.67141151044376,0,61.05,59.94963472164322,30.52
483,Cleveland Browns,88966.0,25,9,0,0,0.0,0,0,0,0.0,0,0.0,0,2,3,1.5,0,0.1,93,50,563,11.3,3,22.5,0,0.0,1,0,20,74.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,566,0,WR,0,0,0,0,0,0,0,Cedric Tillman,98.30763157539798,141.2816666294759,0,41.88,55.54123005080754,20.94
484,Cleveland Browns,17783.0,15,2,0,0,0.0,0,0,0,0.0,0,0.0,0,1,-5,-5.0,0,-0.3,27,12,110,9.2,0,7.3,0,0.0,0,0,0,10.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,105,0,WR,0,0,0,0,0,0,0,Michael Woods II,99.39698682865496,158.56074762527388,0,62.8,60.06831834434804,31.4
485,Cleveland Browns,17303.0,7,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,TE,0,0,0,0,0,0,0,Brenden Bates,99.40744791487954,158.7359723554412,0,67.35,60.31223484884552,33.67
486,Cleveland Browns,16064.0,34,12,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,26,16,117,7.3,0,3.4,0,0.0,0,0,0,11.7,0.0,2,0,0,0,0,0,0,1,1,0,0,0,0.0,0,117,0,TE,0,0,0,0,0,0,0,Tre' McKitty,99.35888562438824,157.92409424842586,0,56.29,59.49859359111303,28.14
487,Cleveland Browns,222793.0,106,77,0,0,0.0,0,0,0,0.0,0,0.0,0,4,-6,-1.5,0,-0.1,540,351,3769,10.7,30,35.6,0,0.0,2,0,184,554.3,0.0,2,0,0,0,0,0,0,3,1,0,0,0,0.0,0,3763,0,TE,0,0,0,0,0,0,0,David Njoku,96.13801578033672,111.9995116405214,0,36.03,44.865885827759996,18.02
488,Cleveland Browns,11935.0,13,2,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,9,6,51,8.5,1,3.9,0,0.0,0,0,6,11.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,51,0,TE,0,0,0,0,0,0,0,Blake Whiteheart,99.44704493232014,159.40089076106088,0,61.12,59.94999104004074,30.56
489,Cleveland Browns,54012.0,161,161,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,3,1,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,G,0,0,0,0,0,2,0,Joel Bitonio,98.58783679470017,145.54801532737008,0,27.9,23.494902503925267,13.95
490,Cleveland Browns,11555.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Javion Cohen,99.48351331759636,160.0156061853378,0,79.98,60.63606469204269,39.99
